#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.280472E+00   0.528134E+06   0.524749E+06   0.362402E+00   0.353386E+00   0.000000E+00   0.527609E+06   0.527609E+06   0.527609E+06  -0.187429E-01   0.401884E+06   0.401807E+06   0.811433E-01
   0.285877E+00   0.512009E+06   0.508619E+06   0.338164E+00   0.329752E+00   0.000000E+00   0.511484E+06   0.511484E+06   0.511484E+06  -0.181700E-01   0.389601E+06   0.389525E+06   0.788851E-01
   0.291283E+00   0.497010E+06   0.493648E+06   0.316180E+00   0.308315E+00   0.000000E+00   0.496489E+06   0.496489E+06   0.496489E+06  -0.176373E-01   0.378180E+06   0.378105E+06   0.761704E-01
   0.296688E+00   0.483362E+06   0.480070E+06   0.296393E+00   0.289019E+00   0.000000E+00   0.482852E+06   0.482852E+06   0.482852E+06  -0.171529E-01   0.367793E+06   0.367719E+06   0.729339E-01
   0.302094E+00   0.471038E+06   0.467854E+06   0.278594E+00   0.271664E+00   0.000000E+00   0.470545E+06   0.470545E+06   0.470545E+06  -0.167157E-01   0.358418E+06   0.358347E+06   0.692973E-01
   0.307499E+00   0.459798E+06   0.456749E+06   0.262475E+00   0.255946E+00   0.000000E+00   0.459326E+06   0.459326E+06   0.459326E+06  -0.163171E-01   0.349872E+06   0.349804E+06   0.655000E-01
   0.312905E+00   0.449313E+06   0.446405E+06   0.247711E+00   0.241549E+00   0.000000E+00   0.448862E+06   0.448862E+06   0.448862E+06  -0.159454E-01   0.341902E+06   0.341836E+06   0.618172E-01
   0.318310E+00   0.439256E+06   0.436479E+06   0.234018E+00   0.228196E+00   0.000000E+00   0.438825E+06   0.438825E+06   0.438825E+06  -0.155889E-01   0.334257E+06   0.334193E+06   0.584834E-01
   0.323716E+00   0.429350E+06   0.426680E+06   0.221169E+00   0.215667E+00   0.000000E+00   0.428936E+06   0.428936E+06   0.428936E+06  -0.152376E-01   0.326724E+06   0.326662E+06   0.556383E-01
   0.329121E+00   0.419410E+06   0.416818E+06   0.209012E+00   0.203812E+00   0.000000E+00   0.419008E+06   0.419008E+06   0.419008E+06  -0.148849E-01   0.319162E+06   0.319102E+06   0.533091E-01
   0.334526E+00   0.409394E+06   0.406852E+06   0.197479E+00   0.192566E+00   0.000000E+00   0.409000E+06   0.409000E+06   0.409000E+06  -0.145294E-01   0.311538E+06   0.311480E+06   0.514248E-01
   0.339932E+00   0.399391E+06   0.396879E+06   0.186573E+00   0.181932E+00   0.000000E+00   0.399001E+06   0.399001E+06   0.399001E+06  -0.141742E-01   0.303922E+06   0.303865E+06   0.498508E-01
   0.345337E+00   0.389562E+06   0.387071E+06   0.176326E+00   0.171939E+00   0.000000E+00   0.389176E+06   0.389176E+06   0.389176E+06  -0.138251E-01   0.296438E+06   0.296381E+06   0.484304E-01
   0.350743E+00   0.380071E+06   0.377602E+06   0.166765E+00   0.162617E+00   0.000000E+00   0.379688E+06   0.379688E+06   0.379688E+06  -0.134881E-01   0.289212E+06   0.289156E+06   0.470238E-01
   0.356148E+00   0.371049E+06   0.368612E+06   0.157901E+00   0.153972E+00   0.000000E+00   0.370671E+06   0.370671E+06   0.370671E+06  -0.131678E-01   0.282344E+06   0.282288E+06   0.455384E-01
   0.361554E+00   0.362574E+06   0.360181E+06   0.149714E+00   0.145990E+00   0.000000E+00   0.362203E+06   0.362203E+06   0.362203E+06  -0.128670E-01   0.275893E+06   0.275839E+06   0.439403E-01
   0.366959E+00   0.354652E+06   0.352316E+06   0.142161E+00   0.138624E+00   0.000000E+00   0.354290E+06   0.354290E+06   0.354290E+06  -0.125858E-01   0.269866E+06   0.269813E+06   0.422497E-01
   0.372365E+00   0.347216E+06   0.344946E+06   0.135170E+00   0.131807E+00   0.000000E+00   0.346864E+06   0.346864E+06   0.346864E+06  -0.123220E-01   0.264209E+06   0.264158E+06   0.405236E-01
   0.377770E+00   0.340157E+06   0.337958E+06   0.128661E+00   0.125460E+00   0.000000E+00   0.339816E+06   0.339816E+06   0.339816E+06  -0.120717E-01   0.258841E+06   0.258791E+06   0.388345E-01
   0.383175E+00   0.333363E+06   0.331231E+06   0.122560E+00   0.119511E+00   0.000000E+00   0.333032E+06   0.333032E+06   0.333032E+06  -0.118307E-01   0.253673E+06   0.253625E+06   0.372494E-01
   0.388581E+00   0.326736E+06   0.324663E+06   0.116806E+00   0.113900E+00   0.000000E+00   0.326414E+06   0.326414E+06   0.326414E+06  -0.115956E-01   0.248632E+06   0.248585E+06   0.358140E-01
   0.393986E+00   0.320201E+06   0.318178E+06   0.111351E+00   0.108581E+00   0.000000E+00   0.319887E+06   0.319887E+06   0.319887E+06  -0.113637E-01   0.243661E+06   0.243614E+06   0.345435E-01
   0.399392E+00   0.313723E+06   0.311740E+06   0.106165E+00   0.103524E+00   0.000000E+00   0.313416E+06   0.313416E+06   0.313416E+06  -0.111338E-01   0.238731E+06   0.238686E+06   0.334246E-01
   0.404797E+00   0.307315E+06   0.305364E+06   0.101237E+00   0.987185E-01   0.000000E+00   0.307013E+06   0.307013E+06   0.307013E+06  -0.109064E-01   0.233854E+06   0.233809E+06   0.324239E-01
   0.410203E+00   0.301030E+06   0.299104E+06   0.965692E-01   0.941669E-01   0.000000E+00   0.300731E+06   0.300731E+06   0.300731E+06  -0.106832E-01   0.229069E+06   0.229025E+06   0.314990E-01
   0.415608E+00   0.294922E+06   0.293023E+06   0.921642E-01   0.898714E-01   0.000000E+00   0.294628E+06   0.294628E+06   0.294628E+06  -0.104664E-01   0.224420E+06   0.224377E+06   0.306089E-01
   0.421014E+00   0.289031E+06   0.287159E+06   0.880183E-01   0.858287E-01   0.000000E+00   0.288741E+06   0.288741E+06   0.288741E+06  -0.102573E-01   0.219936E+06   0.219894E+06   0.297223E-01
   0.426419E+00   0.283380E+06   0.281538E+06   0.841229E-01   0.820302E-01   0.000000E+00   0.283094E+06   0.283094E+06   0.283094E+06  -0.100567E-01   0.215635E+06   0.215593E+06   0.288234E-01
   0.431825E+00   0.277980E+06   0.276174E+06   0.804669E-01   0.784651E-01   0.000000E+00   0.277700E+06   0.277700E+06   0.277700E+06  -0.986503E-02   0.211526E+06   0.211485E+06   0.279126E-01
   0.437230E+00   0.272823E+06   0.271055E+06   0.770339E-01   0.751176E-01   0.000000E+00   0.272549E+06   0.272549E+06   0.272549E+06  -0.968208E-02   0.207603E+06   0.207563E+06   0.270021E-01
   0.442635E+00   0.267875E+06   0.266147E+06   0.738010E-01   0.719651E-01   0.000000E+00   0.267607E+06   0.267607E+06   0.267607E+06  -0.950651E-02   0.203838E+06   0.203799E+06   0.261101E-01
   0.448041E+00   0.263086E+06   0.261397E+06   0.707437E-01   0.689838E-01   0.000000E+00   0.262824E+06   0.262824E+06   0.262824E+06  -0.933661E-02   0.200195E+06   0.200157E+06   0.252549E-01
   0.453446E+00   0.258421E+06   0.256768E+06   0.678426E-01   0.661549E-01   0.000000E+00   0.258164E+06   0.258164E+06   0.258164E+06  -0.917107E-02   0.196646E+06   0.196608E+06   0.244508E-01
   0.458852E+00   0.253858E+06   0.252238E+06   0.650839E-01   0.634649E-01   0.000000E+00   0.253607E+06   0.253607E+06   0.253607E+06  -0.900917E-02   0.193174E+06   0.193137E+06   0.237051E-01
   0.464257E+00   0.249383E+06   0.247792E+06   0.624564E-01   0.609027E-01   0.000000E+00   0.249136E+06   0.249136E+06   0.249136E+06  -0.885034E-02   0.189769E+06   0.189733E+06   0.230166E-01
   0.469663E+00   0.244984E+06   0.243419E+06   0.599504E-01   0.584591E-01   0.000000E+00   0.244741E+06   0.244741E+06   0.244741E+06  -0.869421E-02   0.186421E+06   0.186386E+06   0.223770E-01
   0.475068E+00   0.240666E+06   0.239125E+06   0.575612E-01   0.561293E-01   0.000000E+00   0.240428E+06   0.240428E+06   0.240428E+06  -0.854098E-02   0.183136E+06   0.183100E+06   0.217748E-01
   0.480474E+00   0.236452E+06   0.234934E+06   0.552877E-01   0.539124E-01   0.000000E+00   0.236217E+06   0.236217E+06   0.236217E+06  -0.839140E-02   0.179928E+06   0.179894E+06   0.211979E-01
   0.485879E+00   0.232360E+06   0.230864E+06   0.531286E-01   0.518069E-01   0.000000E+00   0.232128E+06   0.232128E+06   0.232128E+06  -0.824614E-02   0.176814E+06   0.176780E+06   0.206365E-01
   0.491284E+00   0.228395E+06   0.226922E+06   0.510791E-01   0.498084E-01   0.000000E+00   0.228167E+06   0.228167E+06   0.228167E+06  -0.810543E-02   0.173796E+06   0.173763E+06   0.200837E-01
   0.496690E+00   0.224556E+06   0.223108E+06   0.491334E-01   0.479112E-01   0.000000E+00   0.224332E+06   0.224332E+06   0.224332E+06  -0.796919E-02   0.170875E+06   0.170842E+06   0.195372E-01
   0.502095E+00   0.220843E+06   0.219419E+06   0.472861E-01   0.461098E-01   0.000000E+00   0.220622E+06   0.220622E+06   0.220622E+06  -0.783741E-02   0.168050E+06   0.168017E+06   0.189987E-01
   0.507501E+00   0.217249E+06   0.215850E+06   0.455311E-01   0.443985E-01   0.000000E+00   0.217032E+06   0.217032E+06   0.217032E+06  -0.770989E-02   0.165315E+06   0.165283E+06   0.184723E-01
   0.512906E+00   0.213762E+06   0.212388E+06   0.438609E-01   0.427698E-01   0.000000E+00   0.213549E+06   0.213549E+06   0.213549E+06  -0.758613E-02   0.162662E+06   0.162630E+06   0.179630E-01
   0.518312E+00   0.210361E+06   0.209012E+06   0.422677E-01   0.412162E-01   0.000000E+00   0.210152E+06   0.210152E+06   0.210152E+06  -0.746547E-02   0.160074E+06   0.160044E+06   0.174746E-01
   0.523717E+00   0.207037E+06   0.205710E+06   0.407455E-01   0.397319E-01   0.000000E+00   0.206831E+06   0.206831E+06   0.206831E+06  -0.734750E-02   0.157545E+06   0.157515E+06   0.170097E-01
   0.529123E+00   0.203784E+06   0.202479E+06   0.392901E-01   0.383127E-01   0.000000E+00   0.203581E+06   0.203581E+06   0.203581E+06  -0.723205E-02   0.155070E+06   0.155040E+06   0.165688E-01
   0.534528E+00   0.200599E+06   0.199314E+06   0.378977E-01   0.369549E-01   0.000000E+00   0.200399E+06   0.200399E+06   0.200399E+06  -0.711902E-02   0.152646E+06   0.152616E+06   0.161503E-01
   0.539933E+00   0.197478E+06   0.196212E+06   0.365649E-01   0.356553E-01   0.000000E+00   0.197282E+06   0.197282E+06   0.197282E+06  -0.700827E-02   0.150271E+06   0.150242E+06   0.157509E-01
   0.545339E+00   0.194423E+06   0.193176E+06   0.352891E-01   0.344112E-01   0.000000E+00   0.194230E+06   0.194230E+06   0.194230E+06  -0.689985E-02   0.147947E+06   0.147918E+06   0.153671E-01
   0.550744E+00   0.191441E+06   0.190211E+06   0.340689E-01   0.332214E-01   0.000000E+00   0.191250E+06   0.191250E+06   0.191250E+06  -0.679399E-02   0.145677E+06   0.145649E+06   0.149956E-01
   0.556150E+00   0.188535E+06   0.187323E+06   0.329028E-01   0.320843E-01   0.000000E+00   0.188347E+06   0.188347E+06   0.188347E+06  -0.669087E-02   0.143466E+06   0.143438E+06   0.146339E-01
   0.561555E+00   0.185706E+06   0.184511E+06   0.317881E-01   0.309973E-01   0.000000E+00   0.185521E+06   0.185521E+06   0.185521E+06  -0.659046E-02   0.141313E+06   0.141285E+06   0.142805E-01
   0.566961E+00   0.182949E+06   0.181772E+06   0.307218E-01   0.299576E-01   0.000000E+00   0.182766E+06   0.182766E+06   0.182766E+06  -0.649261E-02   0.139215E+06   0.139188E+06   0.139351E-01
   0.572366E+00   0.180262E+06   0.179103E+06   0.297016E-01   0.289628E-01   0.000000E+00   0.180082E+06   0.180082E+06   0.180082E+06  -0.639727E-02   0.137170E+06   0.137144E+06   0.135982E-01
   0.577772E+00   0.177644E+06   0.176503E+06   0.287252E-01   0.280106E-01   0.000000E+00   0.177467E+06   0.177467E+06   0.177467E+06  -0.630437E-02   0.135178E+06   0.135152E+06   0.132709E-01
   0.583610E+00   0.174890E+06   0.173767E+06   0.277169E-01   0.270274E-01   0.000000E+00   0.174716E+06   0.174716E+06   0.174716E+06  -0.620663E-02   0.133083E+06   0.133057E+06   0.129287E-01
   0.606951E+00   0.164477E+06   0.163421E+06   0.241003E-01   0.235008E-01   0.000000E+00   0.164313E+06   0.164313E+06   0.164313E+06  -0.583708E-02   0.125159E+06   0.125134E+06   0.116953E-01
   0.631226E+00   0.154618E+06   0.153624E+06   0.209466E-01   0.204255E-01   0.000000E+00   0.154464E+06   0.154464E+06   0.154464E+06  -0.548719E-02   0.117656E+06   0.117634E+06   0.105867E-01
   0.656471E+00   0.145350E+06   0.144417E+06   0.182057E-01   0.177528E-01   0.000000E+00   0.145205E+06   0.145205E+06   0.145205E+06  -0.515829E-02   0.110604E+06   0.110583E+06   0.956993E-02
   0.819834E+00   0.101972E+06   0.101317E+06   0.818941E-02   0.798569E-02   0.000000E+00   0.101870E+06   0.101870E+06   0.101870E+06  -0.361885E-02   0.775954E+05   0.775803E+05   0.540467E-02
   0.102385E+01   0.711179E+05   0.706615E+05   0.366211E-02   0.357101E-02   0.000000E+00   0.710471E+05   0.710471E+05   0.710471E+05  -0.252389E-02   0.541172E+05   0.541066E+05   0.304348E-02
   0.127863E+01   0.493365E+05   0.490199E+05   0.162892E-02   0.158840E-02   0.000000E+00   0.492874E+05   0.492874E+05   0.492874E+05  -0.175089E-02   0.375426E+05   0.375352E+05   0.171292E-02
   0.159682E+01   0.340619E+05   0.338433E+05   0.721077E-03   0.703140E-03   0.000000E+00   0.340280E+05   0.340280E+05   0.340280E+05  -0.120882E-02   0.259194E+05   0.259142E+05   0.966364E-03
   0.199418E+01   0.234148E+05   0.232643E+05   0.317820E-03   0.309914E-03   0.000000E+00   0.233915E+05   0.233915E+05   0.233915E+05  -0.830961E-03   0.178175E+05   0.178138E+05   0.548679E-03
   0.249043E+01   0.160326E+05   0.159294E+05   0.139532E-03   0.136061E-03   0.000000E+00   0.160166E+05   0.160166E+05   0.160166E+05  -0.568976E-03   0.122000E+05   0.121973E+05   0.315195E-03
   0.311018E+01   0.109387E+05   0.108682E+05   0.610399E-04   0.595215E-04   0.000000E+00   0.109278E+05   0.109278E+05   0.109278E+05  -0.388201E-03   0.832382E+04   0.832187E+04   0.184457E-03
   0.388414E+01   0.743910E+04   0.739098E+04   0.266160E-04   0.259539E-04   0.000000E+00   0.743164E+04   0.743164E+04   0.743164E+04  -0.264003E-03   0.566077E+04   0.565930E+04   0.110866E-03
   0.485070E+01   0.504411E+04   0.501130E+04   0.115712E-04   0.112834E-04   0.000000E+00   0.503902E+04   0.503902E+04   0.503902E+04  -0.179007E-03   0.383829E+04   0.383715E+04   0.690196E-04
   0.605780E+01   0.341090E+04   0.338853E+04   0.501684E-05   0.489205E-05   0.000000E+00   0.340743E+04   0.340743E+04   0.340743E+04  -0.121046E-03   0.259550E+04   0.259457E+04   0.448266E-04
   0.756527E+01   0.230075E+04   0.228547E+04   0.216966E-05   0.211570E-05   0.000000E+00   0.229838E+04   0.229838E+04   0.229838E+04  -0.816481E-04   0.175073E+04   0.174994E+04   0.304917E-04
   0.944788E+01   0.154837E+04   0.153788E+04   0.936152E-06   0.912869E-06   0.000000E+00   0.154674E+04   0.154674E+04   0.154674E+04  -0.549467E-04   0.117820E+04   0.117750E+04   0.217089E-04
   0.117990E+02   0.103982E+04   0.103255E+04   0.403053E-06   0.393030E-06   0.000000E+00   0.103869E+04   0.103869E+04   0.103869E+04  -0.368987E-04   0.791214E+03   0.790568E+03   0.160989E-04
   0.147351E+02   0.696926E+03   0.691828E+03   0.173179E-06   0.168874E-06   0.000000E+00   0.696135E+03   0.696135E+03   0.696135E+03  -0.247296E-04   0.530286E+03   0.529668E+03   0.123426E-04
   0.184020E+02   0.466248E+03   0.462600E+03   0.742659E-07   0.724201E-07   0.000000E+00   0.465682E+03   0.465682E+03   0.465682E+03  -0.165430E-04   0.354750E+03   0.354143E+03   0.970342E-05
   0.229813E+02   0.311385E+03   0.308702E+03   0.317884E-07   0.309987E-07   0.000000E+00   0.310969E+03   0.310969E+03   0.310969E+03  -0.110469E-04   0.236905E+03   0.236298E+03   0.776512E-05
   0.287001E+02   0.207619E+03   0.205573E+03   0.135811E-07   0.132440E-07   0.000000E+00   0.207302E+03   0.207302E+03   0.207302E+03  -0.736422E-05   0.157942E+03   0.157329E+03   0.628749E-05
