#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.312621E-04   0.153390E+08   0.153390E+08   0.203839E+08   0.203816E+08   0.000000E+00   0.153390E+08   0.153390E+08   0.153480E+08  -0.545571E+00   0.116860E+08   0.116860E+08   0.239666E+02
   0.345203E-04   0.153390E+08   0.153390E+08   0.203690E+08   0.203662E+08   0.000000E+00   0.153390E+08   0.153390E+08   0.153480E+08  -0.545570E+00   0.116860E+08   0.116860E+08   0.264586E+02
   0.381181E-04   0.153389E+08   0.153389E+08   0.203508E+08   0.203474E+08   0.000000E+00   0.153389E+08   0.153389E+08   0.153479E+08  -0.545567E+00   0.116860E+08   0.116860E+08   0.292082E+02
   0.420909E-04   0.153389E+08   0.153389E+08   0.203286E+08   0.203244E+08   0.000000E+00   0.153389E+08   0.153389E+08   0.153478E+08  -0.545565E+00   0.116859E+08   0.116859E+08   0.322417E+02
   0.464778E-04   0.153388E+08   0.153388E+08   0.203015E+08   0.202965E+08   0.000000E+00   0.153388E+08   0.153388E+08   0.153478E+08  -0.545562E+00   0.116859E+08   0.116859E+08   0.355877E+02
   0.513218E-04   0.153387E+08   0.153387E+08   0.202686E+08   0.202625E+08   0.000000E+00   0.153387E+08   0.153387E+08   0.153477E+08  -0.545558E+00   0.116858E+08   0.116858E+08   0.392774E+02
   0.566707E-04   0.153386E+08   0.153386E+08   0.202285E+08   0.202211E+08   0.000000E+00   0.153386E+08   0.153386E+08   0.153475E+08  -0.545553E+00   0.116857E+08   0.116857E+08   0.433449E+02
   0.625771E-04   0.153385E+08   0.153385E+08   0.201798E+08   0.201707E+08   0.000000E+00   0.153385E+08   0.153385E+08   0.153474E+08  -0.545548E+00   0.116856E+08   0.116856E+08   0.478274E+02
   0.690991E-04   0.153384E+08   0.153383E+08   0.201205E+08   0.201094E+08   0.000000E+00   0.153383E+08   0.153383E+08   0.153472E+08  -0.545541E+00   0.116855E+08   0.116855E+08   0.527650E+02
   0.763008E-04   0.153382E+08   0.153381E+08   0.200484E+08   0.200350E+08   0.000000E+00   0.153382E+08   0.153382E+08   0.153470E+08  -0.545533E+00   0.116854E+08   0.116853E+08   0.582010E+02
   0.842531E-04   0.153379E+08   0.153379E+08   0.199609E+08   0.199445E+08   0.000000E+00   0.153379E+08   0.153379E+08   0.153467E+08  -0.545522E+00   0.116852E+08   0.116852E+08   0.641817E+02
   0.930342E-04   0.153377E+08   0.153376E+08   0.198546E+08   0.198347E+08   0.000000E+00   0.153377E+08   0.153377E+08   0.153464E+08  -0.545510E+00   0.116850E+08   0.116850E+08   0.707564E+02
   0.102730E-03   0.153373E+08   0.153373E+08   0.197257E+08   0.197016E+08   0.000000E+00   0.153373E+08   0.153373E+08   0.153460E+08  -0.545495E+00   0.116847E+08   0.116847E+08   0.779771E+02
   0.113437E-03   0.153369E+08   0.153368E+08   0.195697E+08   0.195405E+08   0.000000E+00   0.153369E+08   0.153369E+08   0.153455E+08  -0.545477E+00   0.116844E+08   0.116844E+08   0.858978E+02
   0.125260E-03   0.153364E+08   0.153363E+08   0.193810E+08   0.193457E+08   0.000000E+00   0.153364E+08   0.153364E+08   0.153449E+08  -0.545454E+00   0.116840E+08   0.116840E+08   0.945736E+02
   0.138315E-03   0.153358E+08   0.153357E+08   0.191532E+08   0.191106E+08   0.000000E+00   0.153358E+08   0.153358E+08   0.153442E+08  -0.545427E+00   0.116836E+08   0.116835E+08   0.104059E+03
   0.152731E-03   0.153351E+08   0.153350E+08   0.188790E+08   0.188276E+08   0.000000E+00   0.153350E+08   0.153350E+08   0.153434E+08  -0.545394E+00   0.116830E+08   0.116829E+08   0.114408E+03
   0.168649E-03   0.153342E+08   0.153340E+08   0.185496E+08   0.184878E+08   0.000000E+00   0.153341E+08   0.153341E+08   0.153423E+08  -0.545354E+00   0.116823E+08   0.116822E+08   0.125667E+03
   0.186226E-03   0.153331E+08   0.153329E+08   0.181553E+08   0.180813E+08   0.000000E+00   0.153330E+08   0.153330E+08   0.153410E+08  -0.545306E+00   0.116815E+08   0.116814E+08   0.137877E+03
   0.205635E-03   0.153317E+08   0.153315E+08   0.176854E+08   0.175970E+08   0.000000E+00   0.153317E+08   0.153317E+08   0.153395E+08  -0.545247E+00   0.116805E+08   0.116803E+08   0.151063E+03
   0.227067E-03   0.153301E+08   0.153299E+08   0.171280E+08   0.170230E+08   0.000000E+00   0.153301E+08   0.153301E+08   0.153376E+08  -0.545176E+00   0.116792E+08   0.116791E+08   0.165233E+03
   0.250732E-03   0.153282E+08   0.153279E+08   0.164711E+08   0.163470E+08   0.000000E+00   0.153281E+08   0.153281E+08   0.153353E+08  -0.545090E+00   0.116777E+08   0.116776E+08   0.180364E+03
   0.276864E-03   0.153258E+08   0.153254E+08   0.157026E+08   0.155570E+08   0.000000E+00   0.153257E+08   0.153257E+08   0.153326E+08  -0.544986E+00   0.116759E+08   0.116757E+08   0.196398E+03
   0.305720E-03   0.153229E+08   0.153225E+08   0.148121E+08   0.146428E+08   0.000000E+00   0.153228E+08   0.153228E+08   0.153293E+08  -0.544861E+00   0.116737E+08   0.116735E+08   0.213225E+03
   0.337583E-03   0.153194E+08   0.153189E+08   0.137921E+08   0.135973E+08   0.000000E+00   0.153193E+08   0.153193E+08   0.153254E+08  -0.544711E+00   0.116710E+08   0.116708E+08   0.230669E+03
   0.372767E-03   0.153152E+08   0.153146E+08   0.126404E+08   0.124193E+08   0.000000E+00   0.153151E+08   0.153151E+08   0.153206E+08  -0.544531E+00   0.116678E+08   0.116675E+08   0.248477E+03
   0.411618E-03   0.153101E+08   0.153094E+08   0.113630E+08   0.111162E+08   0.000000E+00   0.153100E+08   0.153100E+08   0.153150E+08  -0.544317E+00   0.116639E+08   0.116635E+08   0.266298E+03
   0.454518E-03   0.153040E+08   0.153031E+08   0.997750E+07   0.970757E+07   0.000000E+00   0.153039E+08   0.153039E+08   0.153082E+08  -0.544062E+00   0.116592E+08   0.116588E+08   0.283676E+03
   0.501889E-03   0.152967E+08   0.152957E+08   0.851630E+07   0.822862E+07   0.000000E+00   0.152966E+08   0.152966E+08   0.153003E+08  -0.543760E+00   0.116536E+08   0.116531E+08   0.300036E+03
   0.554198E-03   0.152880E+08   0.152867E+08   0.702901E+07   0.673230E+07   0.000000E+00   0.152878E+08   0.152878E+08   0.152908E+08  -0.543405E+00   0.116469E+08   0.116463E+08   0.314702E+03
   0.611958E-03   0.152776E+08   0.152761E+08   0.558232E+07   0.528889E+07   0.000000E+00   0.152774E+08   0.152774E+08   0.152798E+08  -0.542989E+00   0.116389E+08   0.116382E+08   0.326910E+03
   0.675738E-03   0.152653E+08   0.152635E+08   0.425533E+07   0.398056E+07   0.000000E+00   0.152650E+08   0.152650E+08   0.152668E+08  -0.542505E+00   0.116293E+08   0.116286E+08   0.335868E+03
   0.746165E-03   0.152507E+08   0.152487E+08   0.312818E+07   0.288897E+07   0.000000E+00   0.152504E+08   0.152504E+08   0.152517E+08  -0.541942E+00   0.116181E+08   0.116172E+08   0.340833E+03
   0.823933E-03   0.152335E+08   0.152313E+08   0.226349E+07   0.207527E+07   0.000000E+00   0.152332E+08   0.152332E+08   0.152342E+08  -0.541293E+00   0.116049E+08   0.116039E+08   0.341214E+03
   0.909805E-03   0.152135E+08   0.152109E+08   0.168327E+07   0.155579E+07   0.000000E+00   0.152131E+08   0.152131E+08   0.152138E+08  -0.540547E+00   0.115894E+08   0.115883E+08   0.336688E+03
   0.100463E-02   0.151901E+08   0.151873E+08   0.135037E+07   0.128348E+07   0.000000E+00   0.151896E+08   0.151896E+08   0.151902E+08  -0.539690E+00   0.115713E+08   0.115702E+08   0.327285E+03
   0.110933E-02   0.151630E+08   0.151599E+08   0.116949E+07   0.115103E+07   0.000000E+00   0.151625E+08   0.151625E+08   0.151630E+08  -0.538706E+00   0.115504E+08   0.115493E+08   0.313406E+03
   0.122495E-02   0.151316E+08   0.151283E+08   0.102172E+07   0.102997E+07   0.000000E+00   0.151311E+08   0.151311E+08   0.151315E+08  -0.537578E+00   0.115263E+08   0.115251E+08   0.295747E+03
   0.135262E-02   0.150955E+08   0.150920E+08   0.828510E+06   0.840244E+06   0.000000E+00   0.150949E+08   0.150949E+08   0.150953E+08  -0.536285E+00   0.114987E+08   0.114974E+08   0.275157E+03
   0.149359E-02   0.150540E+08   0.150504E+08   0.604738E+06   0.605325E+06   0.000000E+00   0.150535E+08   0.150535E+08   0.150537E+08  -0.534802E+00   0.114669E+08   0.114657E+08   0.252509E+03
   0.164926E-02   0.150066E+08   0.150029E+08   0.436726E+06   0.424985E+06   0.000000E+00   0.150060E+08   0.150060E+08   0.150062E+08  -0.533109E+00   0.114307E+08   0.114294E+08   0.228714E+03
   0.182115E-02   0.149525E+08   0.149487E+08   0.371780E+06   0.354937E+06   0.000000E+00   0.149519E+08   0.149519E+08   0.149521E+08  -0.531179E+00   0.113894E+08   0.113881E+08   0.204847E+03
   0.201096E-02   0.148909E+08   0.148871E+08   0.339495E+06   0.193935E+06   0.000000E+00   0.148903E+08   0.148903E+08   0.148904E+08  -0.528986E+00   0.113424E+08   0.113411E+08   0.182163E+03
   0.222054E-02   0.148211E+08   0.148173E+08   0.255428E+06   0.158319E+06   0.000000E+00   0.148205E+08   0.148205E+08   0.148206E+08  -0.526501E+00   0.112891E+08   0.112879E+08   0.161774E+03
   0.245198E-02   0.147421E+08   0.147383E+08   0.172716E+06   0.129160E+06   0.000000E+00   0.147415E+08   0.147415E+08   0.147415E+08  -0.523691E+00   0.112289E+08   0.112277E+08   0.144252E+03
   0.270753E-02   0.146530E+08   0.146491E+08   0.156047E+06   0.105294E+06   0.000000E+00   0.146524E+08   0.146524E+08   0.146525E+08  -0.520524E+00   0.111610E+08   0.111598E+08   0.129598E+03
   0.298972E-02   0.145529E+08   0.145488E+08   0.128271E+06   0.857688E+05   0.000000E+00   0.145523E+08   0.145523E+08   0.145523E+08  -0.516965E+00   0.110846E+08   0.110834E+08   0.117386E+03
   0.330131E-02   0.144407E+08   0.144364E+08   0.945737E+05   0.698023E+05   0.000000E+00   0.144400E+08   0.144400E+08   0.144401E+08  -0.512977E+00   0.109991E+08   0.109979E+08   0.106736E+03
   0.364539E-02   0.143155E+08   0.143109E+08   0.855633E+05   0.567522E+05   0.000000E+00   0.143147E+08   0.143147E+08   0.143148E+08  -0.508525E+00   0.109037E+08   0.109025E+08   0.967708E+02
   0.402532E-02   0.141760E+08   0.141712E+08   0.571288E+05   0.460922E+05   0.000000E+00   0.141753E+08   0.141753E+08   0.141753E+08  -0.503569E+00   0.107974E+08   0.107962E+08   0.871757E+02
   0.444485E-02   0.140214E+08   0.140162E+08   0.500969E+05   0.373900E+05   0.000000E+00   0.140206E+08   0.140206E+08   0.140206E+08  -0.498072E+00   0.106795E+08   0.106784E+08   0.781768E+02
   0.490810E-02   0.138503E+08   0.138448E+08   0.359973E+05   0.302913E+05   0.000000E+00   0.138495E+08   0.138495E+08   0.138495E+08  -0.491994E+00   0.105492E+08   0.105480E+08   0.702263E+02
   0.541964E-02   0.136618E+08   0.136558E+08   0.292151E+05   0.245050E+05   0.000000E+00   0.136609E+08   0.136609E+08   0.136609E+08  -0.485294E+00   0.104056E+08   0.104044E+08   0.633557E+02
   0.598449E-02   0.134548E+08   0.134481E+08   0.285530E+05   0.197929E+05   0.000000E+00   0.134537E+08   0.134537E+08   0.134537E+08  -0.477934E+00   0.102477E+08   0.102466E+08   0.571686E+02
   0.660821E-02   0.132280E+08   0.132206E+08   0.223190E+05   0.159593E+05   0.000000E+00   0.132269E+08   0.132269E+08   0.132269E+08  -0.469874E+00   0.100749E+08   0.100738E+08   0.514159E+02
   0.729694E-02   0.129805E+08   0.129722E+08   0.159204E+05   0.128438E+05   0.000000E+00   0.129792E+08   0.129792E+08   0.129792E+08  -0.461075E+00   0.988626E+07   0.988511E+07   0.462608E+02
   0.805745E-02   0.127110E+08   0.127017E+08   0.125530E+05   0.103149E+05   0.000000E+00   0.127096E+08   0.127096E+08   0.127096E+08  -0.451498E+00   0.968091E+07   0.967976E+07   0.417359E+02
   0.889722E-02   0.124186E+08   0.124081E+08   0.109370E+05   0.826490E+04   0.000000E+00   0.124170E+08   0.124170E+08   0.124170E+08  -0.441103E+00   0.945803E+07   0.945689E+07   0.376365E+02
   0.982452E-02   0.121022E+08   0.120902E+08   0.815461E+04   0.660550E+04   0.000000E+00   0.121003E+08   0.121003E+08   0.121003E+08  -0.429854E+00   0.921682E+07   0.921569E+07   0.339662E+02
   0.108485E-01   0.117606E+08   0.117470E+08   0.597022E+04   0.526439E+04   0.000000E+00   0.117585E+08   0.117585E+08   0.117585E+08  -0.417711E+00   0.895647E+07   0.895534E+07   0.307139E+02
   0.119791E-01   0.113930E+08   0.113773E+08   0.468680E+04   0.418242E+04   0.000000E+00   0.113906E+08   0.113906E+08   0.113906E+08  -0.404640E+00   0.867621E+07   0.867508E+07   0.278003E+02
   0.132276E-01   0.109984E+08   0.109804E+08   0.337286E+04   0.331120E+04   0.000000E+00   0.109956E+08   0.109956E+08   0.109956E+08  -0.390608E+00   0.837535E+07   0.837422E+07   0.252155E+02
   0.146062E-01   0.105760E+08   0.105554E+08   0.320152E+04   0.261122E+04   0.000000E+00   0.105728E+08   0.105728E+08   0.105728E+08  -0.375589E+00   0.805332E+07   0.805218E+07   0.229076E+02
   0.161285E-01   0.101254E+08   0.101019E+08   0.246468E+04   0.205019E+04   0.000000E+00   0.101218E+08   0.101218E+08   0.101218E+08  -0.359568E+00   0.770979E+07   0.770865E+07   0.208465E+02
   0.178095E-01   0.964676E+07   0.961991E+07   0.177419E+04   0.160183E+04   0.000000E+00   0.964259E+07   0.964259E+07   0.964260E+07  -0.342545E+00   0.734481E+07   0.734366E+07   0.189952E+02
   0.196657E-01   0.914079E+07   0.911039E+07   0.127552E+04   0.124470E+04   0.000000E+00   0.913607E+07   0.913607E+07   0.913607E+07  -0.324551E+00   0.695900E+07   0.695784E+07   0.173155E+02
   0.217153E-01   0.860947E+07   0.857537E+07   0.106831E+04   0.961387E+03   0.000000E+00   0.860418E+07   0.860418E+07   0.860418E+07  -0.305656E+00   0.655386E+07   0.655270E+07   0.157703E+02
   0.239785E-01   0.805635E+07   0.801854E+07   0.841881E+03   0.737723E+03   0.000000E+00   0.805049E+07   0.805049E+07   0.805049E+07  -0.285987E+00   0.613212E+07   0.613096E+07   0.143230E+02
   0.264776E-01   0.748706E+07   0.744578E+07   0.553912E+03   0.562203E+03   0.000000E+00   0.748066E+07   0.748066E+07   0.748066E+07  -0.265744E+00   0.569809E+07   0.569693E+07   0.129354E+02
   0.292372E-01   0.690980E+07   0.686560E+07   0.471024E+03   0.425471E+03   0.000000E+00   0.690295E+07   0.690295E+07   0.690295E+07  -0.245221E+00   0.525805E+07   0.525690E+07   0.115738E+02
   0.322844E-01   0.633557E+07   0.628942E+07   0.393259E+03   0.319898E+03   0.000000E+00   0.632842E+07   0.632842E+07   0.632842E+07  -0.224811E+00   0.482044E+07   0.481932E+07   0.102134E+02
   0.356492E-01   0.577798E+07   0.573127E+07   0.262372E+03   0.239239E+03   0.000000E+00   0.577074E+07   0.577074E+07   0.577074E+07  -0.205001E+00   0.439566E+07   0.439459E+07   0.883783E+01
   0.393646E-01   0.525222E+07   0.520675E+07   0.197449E+03   0.178338E+03   0.000000E+00   0.524517E+07   0.524517E+07   0.524517E+07  -0.186330E+00   0.399532E+07   0.399433E+07   0.744841E+01
   0.434673E-01   0.477281E+07   0.473064E+07   0.150213E+03   0.132908E+03   0.000000E+00   0.476627E+07   0.476627E+07   0.476627E+07  -0.169318E+00   0.363054E+07   0.362964E+07   0.606880E+01
   0.478141E-01   0.436400E+07   0.432690E+07   0.103001E+03   0.100439E+03   0.000000E+00   0.435825E+07   0.435825E+07   0.435825E+07  -0.154823E+00   0.331973E+07   0.331896E+07   0.479654E+01
   0.521608E-01   0.404164E+07   0.401039E+07   0.801672E+02   0.781729E+02   0.000000E+00   0.403679E+07   0.403679E+07   0.403679E+07  -0.143404E+00   0.307487E+07   0.307421E+07   0.373653E+01
   0.565075E-01   0.377898E+07   0.375354E+07   0.638800E+02   0.622909E+02   0.000000E+00   0.377504E+07   0.377504E+07   0.377504E+07  -0.134105E+00   0.287548E+07   0.287492E+07   0.289429E+01
   0.608543E-01   0.355714E+07   0.353676E+07   0.518557E+02   0.505657E+02   0.000000E+00   0.355398E+07   0.355398E+07   0.355398E+07  -0.126252E+00   0.270709E+07   0.270662E+07   0.226404E+01
   0.652010E-01   0.335823E+07   0.334168E+07   0.426519E+02   0.415909E+02   0.000000E+00   0.335566E+07   0.335566E+07   0.335566E+07  -0.119207E+00   0.255602E+07   0.255562E+07   0.182432E+01
   0.695477E-01   0.316988E+07   0.315572E+07   0.353872E+02   0.345069E+02   0.000000E+00   0.316768E+07   0.316768E+07   0.316768E+07  -0.112529E+00   0.241283E+07   0.241247E+07   0.154300E+01
   0.738945E-01   0.298471E+07   0.297156E+07   0.295156E+02   0.287814E+02   0.000000E+00   0.298267E+07   0.298267E+07   0.298267E+07  -0.105957E+00   0.227191E+07   0.227156E+07   0.138137E+01
   0.782412E-01   0.280057E+07   0.278728E+07   0.247015E+02   0.240870E+02   0.000000E+00   0.279851E+07   0.279851E+07   0.279851E+07  -0.994146E-01   0.213164E+07   0.213129E+07   0.129932E+01
   0.825879E-01   0.261939E+07   0.260524E+07   0.207331E+02   0.202174E+02   0.000000E+00   0.261720E+07   0.261720E+07   0.261720E+07  -0.929736E-01   0.199354E+07   0.199318E+07   0.125991E+01
   0.869347E-01   0.244540E+07   0.243010E+07   0.174662E+02   0.170317E+02   0.000000E+00   0.244303E+07   0.244303E+07   0.244303E+07  -0.867864E-01   0.186087E+07   0.186051E+07   0.123297E+01
   0.912814E-01   0.228317E+07   0.226686E+07   0.147891E+02   0.144212E+02   0.000000E+00   0.228065E+07   0.228065E+07   0.228065E+07  -0.810180E-01   0.173719E+07   0.173682E+07   0.119718E+01
   0.966868E-01   0.210394E+07   0.208701E+07   0.121451E+02   0.118430E+02   0.000000E+00   0.210132E+07   0.210132E+07   0.210132E+07  -0.746475E-01   0.160060E+07   0.160023E+07   0.112345E+01
   0.102092E+00   0.195464E+07   0.193808E+07   0.101194E+02   0.986762E+01   0.000000E+00   0.195208E+07   0.195208E+07   0.195208E+07  -0.693458E-01   0.148692E+07   0.148657E+07   0.101432E+01
   0.107498E+00   0.183603E+07   0.182078E+07   0.857365E+01   0.836037E+01   0.000000E+00   0.183367E+07   0.183367E+07   0.183367E+07  -0.651394E-01   0.139673E+07   0.139641E+07   0.880366E+00
   0.112903E+00   0.174306E+07   0.172977E+07   0.737964E+01   0.719606E+01   0.000000E+00   0.174100E+07   0.174100E+07   0.174100E+07  -0.618474E-01   0.132614E+07   0.132585E+07   0.739435E+00
   0.118309E+00   0.166710E+07   0.165597E+07   0.642887E+01   0.626894E+01   0.000000E+00   0.166537E+07   0.166537E+07   0.166537E+07  -0.591609E-01   0.126853E+07   0.126828E+07   0.609840E+00
   0.123714E+00   0.159939E+07   0.159020E+07   0.564148E+01   0.550114E+01   0.000000E+00   0.159797E+07   0.159797E+07   0.159797E+07  -0.567665E-01   0.121718E+07   0.121697E+07   0.505311E+00
   0.129120E+00   0.153307E+07   0.152524E+07   0.496479E+01   0.484128E+01   0.000000E+00   0.153185E+07   0.153185E+07   0.153185E+07  -0.544178E-01   0.116682E+07   0.116663E+07   0.432230E+00
   0.134525E+00   0.146387E+07   0.145673E+07   0.436754E+01   0.425889E+01   0.000000E+00   0.146277E+07   0.146277E+07   0.146277E+07  -0.519635E-01   0.111419E+07   0.111402E+07   0.389369E+00
   0.139930E+00   0.139075E+07   0.138367E+07   0.383485E+01   0.373945E+01   0.000000E+00   0.138965E+07   0.138965E+07   0.138965E+07  -0.493663E-01   0.105851E+07   0.105833E+07   0.369730E+00
   0.145336E+00   0.131554E+07   0.130808E+07   0.336231E+01   0.327867E+01   0.000000E+00   0.131438E+07   0.131438E+07   0.131438E+07  -0.466924E-01   0.100118E+07   0.100100E+07   0.363415E+00
   0.150741E+00   0.124160E+07   0.123362E+07   0.294944E+01   0.287607E+01   0.000000E+00   0.124036E+07   0.124036E+07   0.124036E+07  -0.440627E-01   0.944793E+06   0.944608E+06   0.360526E+00
   0.156147E+00   0.117252E+07   0.116412E+07   0.259551E+01   0.253094E+01   0.000000E+00   0.117122E+07   0.117122E+07   0.117122E+07  -0.416064E-01   0.892127E+06   0.891940E+06   0.353450E+00
   0.161552E+00   0.111138E+07   0.110286E+07   0.229810E+01   0.224093E+01   0.000000E+00   0.111006E+07   0.111006E+07   0.111006E+07  -0.394339E-01   0.845545E+06   0.845359E+06   0.338143E+00
   0.166958E+00   0.105995E+07   0.105166E+07   0.205207E+01   0.200102E+01   0.000000E+00   0.105866E+07   0.105866E+07   0.105866E+07  -0.376081E-01   0.806396E+06   0.806218E+06   0.314243E+00
   0.172363E+00   0.101792E+07   0.101019E+07   0.184911E+01   0.180311E+01   0.000000E+00   0.101672E+07   0.101672E+07   0.101672E+07  -0.361181E-01   0.774447E+06   0.774280E+06   0.284217E+00
   0.177769E+00   0.983154E+06   0.976186E+06   0.167914E+01   0.163737E+01   0.000000E+00   0.982074E+06   0.982074E+06   0.982074E+06  -0.348873E-01   0.748055E+06   0.747903E+06   0.252038E+00
   0.183174E+00   0.952802E+06   0.946638E+06   0.153284E+01   0.149471E+01   0.000000E+00   0.951846E+06   0.951846E+06   0.951846E+06  -0.338135E-01   0.725029E+06   0.724890E+06   0.221840E+00
   0.188579E+00   0.924201E+06   0.918736E+06   0.140295E+01   0.136804E+01   0.000000E+00   0.923353E+06   0.923353E+06   0.923353E+06  -0.328013E-01   0.703324E+06   0.703198E+06   0.196812E+00
   0.193985E+00   0.895234E+06   0.890263E+06   0.128437E+01   0.125242E+01   0.000000E+00   0.894464E+06   0.894464E+06   0.894464E+06  -0.317750E-01   0.681318E+06   0.681200E+06   0.178548E+00
   0.199390E+00   0.864616E+06   0.859897E+06   0.117412E+01   0.114491E+01   0.000000E+00   0.863885E+06   0.863885E+06   0.863885E+06  -0.306888E-01   0.658026E+06   0.657913E+06   0.166936E+00
   0.204796E+00   0.832217E+06   0.827533E+06   0.107122E+01   0.104457E+01   0.000000E+00   0.831491E+06   0.831491E+06   0.831491E+06  -0.295380E-01   0.633352E+06   0.633240E+06   0.160516E+00
   0.210201E+00   0.798963E+06   0.794174E+06   0.976140E+00   0.951857E+00   0.000000E+00   0.798220E+06   0.798220E+06   0.798220E+06  -0.283561E-01   0.608010E+06   0.607898E+06   0.157106E+00
   0.215607E+00   0.766275E+06   0.761337E+06   0.889780E+00   0.867646E+00   0.000000E+00   0.765510E+06   0.765510E+06   0.765510E+06  -0.271941E-01   0.583095E+06   0.582982E+06   0.154453E+00
   0.221012E+00   0.735527E+06   0.730482E+06   0.812752E+00   0.792534E+00   0.000000E+00   0.734745E+06   0.734745E+06   0.734745E+06  -0.261012E-01   0.559662E+06   0.559549E+06   0.150776E+00
   0.226418E+00   0.707738E+06   0.702691E+06   0.745116E+00   0.726580E+00   0.000000E+00   0.706956E+06   0.706956E+06   0.706956E+06  -0.251140E-01   0.538495E+06   0.538384E+06   0.145090E+00
   0.231823E+00   0.683394E+06   0.678472E+06   0.686317E+00   0.669244E+00   0.000000E+00   0.682631E+06   0.682631E+06   0.682631E+06  -0.242499E-01   0.519967E+06   0.519859E+06   0.137267E+00
   0.237228E+00   0.662364E+06   0.657679E+06   0.635242E+00   0.619440E+00   0.000000E+00   0.661638E+06   0.661638E+06   0.661638E+06  -0.235041E-01   0.503976E+06   0.503872E+06   0.127880E+00
   0.242634E+00   0.644004E+06   0.639626E+06   0.590449E+00   0.575761E+00   0.000000E+00   0.643325E+06   0.643325E+06   0.643325E+06  -0.228536E-01   0.490026E+06   0.489929E+06   0.117906E+00
   0.248039E+00   0.627386E+06   0.623331E+06   0.550448E+00   0.536754E+00   0.000000E+00   0.626758E+06   0.626758E+06   0.626758E+06  -0.222650E-01   0.477406E+06   0.477315E+06   0.108391E+00
   0.253445E+00   0.611520E+06   0.607752E+06   0.513912E+00   0.501127E+00   0.000000E+00   0.610936E+06   0.610936E+06   0.610936E+06  -0.217030E-01   0.465355E+06   0.465268E+06   0.100165E+00
   0.258850E+00   0.595576E+06   0.592023E+06   0.479843E+00   0.467906E+00   0.000000E+00   0.595025E+06   0.595025E+06   0.595025E+06  -0.211378E-01   0.453235E+06   0.453152E+06   0.936716E-01
   0.264256E+00   0.579109E+06   0.575686E+06   0.447687E+00   0.436550E+00   0.000000E+00   0.578578E+06   0.578578E+06   0.578578E+06  -0.205535E-01   0.440707E+06   0.440627E+06   0.889363E-01
   0.269661E+00   0.562136E+06   0.558766E+06   0.417312E+00   0.406930E+00   0.000000E+00   0.561613E+06   0.561613E+06   0.561613E+06  -0.199508E-01   0.427785E+06   0.427706E+06   0.856350E-01
   0.275067E+00   0.544994E+06   0.541626E+06   0.388829E+00   0.379156E+00   0.000000E+00   0.544471E+06   0.544471E+06   0.544471E+06  -0.193419E-01   0.414728E+06   0.414650E+06   0.832321E-01
