#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.269661E+00   0.731179E+06   0.727784E+06   0.430941E+00  -0.241465E+00   0.000000E+00   0.730653E+06   0.730653E+06   0.730653E+06  -0.173039E-01   0.385862E+06   0.385815E+06   0.580954E-01
   0.275067E+00   0.708878E+06   0.705485E+06   0.401527E+00  -0.224985E+00   0.000000E+00   0.708352E+06   0.708352E+06   0.708352E+06  -0.167757E-01   0.374085E+06   0.374038E+06   0.564447E-01
   0.280472E+00   0.686943E+06   0.683533E+06   0.374236E+00  -0.209696E+00   0.000000E+00   0.686414E+06   0.686414E+06   0.686414E+06  -0.162562E-01   0.362500E+06   0.362453E+06   0.550059E-01
   0.285877E+00   0.665964E+06   0.662549E+06   0.349206E+00  -0.195673E+00   0.000000E+00   0.665435E+06   0.665435E+06   0.665435E+06  -0.157593E-01   0.351420E+06   0.351375E+06   0.534569E-01
   0.291283E+00   0.646452E+06   0.643065E+06   0.326503E+00  -0.182953E+00   0.000000E+00   0.645927E+06   0.645927E+06   0.645927E+06  -0.152973E-01   0.341119E+06   0.341073E+06   0.516072E-01
   0.296688E+00   0.628699E+06   0.625383E+06   0.306070E+00  -0.171504E+00   0.000000E+00   0.628185E+06   0.628185E+06   0.628185E+06  -0.148772E-01   0.331749E+06   0.331705E+06   0.494132E-01
   0.302094E+00   0.612671E+06   0.609464E+06   0.287691E+00  -0.161204E+00   0.000000E+00   0.612174E+06   0.612174E+06   0.612174E+06  -0.144980E-01   0.323293E+06   0.323250E+06   0.469559E-01
   0.307499E+00   0.598054E+06   0.594983E+06   0.271046E+00  -0.151877E+00   0.000000E+00   0.597578E+06   0.597578E+06   0.597578E+06  -0.141523E-01   0.315585E+06   0.315544E+06   0.443942E-01
   0.312905E+00   0.584419E+06   0.581490E+06   0.255800E+00  -0.143333E+00   0.000000E+00   0.583965E+06   0.583965E+06   0.583965E+06  -0.138299E-01   0.308396E+06   0.308356E+06   0.419112E-01
   0.318310E+00   0.571341E+06   0.568543E+06   0.241660E+00  -0.135409E+00   0.000000E+00   0.570907E+06   0.570907E+06   0.570907E+06  -0.135207E-01   0.301500E+06   0.301462E+06   0.396623E-01
   0.323716E+00   0.558458E+06   0.555768E+06   0.228392E+00  -0.127973E+00   0.000000E+00   0.558041E+06   0.558041E+06   0.558041E+06  -0.132159E-01   0.294705E+06   0.294668E+06   0.377404E-01
   0.329121E+00   0.545530E+06   0.542919E+06   0.215838E+00  -0.120939E+00   0.000000E+00   0.545126E+06   0.545126E+06   0.545126E+06  -0.129101E-01   0.287884E+06   0.287848E+06   0.361630E-01
   0.334526E+00   0.532501E+06   0.529941E+06   0.203928E+00  -0.114266E+00   0.000000E+00   0.532104E+06   0.532104E+06   0.532104E+06  -0.126017E-01   0.281008E+06   0.280973E+06   0.348830E-01
   0.339932E+00   0.519489E+06   0.516959E+06   0.192666E+00  -0.107956E+00   0.000000E+00   0.519097E+06   0.519097E+06   0.519097E+06  -0.122936E-01   0.274138E+06   0.274104E+06   0.338106E-01
   0.345337E+00   0.506702E+06   0.504194E+06   0.182084E+00  -0.102027E+00   0.000000E+00   0.506314E+06   0.506314E+06   0.506314E+06  -0.119909E-01   0.267387E+06   0.267353E+06   0.328414E-01
   0.350743E+00   0.494356E+06   0.491869E+06   0.172211E+00  -0.964955E-01   0.000000E+00   0.493970E+06   0.493970E+06   0.493970E+06  -0.116986E-01   0.260869E+06   0.260835E+06   0.318827E-01
   0.356148E+00   0.482620E+06   0.480165E+06   0.163056E+00  -0.913662E-01   0.000000E+00   0.482240E+06   0.482240E+06   0.482240E+06  -0.114208E-01   0.254674E+06   0.254641E+06   0.308726E-01
   0.361554E+00   0.471597E+06   0.469186E+06   0.154603E+00  -0.866294E-01   0.000000E+00   0.471223E+06   0.471223E+06   0.471223E+06  -0.111599E-01   0.248856E+06   0.248824E+06   0.297887E-01
   0.366959E+00   0.461292E+06   0.458939E+06   0.146803E+00  -0.822586E-01   0.000000E+00   0.460927E+06   0.460927E+06   0.460927E+06  -0.109160E-01   0.243419E+06   0.243387E+06   0.286445E-01
   0.372365E+00   0.451621E+06   0.449335E+06   0.139583E+00  -0.782132E-01   0.000000E+00   0.451266E+06   0.451266E+06   0.451266E+06  -0.106872E-01   0.238317E+06   0.238286E+06   0.274777E-01
   0.377770E+00   0.442441E+06   0.440225E+06   0.132862E+00  -0.744468E-01   0.000000E+00   0.442097E+06   0.442097E+06   0.442097E+06  -0.104701E-01   0.233474E+06   0.233445E+06   0.263365E-01
   0.383175E+00   0.433605E+06   0.431457E+06   0.126562E+00  -0.709165E-01   0.000000E+00   0.433272E+06   0.433272E+06   0.433272E+06  -0.102611E-01   0.228814E+06   0.228785E+06   0.252654E-01
   0.388581E+00   0.424985E+06   0.422898E+06   0.120620E+00  -0.675869E-01   0.000000E+00   0.424662E+06   0.424662E+06   0.424662E+06  -0.100572E-01   0.224267E+06   0.224238E+06   0.242947E-01
   0.393986E+00   0.416486E+06   0.414448E+06   0.114987E+00  -0.644304E-01   0.000000E+00   0.416170E+06   0.416170E+06   0.416170E+06  -0.985606E-02   0.219782E+06   0.219754E+06   0.234343E-01
   0.399392E+00   0.408060E+06   0.406062E+06   0.109632E+00  -0.614296E-01   0.000000E+00   0.407750E+06   0.407750E+06   0.407750E+06  -0.965665E-02   0.215336E+06   0.215308E+06   0.226755E-01
   0.404797E+00   0.399725E+06   0.397759E+06   0.104543E+00  -0.585784E-01   0.000000E+00   0.399420E+06   0.399420E+06   0.399420E+06  -0.945938E-02   0.210936E+06   0.210910E+06   0.219959E-01
   0.410203E+00   0.391549E+06   0.389609E+06   0.997227E-01  -0.558776E-01   0.000000E+00   0.391248E+06   0.391248E+06   0.391248E+06  -0.926583E-02   0.206621E+06   0.206594E+06   0.213673E-01
   0.415608E+00   0.383604E+06   0.381691E+06   0.951737E-01  -0.533288E-01   0.000000E+00   0.383307E+06   0.383307E+06   0.383307E+06  -0.907777E-02   0.202427E+06   0.202401E+06   0.207623E-01
   0.421014E+00   0.375941E+06   0.374056E+06   0.908924E-01  -0.509300E-01   0.000000E+00   0.375649E+06   0.375649E+06   0.375649E+06  -0.889640E-02   0.198383E+06   0.198357E+06   0.201603E-01
   0.426419E+00   0.368590E+06   0.366736E+06   0.868698E-01  -0.486760E-01   0.000000E+00   0.368302E+06   0.368302E+06   0.368302E+06  -0.872242E-02   0.194503E+06   0.194478E+06   0.195506E-01
   0.431825E+00   0.361566E+06   0.359747E+06   0.830944E-01  -0.465605E-01   0.000000E+00   0.361284E+06   0.361284E+06   0.361284E+06  -0.855620E-02   0.190796E+06   0.190772E+06   0.189334E-01
   0.437230E+00   0.354860E+06   0.353079E+06   0.795494E-01  -0.445741E-01   0.000000E+00   0.354584E+06   0.354584E+06   0.354584E+06  -0.839752E-02   0.187258E+06   0.187234E+06   0.183171E-01
   0.442635E+00   0.348424E+06   0.346683E+06   0.762109E-01  -0.427034E-01   0.000000E+00   0.348154E+06   0.348154E+06   0.348154E+06  -0.824525E-02   0.183862E+06   0.183839E+06   0.177135E-01
   0.448041E+00   0.342196E+06   0.340494E+06   0.730538E-01  -0.409343E-01   0.000000E+00   0.341932E+06   0.341932E+06   0.341932E+06  -0.809789E-02   0.180576E+06   0.180553E+06   0.171348E-01
   0.453446E+00   0.336127E+06   0.334462E+06   0.700579E-01  -0.392556E-01   0.000000E+00   0.335869E+06   0.335869E+06   0.335869E+06  -0.795431E-02   0.177375E+06   0.177352E+06   0.165905E-01
   0.458852E+00   0.330193E+06   0.328561E+06   0.672093E-01  -0.376593E-01   0.000000E+00   0.329940E+06   0.329940E+06   0.329940E+06  -0.781389E-02   0.174243E+06   0.174221E+06   0.160855E-01
   0.464257E+00   0.324372E+06   0.322769E+06   0.644959E-01  -0.361390E-01   0.000000E+00   0.324123E+06   0.324123E+06   0.324123E+06  -0.767614E-02   0.171172E+06   0.171150E+06   0.156188E-01
   0.469663E+00   0.318650E+06   0.317074E+06   0.619081E-01  -0.346890E-01   0.000000E+00   0.318406E+06   0.318406E+06   0.318406E+06  -0.754072E-02   0.168152E+06   0.168131E+06   0.151850E-01
   0.475068E+00   0.313034E+06   0.311482E+06   0.594408E-01  -0.333065E-01   0.000000E+00   0.312794E+06   0.312794E+06   0.312794E+06  -0.740782E-02   0.165188E+06   0.165167E+06   0.147763E-01
   0.480474E+00   0.307553E+06   0.306023E+06   0.570931E-01  -0.319910E-01   0.000000E+00   0.307316E+06   0.307316E+06   0.307316E+06  -0.727808E-02   0.162295E+06   0.162275E+06   0.143848E-01
   0.485879E+00   0.302230E+06   0.300723E+06   0.548635E-01  -0.307417E-01   0.000000E+00   0.301996E+06   0.301996E+06   0.301996E+06  -0.715210E-02   0.159486E+06   0.159466E+06   0.140039E-01
   0.491284E+00   0.297073E+06   0.295589E+06   0.527471E-01  -0.295558E-01   0.000000E+00   0.296843E+06   0.296843E+06   0.296843E+06  -0.703005E-02   0.156764E+06   0.156744E+06   0.136290E-01
   0.496690E+00   0.292080E+06   0.290620E+06   0.507378E-01  -0.284300E-01   0.000000E+00   0.291853E+06   0.291853E+06   0.291853E+06  -0.691189E-02   0.154130E+06   0.154110E+06   0.132586E-01
   0.502095E+00   0.287249E+06   0.285815E+06   0.488302E-01  -0.273611E-01   0.000000E+00   0.287027E+06   0.287027E+06   0.287027E+06  -0.679759E-02   0.151581E+06   0.151561E+06   0.128937E-01
   0.507501E+00   0.282575E+06   0.281166E+06   0.470179E-01  -0.263456E-01   0.000000E+00   0.282357E+06   0.282357E+06   0.282357E+06  -0.668699E-02   0.149114E+06   0.149095E+06   0.125371E-01
   0.512906E+00   0.278039E+06   0.276655E+06   0.452932E-01  -0.253792E-01   0.000000E+00   0.277824E+06   0.277824E+06   0.277824E+06  -0.657965E-02   0.146721E+06   0.146702E+06   0.121922E-01
   0.518312E+00   0.273616E+06   0.272257E+06   0.436479E-01  -0.244573E-01   0.000000E+00   0.273406E+06   0.273406E+06   0.273406E+06  -0.647500E-02   0.144387E+06   0.144369E+06   0.118614E-01
   0.523717E+00   0.269292E+06   0.267956E+06   0.420760E-01  -0.235765E-01   0.000000E+00   0.269085E+06   0.269085E+06   0.269085E+06  -0.637268E-02   0.142106E+06   0.142087E+06   0.115464E-01
   0.529123E+00   0.265061E+06   0.263746E+06   0.405730E-01  -0.227343E-01   0.000000E+00   0.264857E+06   0.264857E+06   0.264857E+06  -0.627255E-02   0.139873E+06   0.139855E+06   0.112476E-01
   0.534528E+00   0.260918E+06   0.259624E+06   0.391352E-01  -0.219287E-01   0.000000E+00   0.260718E+06   0.260718E+06   0.260718E+06  -0.617451E-02   0.137687E+06   0.137669E+06   0.109638E-01
   0.539933E+00   0.256859E+06   0.255584E+06   0.377589E-01  -0.211575E-01   0.000000E+00   0.256662E+06   0.256662E+06   0.256662E+06  -0.607846E-02   0.135545E+06   0.135527E+06   0.106930E-01
   0.545339E+00   0.252886E+06   0.251629E+06   0.364414E-01  -0.204193E-01   0.000000E+00   0.252691E+06   0.252691E+06   0.252691E+06  -0.598443E-02   0.133448E+06   0.133431E+06   0.104327E-01
   0.550744E+00   0.249006E+06   0.247768E+06   0.351814E-01  -0.197133E-01   0.000000E+00   0.248814E+06   0.248814E+06   0.248814E+06  -0.589261E-02   0.131400E+06   0.131384E+06   0.101807E-01
   0.556150E+00   0.245227E+06   0.244006E+06   0.339772E-01  -0.190385E-01   0.000000E+00   0.245038E+06   0.245038E+06   0.245038E+06  -0.580317E-02   0.129406E+06   0.129389E+06   0.993544E-02
   0.561555E+00   0.241547E+06   0.240344E+06   0.328261E-01  -0.183935E-01   0.000000E+00   0.241360E+06   0.241360E+06   0.241360E+06  -0.571608E-02   0.127464E+06   0.127448E+06   0.969588E-02
   0.566961E+00   0.237961E+06   0.236775E+06   0.317250E-01  -0.177765E-01   0.000000E+00   0.237777E+06   0.237777E+06   0.237777E+06  -0.563122E-02   0.125572E+06   0.125556E+06   0.946173E-02
   0.572366E+00   0.234466E+06   0.233299E+06   0.306715E-01  -0.171862E-01   0.000000E+00   0.234285E+06   0.234285E+06   0.234285E+06  -0.554852E-02   0.123728E+06   0.123712E+06   0.923339E-02
   0.577772E+00   0.231061E+06   0.229911E+06   0.296632E-01  -0.166212E-01   0.000000E+00   0.230883E+06   0.230883E+06   0.230883E+06  -0.546794E-02   0.121931E+06   0.121915E+06   0.901162E-02
   0.583610E+00   0.227479E+06   0.226348E+06   0.286220E-01  -0.160378E-01   0.000000E+00   0.227304E+06   0.227304E+06   0.227304E+06  -0.538317E-02   0.120040E+06   0.120025E+06   0.877964E-02
   0.606951E+00   0.213934E+06   0.212871E+06   0.248873E-01  -0.139451E-01   0.000000E+00   0.213770E+06   0.213770E+06   0.213770E+06  -0.506265E-02   0.112893E+06   0.112879E+06   0.794353E-02
   0.631226E+00   0.201111E+06   0.200110E+06   0.216306E-01  -0.121203E-01   0.000000E+00   0.200956E+06   0.200956E+06   0.200956E+06  -0.475918E-02   0.106126E+06   0.106112E+06   0.719182E-02
   0.656471E+00   0.189056E+06   0.188117E+06   0.188002E-01  -0.105344E-01   0.000000E+00   0.188911E+06   0.188911E+06   0.188911E+06  -0.447393E-02   0.997649E+05   0.997521E+05   0.650254E-02
   0.819834E+00   0.132634E+06   0.131975E+06   0.845681E-02  -0.473863E-02   0.000000E+00   0.132532E+06   0.132532E+06   0.132532E+06  -0.313873E-02   0.699910E+05   0.699820E+05   0.367798E-02
   0.102385E+01   0.925029E+05   0.920431E+05   0.378168E-02  -0.211901E-02   0.000000E+00   0.924316E+05   0.924316E+05   0.924316E+05  -0.218903E-02   0.488137E+05   0.488073E+05   0.207602E-02
   0.127863E+01   0.641718E+05   0.638528E+05   0.168210E-02  -0.942547E-03   0.000000E+00   0.641224E+05   0.641224E+05   0.641224E+05  -0.151859E-02   0.338634E+05   0.338589E+05   0.117260E-02
   0.159682E+01   0.443043E+05   0.440839E+05   0.744614E-03  -0.417239E-03   0.000000E+00   0.442701E+05   0.442701E+05   0.442701E+05  -0.104844E-02   0.233793E+05   0.233762E+05   0.665090E-03
   0.199418E+01   0.304555E+05   0.303039E+05   0.328192E-03  -0.183902E-03   0.000000E+00   0.304320E+05   0.304320E+05   0.304320E+05  -0.720714E-03   0.160714E+05   0.160691E+05   0.380611E-03
   0.249043E+01   0.208535E+05   0.207495E+05   0.144083E-03  -0.807389E-04   0.000000E+00   0.208374E+05   0.208374E+05   0.208374E+05  -0.493487E-03   0.110044E+05   0.110027E+05   0.221123E-03
   0.311018E+01   0.142280E+05   0.141568E+05   0.630298E-04  -0.353207E-04   0.000000E+00   0.142169E+05   0.142169E+05   0.142169E+05  -0.336696E-03   0.750808E+04   0.750685E+04   0.131418E-03
   0.388414E+01   0.967601E+04   0.962740E+04   0.274828E-04  -0.154017E-04   0.000000E+00   0.966848E+04   0.966848E+04   0.966848E+04  -0.228976E-03   0.510600E+04   0.510506E+04   0.805830E-04
   0.485070E+01   0.656085E+04   0.652766E+04   0.119475E-04  -0.669606E-05   0.000000E+00   0.655570E+04   0.655570E+04   0.655570E+04  -0.155257E-03   0.346213E+04   0.346138E+04   0.513909E-04
   0.605780E+01   0.443653E+04   0.441385E+04   0.517962E-05  -0.290332E-05   0.000000E+00   0.443302E+04   0.443302E+04   0.443302E+04  -0.104986E-03   0.234113E+04   0.234050E+04   0.342784E-04
   0.756527E+01   0.299257E+04   0.297701E+04   0.223981E-05  -0.125572E-05   0.000000E+00   0.299016E+04   0.299016E+04   0.299016E+04  -0.708152E-04   0.157915E+04   0.157860E+04   0.239493E-04
   0.944788E+01   0.201395E+04   0.200321E+04   0.966246E-06  -0.541882E-06   0.000000E+00   0.201228E+04   0.201228E+04   0.201228E+04  -0.476564E-04   0.106272E+04   0.106223E+04   0.174731E-04
   0.117990E+02   0.135247E+04   0.134498E+04   0.415895E-06  -0.233351E-06   0.000000E+00   0.135131E+04   0.135131E+04   0.135131E+04  -0.320028E-04   0.713663E+03   0.713195E+03   0.132255E-04
   0.147351E+02   0.906471E+03   0.901153E+03   0.178620E-06  -0.100296E-06   0.000000E+00   0.905646E+03   0.905646E+03   0.905646E+03  -0.214482E-04   0.478306E+03   0.477851E+03   0.103019E-04
   0.184020E+02   0.606428E+03   0.602562E+03   0.765476E-07  -0.430321E-07   0.000000E+00   0.605828E+03   0.605828E+03   0.605828E+03  -0.143477E-04   0.319971E+03   0.319519E+03   0.819383E-05
   0.229813E+02   0.404997E+03   0.402095E+03   0.327307E-07  -0.184336E-07   0.000000E+00   0.404547E+03   0.404547E+03   0.404547E+03  -0.958080E-05   0.213675E+03   0.213219E+03   0.661068E-05
   0.287001E+02   0.270029E+03   0.267760E+03   0.139608E-07  -0.788501E-08   0.000000E+00   0.269677E+03   0.269677E+03   0.269677E+03  -0.638669E-05   0.142450E+03   0.141987E+03   0.538228E-05
