#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.275067E+00   0.501037E+04   0.264431E+04   0.814698E+00   0.810047E+00   0.000000E+00   0.464354E+04   0.464354E+04   0.464359E+04  -0.221272E-01   0.453209E+04   0.405671E+04   0.473130E+01
   0.280472E+00   0.486636E+04   0.250397E+04   0.758049E+00   0.753740E+00   0.000000E+00   0.450009E+04   0.450009E+04   0.450014E+04  -0.214436E-01   0.439555E+04   0.390685E+04   0.477006E+01
   0.285877E+00   0.472799E+04   0.237286E+04   0.706286E+00   0.702287E+00   0.000000E+00   0.436285E+04   0.436285E+04   0.436289E+04  -0.207896E-01   0.426448E+04   0.376683E+04   0.476561E+01
   0.291283E+00   0.459655E+04   0.226551E+04   0.659766E+00   0.656040E+00   0.000000E+00   0.423515E+04   0.423515E+04   0.423519E+04  -0.201811E-01   0.414143E+04   0.364389E+04   0.467616E+01
   0.296688E+00   0.447293E+04   0.218910E+04   0.618349E+00   0.614859E+00   0.000000E+00   0.411885E+04   0.411885E+04   0.411889E+04  -0.196269E-01   0.402809E+04   0.354130E+04   0.449175E+01
   0.302094E+00   0.435706E+04   0.214252E+04   0.581472E+00   0.578185E+00   0.000000E+00   0.401372E+04   0.401372E+04   0.401376E+04  -0.191259E-01   0.392447E+04   0.345765E+04   0.423033E+01
   0.307499E+00   0.424804E+04   0.211796E+04   0.548338E+00   0.545230E+00   0.000000E+00   0.391779E+04   0.391779E+04   0.391782E+04  -0.186687E-01   0.382900E+04   0.338781E+04   0.392782E+01
   0.312905E+00   0.414466E+04   0.210422E+04   0.518099E+00   0.515153E+00   0.000000E+00   0.382832E+04   0.382832E+04   0.382835E+04  -0.182423E-01   0.373952E+04   0.332511E+04   0.362569E+01
   0.318310E+00   0.404577E+04   0.208993E+04   0.489987E+00   0.487193E+00   0.000000E+00   0.374254E+04   0.374254E+04   0.374257E+04  -0.178336E-01   0.365391E+04   0.326329E+04   0.335954E+01
   0.323716E+00   0.395020E+04   0.206615E+04   0.463414E+00   0.460767E+00   0.000000E+00   0.365810E+04   0.365810E+04   0.365812E+04  -0.174312E-01   0.357029E+04   0.319764E+04   0.315149E+01
   0.329121E+00   0.385698E+04   0.202808E+04   0.438044E+00   0.435540E+00   0.000000E+00   0.357343E+04   0.357343E+04   0.357345E+04  -0.170277E-01   0.348729E+04   0.312574E+04   0.300739E+01
   0.334526E+00   0.376568E+04   0.197568E+04   0.413788E+00   0.411425E+00   0.000000E+00   0.348816E+04   0.348816E+04   0.348819E+04  -0.166214E-01   0.340444E+04   0.304782E+04   0.291839E+01
   0.339932E+00   0.367645E+04   0.191297E+04   0.390728E+00   0.388501E+00   0.000000E+00   0.340305E+04   0.340305E+04   0.340307E+04  -0.162158E-01   0.332222E+04   0.296637E+04   0.286578E+01
   0.345337E+00   0.358972E+04   0.184620E+04   0.369007E+00   0.366909E+00   0.000000E+00   0.331941E+04   0.331941E+04   0.331943E+04  -0.158172E-01   0.324166E+04   0.288502E+04   0.282720E+01
   0.350743E+00   0.350589E+04   0.178190E+04   0.348754E+00   0.346774E+00   0.000000E+00   0.323860E+04   0.323860E+04   0.323862E+04  -0.154322E-01   0.316379E+04   0.280728E+04   0.278268E+01
   0.356148E+00   0.342532E+04   0.172527E+04   0.330044E+00   0.328173E+00   0.000000E+00   0.316175E+04   0.316175E+04   0.316177E+04  -0.150660E-01   0.308945E+04   0.273574E+04   0.271887E+01
   0.361554E+00   0.334830E+04   0.167921E+04   0.312871E+00   0.311098E+00   0.000000E+00   0.308953E+04   0.308953E+04   0.308954E+04  -0.147218E-01   0.301915E+04   0.267169E+04   0.263095E+01
   0.366959E+00   0.327484E+04   0.164395E+04   0.297128E+00   0.295443E+00   0.000000E+00   0.302199E+04   0.302199E+04   0.302201E+04  -0.144000E-01   0.295296E+04   0.261491E+04   0.252196E+01
   0.372365E+00   0.320469E+04   0.161732E+04   0.282630E+00   0.281026E+00   0.000000E+00   0.295859E+04   0.295859E+04   0.295861E+04  -0.140979E-01   0.289046E+04   0.256395E+04   0.240052E+01
   0.377770E+00   0.313742E+04   0.159574E+04   0.269162E+00   0.267632E+00   0.000000E+00   0.289840E+04   0.289840E+04   0.289842E+04  -0.138111E-01   0.283098E+04   0.251668E+04   0.227762E+01
   0.383175E+00   0.307261E+04   0.157536E+04   0.256528E+00   0.255068E+00   0.000000E+00   0.284048E+04   0.284048E+04   0.284049E+04  -0.135351E-01   0.277375E+04   0.247093E+04   0.216353E+01
   0.388581E+00   0.300987E+04   0.155295E+04   0.244573E+00   0.243180E+00   0.000000E+00   0.278399E+04   0.278399E+04   0.278400E+04  -0.132659E-01   0.271813E+04   0.242497E+04   0.206541E+01
   0.393986E+00   0.294882E+04   0.152653E+04   0.233191E+00   0.231862E+00   0.000000E+00   0.272831E+04   0.272831E+04   0.272833E+04  -0.130006E-01   0.266357E+04   0.237774E+04   0.198609E+01
   0.399392E+00   0.288921E+04   0.149559E+04   0.222324E+00   0.221058E+00   0.000000E+00   0.267314E+04   0.267314E+04   0.267315E+04  -0.127377E-01   0.260975E+04   0.232902E+04   0.192423E+01
   0.404797E+00   0.283097E+04   0.146108E+04   0.211965E+00   0.210758E+00   0.000000E+00   0.261858E+04   0.261858E+04   0.261859E+04  -0.124777E-01   0.255672E+04   0.227943E+04   0.187533E+01
   0.410203E+00   0.277425E+04   0.142496E+04   0.202132E+00   0.200982E+00   0.000000E+00   0.256506E+04   0.256506E+04   0.256507E+04  -0.122226E-01   0.250481E+04   0.223010E+04   0.183341E+01
   0.415608E+00   0.271920E+04   0.138942E+04   0.192850E+00   0.191754E+00   0.000000E+00   0.251304E+04   0.251304E+04   0.251305E+04  -0.119747E-01   0.245438E+04   0.218224E+04   0.179262E+01
   0.421014E+00   0.266589E+04   0.135627E+04   0.184128E+00   0.183082E+00   0.000000E+00   0.246285E+04   0.246285E+04   0.246286E+04  -0.117356E-01   0.240565E+04   0.213674E+04   0.174862E+01
   0.426419E+00   0.261434E+04   0.132666E+04   0.175958E+00   0.174959E+00   0.000000E+00   0.241470E+04   0.241470E+04   0.241471E+04  -0.115061E-01   0.235875E+04   0.209407E+04   0.169924E+01
   0.431825E+00   0.256459E+04   0.130097E+04   0.168316E+00   0.167361E+00   0.000000E+00   0.236868E+04   0.236868E+04   0.236869E+04  -0.112869E-01   0.231377E+04   0.205436E+04   0.164455E+01
   0.437230E+00   0.251665E+04   0.127878E+04   0.161158E+00   0.160242E+00   0.000000E+00   0.232473E+04   0.232473E+04   0.232474E+04  -0.110775E-01   0.227069E+04   0.201732E+04   0.158643E+01
   0.442635E+00   0.247035E+04   0.125904E+04   0.154425E+00   0.153548E+00   0.000000E+00   0.228255E+04   0.228255E+04   0.228256E+04  -0.108765E-01   0.222928E+04   0.198228E+04   0.152770E+01
   0.448041E+00   0.242547E+04   0.124039E+04   0.148062E+00   0.147220E+00   0.000000E+00   0.224174E+04   0.224174E+04   0.224175E+04  -0.106820E-01   0.218919E+04   0.194840E+04   0.147128E+01
   0.453446E+00   0.238185E+04   0.122170E+04   0.142018E+00   0.141210E+00   0.000000E+00   0.220198E+04   0.220198E+04   0.220199E+04  -0.104925E-01   0.215018E+04   0.191506E+04   0.141946E+01
   0.458852E+00   0.233941E+04   0.120222E+04   0.136258E+00   0.135483E+00   0.000000E+00   0.216311E+04   0.216311E+04   0.216311E+04  -0.103073E-01   0.211211E+04   0.188191E+04   0.137343E+01
   0.464257E+00   0.229806E+04   0.118161E+04   0.130758E+00   0.130014E+00   0.000000E+00   0.212497E+04   0.212497E+04   0.212498E+04  -0.101256E-01   0.207487E+04   0.184878E+04   0.133321E+01
   0.469663E+00   0.225769E+04   0.115996E+04   0.125504E+00   0.124790E+00   0.000000E+00   0.208750E+04   0.208750E+04   0.208750E+04  -0.994698E-02   0.203834E+04   0.181568E+04   0.129785E+01
   0.475068E+00   0.221824E+04   0.113774E+04   0.120491E+00   0.119806E+00   0.000000E+00   0.205072E+04   0.205072E+04   0.205073E+04  -0.977176E-02   0.200252E+04   0.178287E+04   0.126579E+01
   0.480474E+00   0.217981E+04   0.111566E+04   0.115719E+00   0.115061E+00   0.000000E+00   0.201483E+04   0.201483E+04   0.201483E+04  -0.960072E-02   0.196758E+04   0.175076E+04   0.123536E+01
   0.485879E+00   0.214245E+04   0.109441E+04   0.111187E+00   0.110555E+00   0.000000E+00   0.197996E+04   0.197996E+04   0.197997E+04  -0.943458E-02   0.193363E+04   0.171974E+04   0.120514E+01
   0.491284E+00   0.210614E+04   0.107441E+04   0.106890E+00   0.106283E+00   0.000000E+00   0.194618E+04   0.194618E+04   0.194619E+04  -0.927360E-02   0.190071E+04   0.168998E+04   0.117424E+01
   0.496690E+00   0.207083E+04   0.105586E+04   0.102817E+00   0.102233E+00   0.000000E+00   0.191347E+04   0.191347E+04   0.191348E+04  -0.911774E-02   0.186877E+04   0.166150E+04   0.114241E+01
   0.502095E+00   0.203653E+04   0.103871E+04   0.989563E-01   0.983940E-01   0.000000E+00   0.188183E+04   0.188183E+04   0.188183E+04  -0.896695E-02   0.183783E+04   0.163426E+04   0.110994E+01
   0.507501E+00   0.200322E+04   0.102273E+04   0.952911E-01   0.947495E-01   0.000000E+00   0.185120E+04   0.185120E+04   0.185121E+04  -0.882103E-02   0.180786E+04   0.160811E+04   0.107750E+01
   0.512906E+00   0.197083E+04   0.100752E+04   0.918038E-01   0.912819E-01   0.000000E+00   0.182148E+04   0.182148E+04   0.182148E+04  -0.867939E-02   0.177876E+04   0.158281E+04   0.104587E+01
   0.518312E+00   0.193926E+04   0.992661E+03   0.884766E-01   0.879735E-01   0.000000E+00   0.179250E+04   0.179250E+04   0.179251E+04  -0.854132E-02   0.175039E+04   0.155808E+04   0.101574E+01
   0.523717E+00   0.190846E+04   0.977828E+03   0.852956E-01   0.848105E-01   0.000000E+00   0.176418E+04   0.176418E+04   0.176418E+04  -0.840633E-02   0.172268E+04   0.153376E+04   0.987554E+00
   0.529123E+00   0.187840E+04   0.962876E+03   0.822512E-01   0.817834E-01   0.000000E+00   0.173646E+04   0.173646E+04   0.173646E+04  -0.827425E-02   0.169559E+04   0.150976E+04   0.961459E+00
   0.534528E+00   0.184905E+04   0.947782E+03   0.793359E-01   0.788847E-01   0.000000E+00   0.170932E+04   0.170932E+04   0.170932E+04  -0.814494E-02   0.166910E+04   0.148609E+04   0.937289E+00
   0.539933E+00   0.182037E+04   0.932621E+03   0.765435E-01   0.761083E-01   0.000000E+00   0.168273E+04   0.168273E+04   0.168274E+04  -0.801826E-02   0.164317E+04   0.146277E+04   0.914669E+00
   0.545339E+00   0.179233E+04   0.917562E+03   0.738701E-01   0.734501E-01   0.000000E+00   0.165671E+04   0.165671E+04   0.165671E+04  -0.789425E-02   0.161778E+04   0.143987E+04   0.893131E+00
   0.550744E+00   0.176496E+04   0.902831E+03   0.713132E-01   0.709078E-01   0.000000E+00   0.163130E+04   0.163130E+04   0.163130E+04  -0.777316E-02   0.159300E+04   0.141753E+04   0.872230E+00
   0.556150E+00   0.173827E+04   0.888618E+03   0.688700E-01   0.684785E-01   0.000000E+00   0.160654E+04   0.160654E+04   0.160655E+04  -0.765520E-02   0.156885E+04   0.139584E+04   0.851639E+00
   0.561555E+00   0.171224E+04   0.875006E+03   0.665358E-01   0.661576E-01   0.000000E+00   0.158243E+04   0.158243E+04   0.158244E+04  -0.754031E-02   0.154531E+04   0.137482E+04   0.831188E+00
   0.566961E+00   0.168682E+04   0.861992E+03   0.643047E-01   0.639392E-01   0.000000E+00   0.155894E+04   0.155894E+04   0.155894E+04  -0.742837E-02   0.152237E+04   0.135444E+04   0.810870E+00
   0.572366E+00   0.166201E+04   0.849530E+03   0.621710E-01   0.618176E-01   0.000000E+00   0.153605E+04   0.153605E+04   0.153605E+04  -0.731928E-02   0.149999E+04   0.133465E+04   0.790805E+00
   0.577772E+00   0.163781E+04   0.837533E+03   0.601292E-01   0.597874E-01   0.000000E+00   0.151374E+04   0.151374E+04   0.151374E+04  -0.721298E-02   0.147818E+04   0.131543E+04   0.771181E+00
   0.583610E+00   0.161233E+04   0.825024E+03   0.580210E-01   0.576911E-01   0.000000E+00   0.149027E+04   0.149027E+04   0.149027E+04  -0.710114E-02   0.145524E+04   0.129523E+04   0.750579E+00
   0.606951E+00   0.151627E+04   0.776255E+03   0.504526E-01   0.501657E-01   0.000000E+00   0.140154E+04   0.140154E+04   0.140154E+04  -0.667835E-02   0.136857E+04   0.121819E+04   0.678261E+00
   0.631226E+00   0.142550E+04   0.729119E+03   0.438493E-01   0.436000E-01   0.000000E+00   0.131753E+04   0.131753E+04   0.131754E+04  -0.627806E-02   0.128656E+04   0.114496E+04   0.614134E+00
   0.656471E+00   0.133999E+04   0.685815E+03   0.381139E-01   0.378972E-01   0.000000E+00   0.123856E+04   0.123856E+04   0.123857E+04  -0.590176E-02   0.120941E+04   0.107651E+04   0.554219E+00
   0.819834E+00   0.940089E+03   0.481171E+03   0.171467E-01   0.170492E-01   0.000000E+00   0.868938E+03   0.868938E+03   0.868940E+03  -0.414048E-02   0.848451E+03   0.755276E+03   0.311133E+00
   0.102385E+01   0.655643E+03   0.335633E+03   0.766839E-02   0.762480E-02   0.000000E+00   0.606029E+03   0.606029E+03   0.606029E+03  -0.288772E-02   0.591717E+03   0.526788E+03   0.173610E+00
   0.127863E+01   0.454838E+03   0.232865E+03   0.341122E-02   0.339183E-02   0.000000E+00   0.420423E+03   0.420423E+03   0.420423E+03  -0.200331E-02   0.410482E+03   0.365469E+03   0.963748E-01
   0.159682E+01   0.314020E+03   0.160785E+03   0.151016E-02   0.150157E-02   0.000000E+00   0.290263E+03   0.290263E+03   0.290263E+03  -0.138310E-02   0.283391E+03   0.252331E+03   0.532501E-01
   0.199418E+01   0.215863E+03   0.110536E+03   0.665654E-03   0.661870E-03   0.000000E+00   0.199533E+03   0.199533E+03   0.199533E+03  -0.950771E-03   0.194805E+03   0.173463E+03   0.292980E-01
   0.249043E+01   0.147806E+03   0.756914E+02   0.292257E-03   0.290596E-03   0.000000E+00   0.136626E+03   0.136626E+03   0.136626E+03  -0.651017E-03   0.133386E+03   0.118778E+03   0.160577E-01
   0.311018E+01   0.100846E+03   0.516458E+02   0.127858E-03   0.127131E-03   0.000000E+00   0.932178E+02   0.932178E+02   0.932178E+02  -0.444180E-03   0.910056E+02   0.810418E+02   0.877024E-02
   0.388414E+01   0.685824E+02   0.351246E+02   0.557544E-04   0.554375E-04   0.000000E+00   0.633951E+02   0.633951E+02   0.633951E+02  -0.302076E-03   0.618897E+02   0.551151E+02   0.477486E-02
   0.485070E+01   0.465028E+02   0.238174E+02   0.242404E-04   0.241027E-04   0.000000E+00   0.429857E+02   0.429857E+02   0.429857E+02  -0.204826E-03   0.419644E+02   0.373715E+02   0.259213E-02
   0.605780E+01   0.314462E+02   0.161062E+02   0.105104E-04   0.104507E-04   0.000000E+00   0.290679E+02   0.290679E+02   0.290679E+02  -0.138508E-03   0.283770E+02   0.252713E+02   0.140352E-02
   0.756527E+01   0.212118E+02   0.108644E+02   0.454589E-05   0.452006E-05   0.000000E+00   0.196075E+02   0.196075E+02   0.196075E+02  -0.934292E-04   0.191413E+02   0.170462E+02   0.758153E-03
   0.944788E+01   0.142755E+02   0.731177E+01   0.196165E-05   0.195051E-05   0.000000E+00   0.131959E+02   0.131959E+02   0.131959E+02  -0.628780E-04   0.128820E+02   0.114716E+02   0.408681E-03
   0.117990E+02   0.958722E+01   0.491033E+01   0.844709E-06   0.839909E-06   0.000000E+00   0.886212E+01   0.886212E+01   0.886212E+01  -0.422277E-04   0.865128E+01   0.770354E+01   0.219896E-03
   0.147351E+02   0.642611E+01   0.329109E+01   0.363030E-06   0.360968E-06   0.000000E+00   0.594006E+01   0.594006E+01   0.594006E+01  -0.283042E-04   0.579872E+01   0.516284E+01   0.118138E-03
   0.184020E+02   0.429952E+01   0.220173E+01   0.155736E-06   0.154852E-06   0.000000E+00   0.397428E+01   0.397428E+01   0.397428E+01  -0.189373E-04   0.387972E+01   0.345358E+01   0.633960E-04
   0.229813E+02   0.287188E+01   0.147037E+01   0.666966E-07   0.663179E-07   0.000000E+00   0.265460E+01   0.265460E+01   0.265460E+01  -0.126491E-04   0.259145E+01   0.230605E+01   0.339970E-04
   0.287001E+02   0.191531E+01   0.980312E+00   0.285188E-07   0.283569E-07   0.000000E+00   0.177035E+01   0.177035E+01   0.177035E+01  -0.843566E-05   0.172826E+01   0.153713E+01   0.182311E-04
