#    L    TT             EE             TE             PP             TP          
  1412    0.81990E+03    0.14597E+02   -0.55053E+02    0.13431E+06    0.25547E+02
  1413    0.82055E+03    0.14424E+02   -0.54489E+02    0.13410E+06    0.26212E+02
  1414    0.82128E+03    0.14253E+02   -0.53914E+02    0.13389E+06    0.26895E+02
  1415    0.82194E+03    0.14084E+02   -0.53330E+02    0.13368E+06    0.27592E+02
  1416    0.82260E+03    0.13919E+02   -0.52737E+02    0.13347E+06    0.28303E+02
  1417    0.82310E+03    0.13754E+02   -0.52135E+02    0.13326E+06    0.29028E+02
  1418    0.82361E+03    0.13593E+02   -0.51523E+02    0.13305E+06    0.29765E+02
  1419    0.82405E+03    0.13434E+02   -0.50903E+02    0.13284E+06    0.30513E+02
  1420    0.82448E+03    0.13279E+02   -0.50274E+02    0.13264E+06    0.31272E+02
  1421    0.82484E+03    0.13126E+02   -0.49637E+02    0.13243E+06    0.32040E+02
  1422    0.82520E+03    0.12975E+02   -0.48992E+02    0.13222E+06    0.32816E+02
  1423    0.82542E+03    0.12828E+02   -0.48340E+02    0.13201E+06    0.33599E+02
  1424    0.82570E+03    0.12683E+02   -0.47679E+02    0.13181E+06    0.34389E+02
  1425    0.82584E+03    0.12541E+02   -0.47012E+02    0.13160E+06    0.35184E+02
  1426    0.82591E+03    0.12403E+02   -0.46338E+02    0.13140E+06    0.35983E+02
  1427    0.82604E+03    0.12267E+02   -0.45656E+02    0.13119E+06    0.36786E+02
  1428    0.82604E+03    0.12134E+02   -0.44970E+02    0.13099E+06    0.37591E+02
  1429    0.82595E+03    0.12004E+02   -0.44275E+02    0.13078E+06    0.38397E+02
  1430    0.82587E+03    0.11878E+02   -0.43576E+02    0.13058E+06    0.39204E+02
  1431    0.82571E+03    0.11754E+02   -0.42871E+02    0.13037E+06    0.40010E+02
  1432    0.82548E+03    0.11633E+02   -0.42161E+02    0.13017E+06    0.40814E+02
  1433    0.82532E+03    0.11516E+02   -0.41445E+02    0.12997E+06    0.41616E+02
  1434    0.82501E+03    0.11402E+02   -0.40724E+02    0.12976E+06    0.42414E+02
  1435    0.82463E+03    0.11291E+02   -0.39999E+02    0.12956E+06    0.43207E+02
  1436    0.82425E+03    0.11183E+02   -0.39271E+02    0.12936E+06    0.43995E+02
  1437    0.82372E+03    0.11079E+02   -0.38538E+02    0.12916E+06    0.44777E+02
  1438    0.82319E+03    0.10977E+02   -0.37802E+02    0.12896E+06    0.45551E+02
  1439    0.82258E+03    0.10880E+02   -0.37062E+02    0.12876E+06    0.46316E+02
  1440    0.82198E+03    0.10785E+02   -0.36319E+02    0.12856E+06    0.47071E+02
  1441    0.82130E+03    0.10694E+02   -0.35574E+02    0.12836E+06    0.47817E+02
  1442    0.82054E+03    0.10606E+02   -0.34826E+02    0.12816E+06    0.48550E+02
  1443    0.81972E+03    0.10523E+02   -0.34075E+02    0.12796E+06    0.49271E+02
  1444    0.81889E+03    0.10442E+02   -0.33323E+02    0.12776E+06    0.49979E+02
  1445    0.81791E+03    0.10365E+02   -0.32570E+02    0.12756E+06    0.50672E+02
  1446    0.81700E+03    0.10291E+02   -0.31814E+02    0.12736E+06    0.51349E+02
  1447    0.81588E+03    0.10221E+02   -0.31055E+02    0.12716E+06    0.52010E+02
  1448    0.81482E+03    0.10155E+02   -0.30299E+02    0.12697E+06    0.52653E+02
  1449    0.81369E+03    0.10091E+02   -0.29541E+02    0.12677E+06    0.53278E+02
  1450    0.81249E+03    0.10031E+02   -0.28782E+02    0.12657E+06    0.53884E+02
  1451    0.81129E+03    0.99753E+01   -0.28024E+02    0.12638E+06    0.54469E+02
  1452    0.80993E+03    0.99225E+01   -0.27268E+02    0.12618E+06    0.55033E+02
  1453    0.80858E+03    0.98734E+01   -0.26510E+02    0.12598E+06    0.55576E+02
  1454    0.80722E+03    0.98280E+01   -0.25753E+02    0.12579E+06    0.56096E+02
  1455    0.80579E+03    0.97856E+01   -0.24998E+02    0.12559E+06    0.56594E+02
  1456    0.80429E+03    0.97476E+01   -0.24245E+02    0.12540E+06    0.57068E+02
  1457    0.80264E+03    0.97119E+01   -0.23493E+02    0.12521E+06    0.57518E+02
  1458    0.80106E+03    0.96807E+01   -0.22743E+02    0.12501E+06    0.57944E+02
  1459    0.79940E+03    0.96525E+01   -0.21994E+02    0.12482E+06    0.58345E+02
  1460    0.79767E+03    0.96287E+01   -0.21248E+02    0.12463E+06    0.58721E+02
  1461    0.79594E+03    0.96064E+01   -0.20506E+02    0.12443E+06    0.59070E+02
  1462    0.79414E+03    0.95887E+01   -0.19766E+02    0.12424E+06    0.59393E+02
  1463    0.79218E+03    0.95746E+01   -0.19029E+02    0.12405E+06    0.59688E+02
  1464    0.79030E+03    0.95636E+01   -0.18296E+02    0.12386E+06    0.59956E+02
  1465    0.78827E+03    0.95563E+01   -0.17567E+02    0.12366E+06    0.60195E+02
  1466    0.78631E+03    0.95527E+01   -0.16841E+02    0.12347E+06    0.60405E+02
  1467    0.78421E+03    0.95521E+01   -0.16120E+02    0.12328E+06    0.60586E+02
  1468    0.78210E+03    0.95553E+01   -0.15403E+02    0.12309E+06    0.60737E+02
  1469    0.77999E+03    0.95615E+01   -0.14691E+02    0.12290E+06    0.60857E+02
  1470    0.77766E+03    0.95707E+01   -0.13984E+02    0.12271E+06    0.60945E+02
  1471    0.77547E+03    0.95843E+01   -0.13283E+02    0.12252E+06    0.61002E+02
  1472    0.77321E+03    0.96010E+01   -0.12586E+02    0.12233E+06    0.61027E+02
  1473    0.77088E+03    0.96207E+01   -0.11897E+02    0.12215E+06    0.61019E+02
  1474    0.76840E+03    0.96434E+01   -0.11212E+02    0.12196E+06    0.60977E+02
  1475    0.76599E+03    0.96691E+01   -0.10534E+02    0.12177E+06    0.60901E+02
  1476    0.76350E+03    0.96986E+01   -0.98627E+01    0.12158E+06    0.60791E+02
  1477    0.76101E+03    0.97310E+01   -0.91973E+01    0.12140E+06    0.60645E+02
  1478    0.75845E+03    0.97665E+01   -0.85392E+01    0.12121E+06    0.60464E+02
  1479    0.75589E+03    0.98058E+01   -0.78885E+01    0.12102E+06    0.60246E+02
  1480    0.75325E+03    0.98480E+01   -0.72449E+01    0.12084E+06    0.59992E+02
  1481    0.75054E+03    0.98926E+01   -0.66087E+01    0.12065E+06    0.59700E+02
  1482    0.74784E+03    0.99409E+01   -0.59801E+01    0.12046E+06    0.59370E+02
  1483    0.74508E+03    0.99922E+01   -0.53596E+01    0.12028E+06    0.59002E+02
  1484    0.74231E+03    0.10046E+02   -0.47471E+01    0.12009E+06    0.58594E+02
  1485    0.73948E+03    0.10102E+02   -0.41430E+01    0.11991E+06    0.58147E+02
  1486    0.73662E+03    0.10163E+02   -0.35472E+01    0.11973E+06    0.57659E+02
  1487    0.73371E+03    0.10225E+02   -0.29602E+01    0.11954E+06    0.57131E+02
  1488    0.73079E+03    0.10291E+02   -0.23819E+01    0.11936E+06    0.56561E+02
  1489    0.72781E+03    0.10359E+02   -0.18128E+01    0.11917E+06    0.55949E+02
  1490    0.72480E+03    0.10430E+02   -0.12527E+01    0.11899E+06    0.55295E+02
  1491    0.72176E+03    0.10503E+02   -0.70213E+00    0.11881E+06    0.54597E+02
  1492    0.71870E+03    0.10579E+02   -0.16100E+00    0.11863E+06    0.53856E+02
  1493    0.71560E+03    0.10657E+02    0.37039E+00    0.11844E+06    0.53071E+02
  1494    0.71247E+03    0.10738E+02    0.89194E+00    0.11826E+06    0.52241E+02
  1495    0.70932E+03    0.10822E+02    0.14035E+01    0.11808E+06    0.51365E+02
  1496    0.70614E+03    0.10908E+02    0.19050E+01    0.11790E+06    0.50444E+02
  1497    0.70292E+03    0.10996E+02    0.23962E+01    0.11772E+06    0.49476E+02
  1498    0.69969E+03    0.11087E+02    0.28770E+01    0.11754E+06    0.48461E+02
  1499    0.69643E+03    0.11180E+02    0.33473E+01    0.11736E+06    0.47399E+02
  1500    0.69314E+03    0.11275E+02    0.38069E+01    0.11718E+06    0.46288E+02
  1501    0.68983E+03    0.11372E+02    0.42560E+01    0.11700E+06    0.45129E+02
  1502    0.68650E+03    0.11471E+02    0.46939E+01    0.11682E+06    0.43924E+02
  1503    0.68315E+03    0.11573E+02    0.51208E+01    0.11664E+06    0.42677E+02
  1504    0.67978E+03    0.11676E+02    0.55368E+01    0.11646E+06    0.41390E+02
  1505    0.67638E+03    0.11782E+02    0.59414E+01    0.11629E+06    0.40065E+02
  1506    0.67297E+03    0.11889E+02    0.63349E+01    0.11611E+06    0.38707E+02
  1507    0.66954E+03    0.11998E+02    0.67170E+01    0.11593E+06    0.37318E+02
  1508    0.66609E+03    0.12109E+02    0.70875E+01    0.11575E+06    0.35901E+02
  1509    0.66263E+03    0.12221E+02    0.74464E+01    0.11558E+06    0.34459E+02
  1510    0.65916E+03    0.12336E+02    0.77934E+01    0.11540E+06    0.32996E+02
  1511    0.65566E+03    0.12452E+02    0.81294E+01    0.11523E+06    0.31513E+02
  1512    0.65215E+03    0.12569E+02    0.84520E+01    0.11505E+06    0.30014E+02
  1513    0.64862E+03    0.12687E+02    0.87642E+01    0.11487E+06    0.28501E+02
  1514    0.64509E+03    0.12809E+02    0.90638E+01    0.11470E+06    0.26979E+02
  1515    0.64157E+03    0.12930E+02    0.93522E+01    0.11452E+06    0.25450E+02
  1516    0.63802E+03    0.13053E+02    0.96273E+01    0.11435E+06    0.23916E+02
  1517    0.63447E+03    0.13177E+02    0.98913E+01    0.11417E+06    0.22381E+02
  1518    0.63091E+03    0.13303E+02    0.10144E+02    0.11400E+06    0.20848E+02
  1519    0.62734E+03    0.13429E+02    0.10383E+02    0.11383E+06    0.19320E+02
  1520    0.62378E+03    0.13556E+02    0.10610E+02    0.11365E+06    0.17799E+02
  1521    0.62020E+03    0.13685E+02    0.10826E+02    0.11348E+06    0.16289E+02
  1522    0.61661E+03    0.13815E+02    0.11029E+02    0.11331E+06    0.14793E+02
  1523    0.61303E+03    0.13944E+02    0.11220E+02    0.11314E+06    0.13313E+02
  1524    0.60944E+03    0.14076E+02    0.11398E+02    0.11296E+06    0.11853E+02
  1525    0.60585E+03    0.14208E+02    0.11564E+02    0.11279E+06    0.10416E+02
  1526    0.60226E+03    0.14340E+02    0.11719E+02    0.11262E+06    0.90036E+01
  1527    0.59868E+03    0.14473E+02    0.11860E+02    0.11245E+06    0.76201E+01
  1528    0.59509E+03    0.14607E+02    0.11990E+02    0.11228E+06    0.62681E+01
  1529    0.59151E+03    0.14741E+02    0.12107E+02    0.11211E+06    0.49505E+01
  1530    0.58793E+03    0.14875E+02    0.12212E+02    0.11194E+06    0.36703E+01
  1531    0.58436E+03    0.15010E+02    0.12305E+02    0.11177E+06    0.24306E+01
  1532    0.58080E+03    0.15146E+02    0.12386E+02    0.11160E+06    0.12341E+01
  1533    0.57723E+03    0.15281E+02    0.12456E+02    0.11143E+06    0.84045E-01
  1534    0.57369E+03    0.15416E+02    0.12512E+02    0.11126E+06   -0.10167E+01
  1535    0.57014E+03    0.15552E+02    0.12557E+02    0.11109E+06   -0.20653E+01
  1536    0.56661E+03    0.15688E+02    0.12589E+02    0.11092E+06   -0.30585E+01
  1537    0.56309E+03    0.15824E+02    0.12610E+02    0.11075E+06   -0.39936E+01
  1538    0.55959E+03    0.15960E+02    0.12619E+02    0.11059E+06   -0.48675E+01
  1539    0.55607E+03    0.16095E+02    0.12616E+02    0.11042E+06   -0.56772E+01
  1540    0.55258E+03    0.16229E+02    0.12602E+02    0.11025E+06   -0.64198E+01
  1541    0.54911E+03    0.16365E+02    0.12575E+02    0.11008E+06   -0.70923E+01
  1542    0.54565E+03    0.16500E+02    0.12537E+02    0.10992E+06   -0.76917E+01
  1543    0.54219E+03    0.16633E+02    0.12487E+02    0.10975E+06   -0.82151E+01
  1544    0.53876E+03    0.16768E+02    0.12426E+02    0.10958E+06   -0.86594E+01
  1545    0.53535E+03    0.16901E+02    0.12354E+02    0.10942E+06   -0.90218E+01
  1546    0.53195E+03    0.17033E+02    0.12270E+02    0.10925E+06   -0.92992E+01
  1547    0.52856E+03    0.17165E+02    0.12175E+02    0.10909E+06   -0.94887E+01
  1548    0.52521E+03    0.17297E+02    0.12069E+02    0.10892E+06   -0.95873E+01
  1549    0.52187E+03    0.17427E+02    0.11952E+02    0.10876E+06   -0.95920E+01
  1550    0.51856E+03    0.17557E+02    0.11824E+02    0.10859E+06   -0.94999E+01
  1551    0.51526E+03    0.17685E+02    0.11685E+02    0.10843E+06   -0.93092E+01
  1552    0.51199E+03    0.17813E+02    0.11536E+02    0.10827E+06   -0.90231E+01
  1553    0.50873E+03    0.17940E+02    0.11376E+02    0.10810E+06   -0.86461E+01
  1554    0.50551E+03    0.18067E+02    0.11206E+02    0.10794E+06   -0.81826E+01
  1555    0.50230E+03    0.18192E+02    0.11026E+02    0.10778E+06   -0.76370E+01
  1556    0.49912E+03    0.18315E+02    0.10835E+02    0.10761E+06   -0.70138E+01
  1557    0.49597E+03    0.18438E+02    0.10634E+02    0.10745E+06   -0.63174E+01
  1558    0.49285E+03    0.18560E+02    0.10424E+02    0.10729E+06   -0.55523E+01
  1559    0.48976E+03    0.18678E+02    0.10203E+02    0.10713E+06   -0.47228E+01
  1560    0.48669E+03    0.18797E+02    0.99728E+01    0.10696E+06   -0.38335E+01
  1561    0.48363E+03    0.18914E+02    0.97332E+01    0.10680E+06   -0.28887E+01
  1562    0.48060E+03    0.19030E+02    0.94837E+01    0.10664E+06   -0.18929E+01
  1563    0.47761E+03    0.19144E+02    0.92258E+01    0.10648E+06   -0.85061E+00
  1564    0.47465E+03    0.19258E+02    0.89588E+01    0.10632E+06    0.23384E+00
  1565    0.47173E+03    0.19368E+02    0.86826E+01    0.10616E+06    0.13560E+01
  1566    0.46883E+03    0.19478E+02    0.83988E+01    0.10600E+06    0.25114E+01
  1567    0.46596E+03    0.19584E+02    0.81051E+01    0.10584E+06    0.36956E+01
  1568    0.46312E+03    0.19690E+02    0.78035E+01    0.10568E+06    0.49041E+01
  1569    0.46032E+03    0.19794E+02    0.74937E+01    0.10552E+06    0.61326E+01
  1570    0.45756E+03    0.19897E+02    0.71761E+01    0.10536E+06    0.73766E+01
  1571    0.45483E+03    0.20000E+02    0.68511E+01    0.10521E+06    0.86317E+01
  1572    0.45212E+03    0.20098E+02    0.65177E+01    0.10505E+06    0.98934E+01
  1573    0.44945E+03    0.20195E+02    0.61769E+01    0.10489E+06    0.11157E+02
  1574    0.44683E+03    0.20289E+02    0.58288E+01    0.10473E+06    0.12419E+02
  1575    0.44423E+03    0.20383E+02    0.54736E+01    0.10457E+06    0.13674E+02
  1576    0.44167E+03    0.20472E+02    0.51114E+01    0.10442E+06    0.14918E+02
  1577    0.43915E+03    0.20561E+02    0.47424E+01    0.10426E+06    0.16146E+02
  1578    0.43666E+03    0.20647E+02    0.43669E+01    0.10410E+06    0.17354E+02
  1579    0.43422E+03    0.20731E+02    0.39850E+01    0.10395E+06    0.18538E+02
  1580    0.43180E+03    0.20813E+02    0.35969E+01    0.10379E+06    0.19693E+02
  1581    0.42941E+03    0.20893E+02    0.32028E+01    0.10364E+06    0.20814E+02
  1582    0.42708E+03    0.20971E+02    0.28029E+01    0.10348E+06    0.21898E+02
  1583    0.42477E+03    0.21044E+02    0.23974E+01    0.10333E+06    0.22940E+02
  1584    0.42252E+03    0.21118E+02    0.19864E+01    0.10317E+06    0.23935E+02
  1585    0.42028E+03    0.21188E+02    0.15701E+01    0.10302E+06    0.24879E+02
  1586    0.41810E+03    0.21256E+02    0.11490E+01    0.10286E+06    0.25767E+02
  1587    0.41595E+03    0.21321E+02    0.72274E+00    0.10271E+06    0.26596E+02
  1588    0.41385E+03    0.21384E+02    0.29187E+00    0.10255E+06    0.27360E+02
  1589    0.41178E+03    0.21445E+02   -0.14343E+00    0.10240E+06    0.28055E+02
  1590    0.40974E+03    0.21502E+02   -0.58297E+00    0.10225E+06    0.28677E+02
  1591    0.40776E+03    0.21558E+02   -0.10266E+01    0.10209E+06    0.29222E+02
  1592    0.40581E+03    0.21611E+02   -0.14739E+01    0.10194E+06    0.29684E+02
  1593    0.40390E+03    0.21661E+02   -0.19251E+01    0.10179E+06    0.30060E+02
  1594    0.40202E+03    0.21709E+02   -0.23797E+01    0.10164E+06    0.30344E+02
  1595    0.40020E+03    0.21755E+02   -0.28373E+01    0.10148E+06    0.30534E+02
  1596    0.39841E+03    0.21797E+02   -0.32980E+01    0.10133E+06    0.30623E+02
  1597    0.39666E+03    0.21837E+02   -0.37615E+01    0.10118E+06    0.30608E+02
  1598    0.39496E+03    0.21874E+02   -0.42275E+01    0.10103E+06    0.30484E+02
  1599    0.39329E+03    0.21909E+02   -0.46959E+01    0.10088E+06    0.30247E+02
  1600    0.39166E+03    0.21941E+02   -0.51666E+01    0.10073E+06    0.29893E+02
  1601    0.39008E+03    0.21971E+02   -0.56392E+01    0.10058E+06    0.29418E+02
  1602    0.38852E+03    0.21996E+02   -0.61135E+01    0.10043E+06    0.28825E+02
  1603    0.38702E+03    0.22020E+02   -0.65896E+01    0.10028E+06    0.28121E+02
  1604    0.38556E+03    0.22040E+02   -0.70675E+01    0.10013E+06    0.27310E+02
  1605    0.38413E+03    0.22059E+02   -0.75457E+01    0.99978E+05    0.26396E+02
  1606    0.38275E+03    0.22074E+02   -0.80257E+01    0.99829E+05    0.25385E+02
  1607    0.38140E+03    0.22087E+02   -0.85067E+01    0.99680E+05    0.24281E+02
  1608    0.38009E+03    0.22098E+02   -0.89873E+01    0.99531E+05    0.23090E+02
  1609    0.37883E+03    0.22105E+02   -0.94688E+01    0.99383E+05    0.21817E+02
  1610    0.37761E+03    0.22109E+02   -0.99506E+01    0.99235E+05    0.20466E+02
  1611    0.37642E+03    0.22111E+02   -0.10432E+02    0.99087E+05    0.19043E+02
  1612    0.37529E+03    0.22109E+02   -0.10913E+02    0.98939E+05    0.17552E+02
  1613    0.37417E+03    0.22105E+02   -0.11394E+02    0.98792E+05    0.15999E+02
  1614    0.37311E+03    0.22099E+02   -0.11875E+02    0.98645E+05    0.14388E+02
  1615    0.37209E+03    0.22089E+02   -0.12354E+02    0.98498E+05    0.12724E+02
  1616    0.37109E+03    0.22077E+02   -0.12832E+02    0.98351E+05    0.11013E+02
  1617    0.37014E+03    0.22063E+02   -0.13309E+02    0.98205E+05    0.92582E+01
  1618    0.36923E+03    0.22045E+02   -0.13785E+02    0.98059E+05    0.74660E+01
  1619    0.36834E+03    0.22025E+02   -0.14259E+02    0.97913E+05    0.56409E+01
  1620    0.36751E+03    0.22002E+02   -0.14731E+02    0.97768E+05    0.37879E+01
  1621    0.36672E+03    0.21975E+02   -0.15201E+02    0.97622E+05    0.19120E+01
  1622    0.36596E+03    0.21947E+02   -0.15669E+02    0.97477E+05    0.17982E-01
  1623    0.36523E+03    0.21916E+02   -0.16136E+02    0.97332E+05   -0.18891E+01
  1624    0.36454E+03    0.21883E+02   -0.16598E+02    0.97188E+05   -0.38042E+01
  1625    0.36389E+03    0.21846E+02   -0.17059E+02    0.97043E+05   -0.57226E+01
  1626    0.36328E+03    0.21808E+02   -0.17517E+02    0.96899E+05   -0.76391E+01
  1627    0.36269E+03    0.21765E+02   -0.17971E+02    0.96755E+05   -0.95489E+01
  1628    0.36214E+03    0.21722E+02   -0.18423E+02    0.96612E+05   -0.11447E+02
  1629    0.36163E+03    0.21675E+02   -0.18870E+02    0.96468E+05   -0.13328E+02
  1630    0.36115E+03    0.21626E+02   -0.19314E+02    0.96325E+05   -0.15188E+02
  1631    0.36070E+03    0.21574E+02   -0.19755E+02    0.96182E+05   -0.17021E+02
  1632    0.36029E+03    0.21519E+02   -0.20191E+02    0.96040E+05   -0.18823E+02
  1633    0.35992E+03    0.21462E+02   -0.20624E+02    0.95897E+05   -0.20588E+02
  1634    0.35959E+03    0.21403E+02   -0.21052E+02    0.95755E+05   -0.22312E+02
  1635    0.35927E+03    0.21341E+02   -0.21475E+02    0.95613E+05   -0.23990E+02
  1636    0.35900E+03    0.21276E+02   -0.21894E+02    0.95471E+05   -0.25616E+02
  1637    0.35875E+03    0.21209E+02   -0.22309E+02    0.95330E+05   -0.27185E+02
  1638    0.35853E+03    0.21141E+02   -0.22719E+02    0.95189E+05   -0.28694E+02
  1639    0.35835E+03    0.21069E+02   -0.23123E+02    0.95048E+05   -0.30136E+02
  1640    0.35820E+03    0.20995E+02   -0.23523E+02    0.94907E+05   -0.31507E+02
  1641    0.35807E+03    0.20919E+02   -0.23917E+02    0.94767E+05   -0.32802E+02
  1642    0.35797E+03    0.20840E+02   -0.24305E+02    0.94626E+05   -0.34016E+02
  1643    0.35790E+03    0.20761E+02   -0.24688E+02    0.94487E+05   -0.35144E+02
  1644    0.35786E+03    0.20677E+02   -0.25067E+02    0.94347E+05   -0.36181E+02
  1645    0.35784E+03    0.20592E+02   -0.25439E+02    0.94207E+05   -0.37122E+02
  1646    0.35785E+03    0.20505E+02   -0.25805E+02    0.94068E+05   -0.37962E+02
  1647    0.35789E+03    0.20416E+02   -0.26164E+02    0.93929E+05   -0.38696E+02
  1648    0.35796E+03    0.20324E+02   -0.26518E+02    0.93790E+05   -0.39320E+02
  1649    0.35805E+03    0.20231E+02   -0.26865E+02    0.93652E+05   -0.39828E+02
  1650    0.35817E+03    0.20135E+02   -0.27206E+02    0.93513E+05   -0.40215E+02
