#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.269661E+00   0.516354E+04   0.277921E+04   0.875549E+00   0.870539E+00   0.000000E+00   0.479388E+04   0.479388E+04   0.479393E+04  -0.228209E-01   0.467599E+04   0.421142E+04   0.471395E+01
   0.275067E+00   0.501488E+04   0.264835E+04   0.814724E+00   0.810081E+00   0.000000E+00   0.464798E+04   0.464798E+04   0.464802E+04  -0.221263E-01   0.453651E+04   0.406134E+04   0.472663E+01
   0.280472E+00   0.487073E+04   0.250786E+04   0.758074E+00   0.753773E+00   0.000000E+00   0.450439E+04   0.450439E+04   0.450444E+04  -0.214427E-01   0.439983E+04   0.391136E+04   0.476535E+01
   0.285877E+00   0.473223E+04   0.237661E+04   0.706311E+00   0.702320E+00   0.000000E+00   0.436702E+04   0.436702E+04   0.436706E+04  -0.207888E-01   0.426863E+04   0.377121E+04   0.476090E+01
   0.291283E+00   0.460067E+04   0.226914E+04   0.659790E+00   0.656071E+00   0.000000E+00   0.423919E+04   0.423919E+04   0.423923E+04  -0.201803E-01   0.414545E+04   0.364814E+04   0.467154E+01
   0.296688E+00   0.447694E+04   0.219263E+04   0.618372E+00   0.614888E+00   0.000000E+00   0.412279E+04   0.412279E+04   0.412282E+04  -0.196261E-01   0.403200E+04   0.354544E+04   0.448731E+01
   0.302094E+00   0.436097E+04   0.214596E+04   0.581493E+00   0.578212E+00   0.000000E+00   0.401756E+04   0.401756E+04   0.401759E+04  -0.191251E-01   0.392828E+04   0.346168E+04   0.422615E+01
   0.307499E+00   0.425185E+04   0.212133E+04   0.548357E+00   0.545254E+00   0.000000E+00   0.392153E+04   0.392153E+04   0.392157E+04  -0.186680E-01   0.383272E+04   0.339174E+04   0.392395E+01
   0.312905E+00   0.414838E+04   0.210753E+04   0.518117E+00   0.515176E+00   0.000000E+00   0.383197E+04   0.383197E+04   0.383200E+04  -0.182416E-01   0.374316E+04   0.332894E+04   0.362211E+01
   0.318310E+00   0.404941E+04   0.209317E+04   0.490003E+00   0.487214E+00   0.000000E+00   0.374612E+04   0.374612E+04   0.374614E+04  -0.178329E-01   0.365747E+04   0.326703E+04   0.335622E+01
   0.323716E+00   0.395375E+04   0.206933E+04   0.463429E+00   0.460786E+00   0.000000E+00   0.366159E+04   0.366159E+04   0.366162E+04  -0.174305E-01   0.357377E+04   0.320129E+04   0.314838E+01
   0.329121E+00   0.386045E+04   0.203119E+04   0.438057E+00   0.435558E+00   0.000000E+00   0.357684E+04   0.357684E+04   0.357687E+04  -0.170271E-01   0.349069E+04   0.312930E+04   0.300442E+01
   0.334526E+00   0.376907E+04   0.197872E+04   0.413801E+00   0.411443E+00   0.000000E+00   0.349149E+04   0.349149E+04   0.349152E+04  -0.166208E-01   0.340776E+04   0.305130E+04   0.291551E+01
   0.339932E+00   0.367976E+04   0.191592E+04   0.390741E+00   0.388518E+00   0.000000E+00   0.340630E+04   0.340630E+04   0.340632E+04  -0.162152E-01   0.332546E+04   0.296977E+04   0.286296E+01
   0.345337E+00   0.359294E+04   0.184907E+04   0.369019E+00   0.366924E+00   0.000000E+00   0.332258E+04   0.332258E+04   0.332260E+04  -0.158166E-01   0.324481E+04   0.288834E+04   0.282441E+01
   0.350743E+00   0.350903E+04   0.178470E+04   0.348766E+00   0.346790E+00   0.000000E+00   0.324169E+04   0.324169E+04   0.324172E+04  -0.154316E-01   0.316687E+04   0.281052E+04   0.277993E+01
   0.356148E+00   0.342840E+04   0.172799E+04   0.330056E+00   0.328188E+00   0.000000E+00   0.316477E+04   0.316477E+04   0.316479E+04  -0.150654E-01   0.309246E+04   0.273891E+04   0.271619E+01
   0.361554E+00   0.335130E+04   0.168187E+04   0.312882E+00   0.311112E+00   0.000000E+00   0.309248E+04   0.309248E+04   0.309249E+04  -0.147212E-01   0.302209E+04   0.267478E+04   0.262835E+01
   0.366959E+00   0.327778E+04   0.164655E+04   0.297138E+00   0.295456E+00   0.000000E+00   0.302488E+04   0.302488E+04   0.302489E+04  -0.143994E-01   0.295583E+04   0.261794E+04   0.251947E+01
   0.372365E+00   0.320757E+04   0.161987E+04   0.282639E+00   0.281038E+00   0.000000E+00   0.296141E+04   0.296141E+04   0.296143E+04  -0.140973E-01   0.289328E+04   0.256691E+04   0.239815E+01
   0.377770E+00   0.314024E+04   0.159825E+04   0.269171E+00   0.267644E+00   0.000000E+00   0.290117E+04   0.290117E+04   0.290119E+04  -0.138105E-01   0.283373E+04   0.251958E+04   0.227537E+01
   0.383175E+00   0.307537E+04   0.157782E+04   0.256536E+00   0.255079E+00   0.000000E+00   0.284319E+04   0.284319E+04   0.284321E+04  -0.135345E-01   0.277645E+04   0.247377E+04   0.216140E+01
   0.388581E+00   0.301257E+04   0.155537E+04   0.244581E+00   0.243190E+00   0.000000E+00   0.278665E+04   0.278665E+04   0.278666E+04  -0.132654E-01   0.272078E+04   0.242775E+04   0.206337E+01
   0.393986E+00   0.295147E+04   0.152890E+04   0.233198E+00   0.231872E+00   0.000000E+00   0.273092E+04   0.273092E+04   0.273093E+04  -0.130001E-01   0.266616E+04   0.238046E+04   0.198413E+01
   0.399392E+00   0.289180E+04   0.149790E+04   0.222331E+00   0.221067E+00   0.000000E+00   0.267569E+04   0.267569E+04   0.267571E+04  -0.127372E-01   0.261229E+04   0.233169E+04   0.192233E+01
   0.404797E+00   0.283351E+04   0.146335E+04   0.211971E+00   0.210767E+00   0.000000E+00   0.262108E+04   0.262108E+04   0.262109E+04  -0.124772E-01   0.255921E+04   0.228204E+04   0.187348E+01
   0.410203E+00   0.277674E+04   0.142718E+04   0.202139E+00   0.200991E+00   0.000000E+00   0.256751E+04   0.256751E+04   0.256752E+04  -0.122221E-01   0.250725E+04   0.223266E+04   0.183160E+01
   0.415608E+00   0.272165E+04   0.139159E+04   0.192856E+00   0.191762E+00   0.000000E+00   0.251544E+04   0.251544E+04   0.251545E+04  -0.119743E-01   0.245677E+04   0.218475E+04   0.179085E+01
   0.421014E+00   0.266829E+04   0.135840E+04   0.184134E+00   0.183090E+00   0.000000E+00   0.246520E+04   0.246520E+04   0.246521E+04  -0.117351E-01   0.240799E+04   0.213920E+04   0.174689E+01
   0.426419E+00   0.261668E+04   0.132874E+04   0.175964E+00   0.174967E+00   0.000000E+00   0.241700E+04   0.241700E+04   0.241701E+04  -0.115057E-01   0.236104E+04   0.209649E+04   0.169756E+01
   0.431825E+00   0.256690E+04   0.130301E+04   0.168322E+00   0.167368E+00   0.000000E+00   0.237094E+04   0.237094E+04   0.237095E+04  -0.112864E-01   0.231602E+04   0.205673E+04   0.164293E+01
   0.437230E+00   0.251891E+04   0.128079E+04   0.161163E+00   0.160249E+00   0.000000E+00   0.232695E+04   0.232695E+04   0.232696E+04  -0.110770E-01   0.227290E+04   0.201965E+04   0.158487E+01
   0.442635E+00   0.247257E+04   0.126101E+04   0.154430E+00   0.153554E+00   0.000000E+00   0.228473E+04   0.228473E+04   0.228474E+04  -0.108760E-01   0.223145E+04   0.198456E+04   0.152619E+01
   0.448041E+00   0.242765E+04   0.124233E+04   0.148066E+00   0.147226E+00   0.000000E+00   0.224388E+04   0.224388E+04   0.224389E+04  -0.106816E-01   0.219132E+04   0.195064E+04   0.146983E+01
   0.453446E+00   0.238399E+04   0.122361E+04   0.142023E+00   0.141216E+00   0.000000E+00   0.220409E+04   0.220409E+04   0.220409E+04  -0.104921E-01   0.215227E+04   0.191727E+04   0.141806E+01
   0.458852E+00   0.234152E+04   0.120409E+04   0.136263E+00   0.135489E+00   0.000000E+00   0.216517E+04   0.216517E+04   0.216518E+04  -0.103069E-01   0.211416E+04   0.188407E+04   0.137207E+01
   0.464257E+00   0.230013E+04   0.118345E+04   0.130763E+00   0.130020E+00   0.000000E+00   0.212700E+04   0.212700E+04   0.212701E+04  -0.101252E-01   0.207689E+04   0.185090E+04   0.133189E+01
   0.469663E+00   0.225971E+04   0.116177E+04   0.125508E+00   0.124795E+00   0.000000E+00   0.208949E+04   0.208949E+04   0.208950E+04  -0.994659E-02   0.204032E+04   0.181777E+04   0.129657E+01
   0.475068E+00   0.222024E+04   0.113951E+04   0.120495E+00   0.119811E+00   0.000000E+00   0.205268E+04   0.205268E+04   0.205269E+04  -0.977137E-02   0.200447E+04   0.178492E+04   0.126454E+01
   0.480474E+00   0.218177E+04   0.111740E+04   0.115723E+00   0.115066E+00   0.000000E+00   0.201675E+04   0.201675E+04   0.201676E+04  -0.960033E-02   0.196950E+04   0.175278E+04   0.123414E+01
   0.485879E+00   0.214438E+04   0.109612E+04   0.111191E+00   0.110560E+00   0.000000E+00   0.198185E+04   0.198185E+04   0.198186E+04  -0.943421E-02   0.193552E+04   0.172172E+04   0.120395E+01
   0.491284E+00   0.210803E+04   0.107610E+04   0.106894E+00   0.106287E+00   0.000000E+00   0.194804E+04   0.194804E+04   0.194805E+04  -0.927323E-02   0.190256E+04   0.169193E+04   0.117308E+01
   0.496690E+00   0.207269E+04   0.105751E+04   0.102821E+00   0.102238E+00   0.000000E+00   0.191530E+04   0.191530E+04   0.191530E+04  -0.911738E-02   0.187059E+04   0.166342E+04   0.114128E+01
   0.502095E+00   0.203836E+04   0.104033E+04   0.989595E-01   0.983982E-01   0.000000E+00   0.188362E+04   0.188362E+04   0.188363E+04  -0.896659E-02   0.183962E+04   0.163614E+04   0.110885E+01
   0.507501E+00   0.200502E+04   0.102433E+04   0.952942E-01   0.947536E-01   0.000000E+00   0.185297E+04   0.185297E+04   0.185298E+04  -0.882068E-02   0.180962E+04   0.160996E+04   0.107644E+01
   0.512906E+00   0.197260E+04   0.100910E+04   0.918068E-01   0.912858E-01   0.000000E+00   0.182322E+04   0.182322E+04   0.182322E+04  -0.867905E-02   0.178049E+04   0.158463E+04   0.104484E+01
   0.518312E+00   0.194101E+04   0.994211E+03   0.884794E-01   0.879772E-01   0.000000E+00   0.179422E+04   0.179422E+04   0.179422E+04  -0.854098E-02   0.175210E+04   0.155988E+04   0.101473E+01
   0.523717E+00   0.191017E+04   0.979355E+03   0.852984E-01   0.848141E-01   0.000000E+00   0.176586E+04   0.176586E+04   0.176587E+04  -0.840600E-02   0.172436E+04   0.153552E+04   0.986579E+00
   0.529123E+00   0.188009E+04   0.964379E+03   0.822538E-01   0.817869E-01   0.000000E+00   0.173812E+04   0.173812E+04   0.173812E+04  -0.827392E-02   0.169724E+04   0.151150E+04   0.960510E+00
   0.534528E+00   0.185071E+04   0.949261E+03   0.793384E-01   0.788880E-01   0.000000E+00   0.171095E+04   0.171095E+04   0.171096E+04  -0.814462E-02   0.167073E+04   0.148780E+04   0.936364E+00
   0.539933E+00   0.182201E+04   0.934076E+03   0.765460E-01   0.761115E-01   0.000000E+00   0.168434E+04   0.168434E+04   0.168435E+04  -0.801794E-02   0.164477E+04   0.146445E+04   0.913767E+00
   0.545339E+00   0.179394E+04   0.918994E+03   0.738724E-01   0.734532E-01   0.000000E+00   0.165829E+04   0.165829E+04   0.165830E+04  -0.789394E-02   0.161936E+04   0.144153E+04   0.892249E+00
   0.550744E+00   0.176655E+04   0.904242E+03   0.713155E-01   0.709108E-01   0.000000E+00   0.163286E+04   0.163286E+04   0.163286E+04  -0.777285E-02   0.159455E+04   0.141916E+04   0.871369E+00
   0.556150E+00   0.173983E+04   0.890007E+03   0.688722E-01   0.684814E-01   0.000000E+00   0.160808E+04   0.160808E+04   0.160808E+04  -0.765489E-02   0.157038E+04   0.139744E+04   0.850798E+00
   0.561555E+00   0.171377E+04   0.876374E+03   0.665379E-01   0.661604E-01   0.000000E+00   0.158394E+04   0.158394E+04   0.158395E+04  -0.754001E-02   0.154682E+04   0.137640E+04   0.830368E+00
   0.566961E+00   0.168833E+04   0.863340E+03   0.643068E-01   0.639419E-01   0.000000E+00   0.156043E+04   0.156043E+04   0.156043E+04  -0.742807E-02   0.152385E+04   0.135599E+04   0.810070E+00
   0.572366E+00   0.166351E+04   0.850858E+03   0.621730E-01   0.618202E-01   0.000000E+00   0.153751E+04   0.153751E+04   0.153752E+04  -0.731899E-02   0.150145E+04   0.133619E+04   0.790025E+00
   0.577772E+00   0.163928E+04   0.838841E+03   0.601311E-01   0.597899E-01   0.000000E+00   0.151518E+04   0.151518E+04   0.151519E+04  -0.721269E-02   0.147962E+04   0.131694E+04   0.770420E+00
   0.583610E+00   0.161378E+04   0.826313E+03   0.580229E-01   0.576936E-01   0.000000E+00   0.149169E+04   0.149169E+04   0.149169E+04  -0.710086E-02   0.145665E+04   0.129672E+04   0.749838E+00
   0.606951E+00   0.151763E+04   0.777468E+03   0.504542E-01   0.501679E-01   0.000000E+00   0.140288E+04   0.140288E+04   0.140288E+04  -0.667808E-02   0.136990E+04   0.121959E+04   0.677592E+00
   0.631226E+00   0.142678E+04   0.730258E+03   0.438507E-01   0.436018E-01   0.000000E+00   0.131879E+04   0.131879E+04   0.131879E+04  -0.627781E-02   0.128781E+04   0.114627E+04   0.613527E+00
   0.656471E+00   0.134119E+04   0.686886E+03   0.381152E-01   0.378988E-01   0.000000E+00   0.123975E+04   0.123975E+04   0.123975E+04  -0.590152E-02   0.121059E+04   0.107775E+04   0.553672E+00
   0.819834E+00   0.940933E+03   0.481923E+03   0.171472E-01   0.170499E-01   0.000000E+00   0.869768E+03   0.869768E+03   0.869769E+03  -0.414032E-02   0.849277E+03   0.756145E+03   0.310826E+00
   0.102385E+01   0.656232E+03   0.336157E+03   0.766863E-02   0.762512E-02   0.000000E+00   0.606608E+03   0.606608E+03   0.606608E+03  -0.288760E-02   0.592293E+03   0.527394E+03   0.173439E+00
   0.127863E+01   0.455246E+03   0.233229E+03   0.341133E-02   0.339197E-02   0.000000E+00   0.420825E+03   0.420825E+03   0.420825E+03  -0.200323E-02   0.410881E+03   0.365889E+03   0.962797E-01
   0.159682E+01   0.314302E+03   0.161036E+03   0.151020E-02   0.150163E-02   0.000000E+00   0.290540E+03   0.290540E+03   0.290540E+03  -0.138304E-02   0.283667E+03   0.252622E+03   0.531975E-01
   0.199418E+01   0.216057E+03   0.110708E+03   0.665675E-03   0.661898E-03   0.000000E+00   0.199724E+03   0.199724E+03   0.199724E+03  -0.950733E-03   0.194995E+03   0.173663E+03   0.292691E-01
   0.249043E+01   0.147939E+03   0.758096E+02   0.292266E-03   0.290608E-03   0.000000E+00   0.136756E+03   0.136756E+03   0.136756E+03  -0.650991E-03   0.133515E+03   0.118914E+03   0.160419E-01
   0.311018E+01   0.100936E+03   0.517265E+02   0.127862E-03   0.127137E-03   0.000000E+00   0.933068E+02   0.933068E+02   0.933068E+02  -0.444162E-03   0.910942E+02   0.811350E+02   0.876158E-02
   0.388414E+01   0.686439E+02   0.351794E+02   0.557562E-04   0.554398E-04   0.000000E+00   0.634556E+02   0.634556E+02   0.634556E+02  -0.302064E-03   0.619500E+02   0.551785E+02   0.477015E-02
   0.485070E+01   0.465446E+02   0.238546E+02   0.242412E-04   0.241036E-04   0.000000E+00   0.430267E+02   0.430267E+02   0.430267E+02  -0.204817E-03   0.420053E+02   0.374145E+02   0.258958E-02
   0.605780E+01   0.314744E+02   0.161314E+02   0.105108E-04   0.104511E-04   0.000000E+00   0.290957E+02   0.290957E+02   0.290957E+02  -0.138502E-03   0.284046E+02   0.253003E+02   0.140214E-02
   0.756527E+01   0.212308E+02   0.108814E+02   0.454603E-05   0.452024E-05   0.000000E+00   0.196262E+02   0.196262E+02   0.196262E+02  -0.934255E-04   0.191599E+02   0.170658E+02   0.757406E-03
   0.944788E+01   0.142883E+02   0.732318E+01   0.196171E-05   0.195058E-05   0.000000E+00   0.132085E+02   0.132085E+02   0.132085E+02  -0.628754E-04   0.128945E+02   0.114848E+02   0.408279E-03
   0.117990E+02   0.959583E+01   0.491800E+01   0.844734E-06   0.839943E-06   0.000000E+00   0.887058E+01   0.887058E+01   0.887058E+01  -0.422260E-04   0.865971E+01   0.771240E+01   0.219680E-03
   0.147351E+02   0.643188E+01   0.329623E+01   0.363041E-06   0.360982E-06   0.000000E+00   0.594573E+01   0.594573E+01   0.594573E+01  -0.283031E-04   0.580437E+01   0.516878E+01   0.118023E-03
   0.184020E+02   0.430338E+01   0.220516E+01   0.155741E-06   0.154858E-06   0.000000E+00   0.397808E+01   0.397808E+01   0.397808E+01  -0.189366E-04   0.388350E+01   0.345755E+01   0.633342E-04
   0.229813E+02   0.287446E+01   0.147267E+01   0.666986E-07   0.663206E-07   0.000000E+00   0.265713E+01   0.265713E+01   0.265713E+01  -0.126486E-04   0.259397E+01   0.230871E+01   0.339641E-04
   0.287001E+02   0.191703E+01   0.981841E+00   0.285196E-07   0.283580E-07   0.000000E+00   0.177204E+01   0.177204E+01   0.177204E+01  -0.843532E-05   0.172994E+01   0.153889E+01   0.182136E-04
