#           k/h    P           
    0.18916E-02    0.24018E+00
    0.19298E-02    0.24475E+00
    0.19688E-02    0.24940E+00
    0.20086E-02    0.25414E+00
    0.20491E-02    0.25896E+00
    0.20905E-02    0.26387E+00
    0.21328E-02    0.26887E+00
    0.21758E-02    0.27396E+00
    0.22198E-02    0.27913E+00
    0.22646E-02    0.28440E+00
    0.23104E-02    0.28976E+00
    0.23571E-02    0.29522E+00
    0.24047E-02    0.30076E+00
    0.24533E-02    0.30641E+00
    0.25028E-02    0.31215E+00
    0.25534E-02    0.31799E+00
    0.26050E-02    0.32393E+00
    0.26576E-02    0.32998E+00
    0.27113E-02    0.33612E+00
    0.27660E-02    0.34237E+00
    0.28219E-02    0.34872E+00
    0.28789E-02    0.35517E+00
    0.29371E-02    0.36174E+00
    0.29964E-02    0.36840E+00
    0.30569E-02    0.37518E+00
    0.31187E-02    0.38207E+00
    0.31817E-02    0.38906E+00
    0.32460E-02    0.39617E+00
    0.33115E-02    0.40338E+00
    0.33784E-02    0.41071E+00
    0.34467E-02    0.41815E+00
    0.35163E-02    0.42570E+00
    0.35874E-02    0.43336E+00
    0.36598E-02    0.44114E+00
    0.37338E-02    0.44903E+00
    0.38092E-02    0.45704E+00
    0.38861E-02    0.46515E+00
    0.39646E-02    0.47338E+00
    0.40447E-02    0.48173E+00
    0.41264E-02    0.49018E+00
    0.42098E-02    0.49875E+00
    0.42948E-02    0.50743E+00
    0.43816E-02    0.51622E+00
    0.44701E-02    0.52512E+00
    0.45604E-02    0.53413E+00
    0.46525E-02    0.54324E+00
    0.47465E-02    0.55246E+00
    0.48424E-02    0.56179E+00
    0.49402E-02    0.57121E+00
    0.50400E-02    0.58074E+00
    0.51419E-02    0.59036E+00
    0.52457E-02    0.60008E+00
    0.53517E-02    0.60989E+00
    0.54598E-02    0.61979E+00
    0.55701E-02    0.62977E+00
    0.56826E-02    0.63984E+00
    0.57974E-02    0.64998E+00
    0.59145E-02    0.66020E+00
    0.60340E-02    0.67049E+00
    0.61559E-02    0.68084E+00
    0.62803E-02    0.69125E+00
    0.64072E-02    0.70171E+00
    0.65366E-02    0.71223E+00
    0.66686E-02    0.72278E+00
    0.68033E-02    0.73337E+00
    0.69408E-02    0.74400E+00
    0.70810E-02    0.75464E+00
    0.72240E-02    0.76529E+00
    0.73700E-02    0.77596E+00
    0.75189E-02    0.78662E+00
    0.76708E-02    0.79727E+00
    0.78257E-02    0.80790E+00
    0.79838E-02    0.81850E+00
    0.81451E-02    0.82907E+00
    0.83096E-02    0.83959E+00
    0.84775E-02    0.85005E+00
    0.86488E-02    0.86044E+00
    0.88235E-02    0.87075E+00
    0.90017E-02    0.88097E+00
    0.91836E-02    0.89108E+00
    0.93691E-02    0.90109E+00
    0.95583E-02    0.91096E+00
    0.97514E-02    0.92070E+00
    0.99484E-02    0.93029E+00
    0.10149E-01    0.93971E+00
    0.10354E-01    0.94896E+00
    0.10564E-01    0.95801E+00
    0.10777E-01    0.96687E+00
    0.10995E-01    0.97551E+00
    0.11217E-01    0.98392E+00
    0.11443E-01    0.99209E+00
    0.11675E-01    0.10000E+01
    0.11910E-01    0.10076E+01
    0.12151E-01    0.10150E+01
    0.12397E-01    0.10221E+01
    0.12647E-01    0.10288E+01
    0.12902E-01    0.10353E+01
    0.13163E-01    0.10414E+01
    0.13429E-01    0.10471E+01
    0.13700E-01    0.10525E+01
    0.13977E-01    0.10576E+01
    0.14259E-01    0.10622E+01
    0.14547E-01    0.10664E+01
    0.14841E-01    0.10703E+01
    0.15141E-01    0.10737E+01
    0.15447E-01    0.10767E+01
    0.15759E-01    0.10793E+01
    0.16077E-01    0.10814E+01
    0.16402E-01    0.10830E+01
    0.16734E-01    0.10842E+01
    0.17072E-01    0.10849E+01
    0.17416E-01    0.10851E+01
    0.17768E-01    0.10848E+01
    0.18127E-01    0.10840E+01
    0.18493E-01    0.10827E+01
    0.18867E-01    0.10809E+01
    0.19248E-01    0.10786E+01
    0.19637E-01    0.10757E+01
    0.20034E-01    0.10723E+01
    0.20438E-01    0.10683E+01
    0.20851E-01    0.10639E+01
    0.21272E-01    0.10588E+01
    0.21702E-01    0.10533E+01
    0.22141E-01    0.10471E+01
    0.22588E-01    0.10405E+01
    0.23044E-01    0.10333E+01
    0.23510E-01    0.10256E+01
    0.23985E-01    0.10173E+01
    0.24469E-01    0.10085E+01
    0.24964E-01    0.99926E+00
    0.25468E-01    0.98950E+00
    0.25982E-01    0.97926E+00
    0.26507E-01    0.96856E+00
    0.27043E-01    0.95741E+00
    0.27589E-01    0.94585E+00
    0.28146E-01    0.93389E+00
    0.28715E-01    0.92156E+00
    0.29295E-01    0.90888E+00
    0.29887E-01    0.89588E+00
    0.30490E-01    0.88260E+00
    0.31106E-01    0.86907E+00
    0.31735E-01    0.85532E+00
    0.32376E-01    0.84140E+00
    0.33030E-01    0.82732E+00
    0.33697E-01    0.81314E+00
    0.34378E-01    0.79888E+00
    0.35072E-01    0.78461E+00
    0.35781E-01    0.77033E+00
    0.36504E-01    0.75610E+00
    0.37241E-01    0.74197E+00
    0.37993E-01    0.72797E+00
    0.38761E-01    0.71414E+00
    0.39544E-01    0.70053E+00
    0.40343E-01    0.68716E+00
    0.41158E-01    0.67406E+00
    0.41989E-01    0.66126E+00
    0.42838E-01    0.64877E+00
    0.43703E-01    0.63661E+00
    0.44586E-01    0.62481E+00
    0.45486E-01    0.61340E+00
    0.46405E-01    0.60242E+00
    0.47343E-01    0.59190E+00
    0.48299E-01    0.58188E+00
    0.49275E-01    0.57234E+00
    0.50270E-01    0.56324E+00
    0.51286E-01    0.55455E+00
    0.52322E-01    0.54622E+00
    0.53379E-01    0.53822E+00
    0.54457E-01    0.53054E+00
    0.55557E-01    0.52315E+00
    0.56680E-01    0.51603E+00
    0.57825E-01    0.50916E+00
    0.58993E-01    0.50246E+00
    0.60184E-01    0.49585E+00
    0.61400E-01    0.48927E+00
    0.62641E-01    0.48265E+00
    0.63906E-01    0.47591E+00
    0.65197E-01    0.46900E+00
    0.66514E-01    0.46186E+00
    0.67858E-01    0.45442E+00
    0.69229E-01    0.44662E+00
    0.70627E-01    0.43842E+00
    0.72054E-01    0.42977E+00
    0.73510E-01    0.42066E+00
    0.74994E-01    0.41107E+00
    0.76509E-01    0.40101E+00
    0.78055E-01    0.39051E+00
    0.79632E-01    0.37961E+00
    0.81241E-01    0.36837E+00
    0.82882E-01    0.35686E+00
    0.84556E-01    0.34517E+00
    0.86264E-01    0.33340E+00
    0.88007E-01    0.32164E+00
    0.89785E-01    0.31001E+00
    0.91598E-01    0.29861E+00
    0.93449E-01    0.28757E+00
    0.95337E-01    0.27698E+00
    0.97263E-01    0.26696E+00
    0.99227E-01    0.25759E+00
    0.10123E+00    0.24893E+00
    0.10328E+00    0.24105E+00
    0.10536E+00    0.23396E+00
    0.10749E+00    0.22762E+00
    0.10966E+00    0.22201E+00
    0.11188E+00    0.21704E+00
    0.11414E+00    0.21261E+00
    0.11644E+00    0.20859E+00
    0.11880E+00    0.20485E+00
    0.12120E+00    0.20124E+00
    0.12365E+00    0.19763E+00
    0.12614E+00    0.19387E+00
    0.12869E+00    0.18983E+00
    0.13129E+00    0.18542E+00
    0.13394E+00    0.18056E+00
    0.13665E+00    0.17521E+00
    0.13941E+00    0.16942E+00
    0.14223E+00    0.16323E+00
    0.14510E+00    0.15677E+00
    0.14803E+00    0.15017E+00
    0.15102E+00    0.14359E+00
    0.15407E+00    0.13719E+00
    0.15718E+00    0.13112E+00
    0.16036E+00    0.12551E+00
    0.16360E+00    0.12048E+00
    0.16690E+00    0.11609E+00
    0.17028E+00    0.11232E+00
    0.17371E+00    0.10912E+00
    0.17722E+00    0.10637E+00
    0.18080E+00    0.10393E+00
    0.18446E+00    0.10164E+00
    0.18818E+00    0.99347E-01
    0.19198E+00    0.96909E-01
    0.19586E+00    0.94208E-01
    0.19982E+00    0.91183E-01
    0.20386E+00    0.87836E-01
    0.20797E+00    0.84243E-01
    0.21218E+00    0.80531E-01
    0.21646E+00    0.76847E-01
    0.22083E+00    0.73337E-01
    0.22530E+00    0.70119E-01
    0.22985E+00    0.67271E-01
    0.23449E+00    0.64813E-01
    0.23923E+00    0.62708E-01
    0.24406E+00    0.60872E-01
    0.24899E+00    0.59187E-01
    0.25402E+00    0.57521E-01
    0.25915E+00    0.55759E-01
    0.26439E+00    0.53835E-01
    0.26973E+00    0.51753E-01
    0.27518E+00    0.49572E-01
    0.28074E+00    0.47378E-01
    0.28641E+00    0.45268E-01
    0.29219E+00    0.43327E-01
    0.29810E+00    0.41603E-01
    0.30412E+00    0.40090E-01
    0.31026E+00    0.38733E-01
    0.31653E+00    0.37455E-01
    0.32292E+00    0.36184E-01
    0.32945E+00    0.34864E-01
    0.33610E+00    0.33481E-01
    0.34289E+00    0.32070E-01
    0.34982E+00    0.30684E-01
    0.35689E+00    0.29377E-01
    0.36409E+00    0.28182E-01
    0.37145E+00    0.27097E-01
    0.37895E+00    0.26093E-01
    0.38661E+00    0.25127E-01
    0.39442E+00    0.24165E-01
    0.40239E+00    0.23191E-01
    0.41052E+00    0.22218E-01
    0.41881E+00    0.21277E-01
    0.42727E+00    0.20388E-01
    0.43590E+00    0.19561E-01
    0.44471E+00    0.18787E-01
    0.45369E+00    0.18045E-01
    0.46286E+00    0.17318E-01
    0.47221E+00    0.16602E-01
    0.48174E+00    0.15901E-01
    0.49148E+00    0.15232E-01
    0.50141E+00    0.14598E-01
    0.51153E+00    0.13998E-01
    0.52187E+00    0.13423E-01
    0.53241E+00    0.12865E-01
    0.54317E+00    0.12323E-01
    0.55414E+00    0.11799E-01
    0.56533E+00    0.11300E-01
    0.57675E+00    0.10824E-01
    0.58840E+00    0.10369E-01
    0.60029E+00    0.99292E-02
    0.61242E+00    0.95054E-02
    0.62479E+00    0.90982E-02
    0.63741E+00    0.87084E-02
    0.65029E+00    0.83356E-02
    0.66342E+00    0.79782E-02
    0.67683E+00    0.76349E-02
    0.69050E+00    0.73055E-02
    0.70445E+00    0.69893E-02
    0.71868E+00    0.66860E-02
    0.73320E+00    0.63951E-02
    0.74801E+00    0.61162E-02
    0.76312E+00    0.58488E-02
    0.77854E+00    0.55925E-02
    0.79426E+00    0.53469E-02
    0.81031E+00    0.51116E-02
    0.82668E+00    0.48862E-02
    0.84338E+00    0.46703E-02
    0.86041E+00    0.44637E-02
    0.87780E+00    0.42657E-02
    0.89553E+00    0.40762E-02
    0.91362E+00    0.38948E-02
    0.93208E+00    0.37212E-02
    0.95091E+00    0.35550E-02
    0.97011E+00    0.33959E-02
    0.98971E+00    0.32436E-02
    0.10097E+01    0.30979E-02
    0.10301E+01    0.29584E-02
    0.10509E+01    0.28250E-02
    0.10721E+01    0.26974E-02
    0.10938E+01    0.25753E-02
    0.11159E+01    0.24586E-02
    0.11384E+01    0.23469E-02
    0.11614E+01    0.22401E-02
    0.11849E+01    0.21380E-02
    0.12088E+01    0.20404E-02
    0.12333E+01    0.19471E-02
    0.12582E+01    0.18579E-02
    0.12836E+01    0.17727E-02
    0.13095E+01    0.16912E-02
    0.13360E+01    0.16134E-02
    0.13630E+01    0.15390E-02
    0.13905E+01    0.14680E-02
    0.14186E+01    0.14001E-02
    0.14472E+01    0.13352E-02
    0.14765E+01    0.12733E-02
    0.15063E+01    0.12142E-02
    0.15367E+01    0.11577E-02
    0.15678E+01    0.11037E-02
    0.15994E+01    0.10522E-02
    0.16318E+01    0.10031E-02
    0.16647E+01    0.95615E-03
    0.16984E+01    0.91135E-03
    0.17327E+01    0.86859E-03
    0.17677E+01    0.82778E-03
    0.18034E+01    0.78884E-03
    0.18398E+01    0.75168E-03
    0.18770E+01    0.71622E-03
    0.19149E+01    0.68239E-03
    0.19536E+01    0.65011E-03
    0.19930E+01    0.61932E-03
    0.20333E+01    0.58995E-03
    0.20744E+01    0.56194E-03
    0.21163E+01    0.53523E-03
    0.21590E+01    0.50975E-03
    0.22026E+01    0.48546E-03
    0.22471E+01    0.46230E-03
    0.22925E+01    0.44021E-03
    0.23388E+01    0.41916E-03
    0.23861E+01    0.39909E-03
    0.24343E+01    0.37995E-03
    0.24835E+01    0.36172E-03
    0.25336E+01    0.34434E-03
    0.25848E+01    0.32777E-03
    0.26370E+01    0.31199E-03
    0.26903E+01    0.29694E-03
    0.27447E+01    0.28261E-03
    0.28001E+01    0.26895E-03
    0.28567E+01    0.25594E-03
    0.29144E+01    0.24355E-03
    0.29733E+01    0.23174E-03
    0.30333E+01    0.22050E-03
    0.30946E+01    0.20979E-03
    0.31571E+01    0.19959E-03
    0.32209E+01    0.18987E-03
    0.32860E+01    0.18062E-03
    0.33523E+01    0.17181E-03
    0.34201E+01    0.16342E-03
    0.34892E+01    0.15543E-03
    0.35596E+01    0.14783E-03
    0.36316E+01    0.14059E-03
    0.37049E+01    0.13370E-03
    0.37798E+01    0.12714E-03
    0.38561E+01    0.12090E-03
    0.39340E+01    0.11496E-03
    0.40135E+01    0.10930E-03
    0.40946E+01    0.10392E-03
    0.41773E+01    0.98796E-04
    0.42617E+01    0.93923E-04
    0.43478E+01    0.89285E-04
    0.44356E+01    0.84873E-04
    0.45252E+01    0.80675E-04
    0.46166E+01    0.76681E-04
    0.47099E+01    0.72882E-04
    0.48050E+01    0.69267E-04
    0.49021E+01    0.65829E-04
    0.50011E+01    0.62559E-04
    0.51021E+01    0.59449E-04
    0.52052E+01    0.56491E-04
    0.53104E+01    0.53678E-04
    0.54176E+01    0.51003E-04
    0.55271E+01    0.48459E-04
    0.56387E+01    0.46040E-04
    0.57526E+01    0.43740E-04
    0.58689E+01    0.41554E-04
    0.59874E+01    0.39475E-04
    0.61084E+01    0.37498E-04
    0.62318E+01    0.35619E-04
    0.63577E+01    0.33833E-04
    0.64861E+01    0.32135E-04
    0.66171E+01    0.30521E-04
    0.67508E+01    0.28987E-04
    0.68872E+01    0.27529E-04
    0.70263E+01    0.26143E-04
    0.71682E+01    0.24827E-04
    0.73130E+01    0.23575E-04
    0.74608E+01    0.22386E-04
    0.76115E+01    0.21256E-04
    0.77653E+01    0.20182E-04
    0.79221E+01    0.19162E-04
    0.80822E+01    0.18193E-04
    0.82454E+01    0.17272E-04
    0.84120E+01    0.16397E-04
    0.85819E+01    0.15566E-04
    0.87553E+01    0.14777E-04
    0.89322E+01    0.14027E-04
    0.91126E+01    0.13315E-04
    0.92967E+01    0.12638E-04
    0.94845E+01    0.11996E-04
    0.96761E+01    0.11385E-04
    0.98716E+01    0.10806E-04
    0.10071E+02    0.10255E-04
    0.10274E+02    0.97323E-05
    0.10482E+02    0.92359E-05
    0.10694E+02    0.87645E-05
    0.10910E+02    0.83169E-05
    0.11130E+02    0.78919E-05
    0.11355E+02    0.74884E-05
    0.11584E+02    0.71053E-05
    0.11818E+02    0.67415E-05
    0.12057E+02    0.63962E-05
    0.12301E+02    0.60684E-05
    0.12549E+02    0.57572E-05
    0.12803E+02    0.54618E-05
    0.13061E+02    0.51814E-05
    0.13325E+02    0.49153E-05
    0.13594E+02    0.46627E-05
    0.13869E+02    0.44229E-05
    0.14149E+02    0.41953E-05
    0.14435E+02    0.39793E-05
    0.14727E+02    0.37743E-05
    0.15024E+02    0.35798E-05
    0.15328E+02    0.33952E-05
    0.15637E+02    0.32200E-05
    0.15953E+02    0.30538E-05
    0.16275E+02    0.28961E-05
    0.16604E+02    0.27464E-05
    0.16940E+02    0.26045E-05
    0.17282E+02    0.24697E-05
    0.17631E+02    0.23419E-05
    0.17987E+02    0.22207E-05
    0.18351E+02    0.21056E-05
    0.18721E+02    0.19965E-05
    0.19099E+02    0.18930E-05
    0.19485E+02    0.17948E-05
    0.19879E+02    0.17016E-05
    0.20280E+02    0.16133E-05
    0.20690E+02    0.15295E-05
    0.21108E+02    0.14500E-05
    0.21535E+02    0.13746E-05
    0.21970E+02    0.13030E-05
    0.22413E+02    0.12352E-05
    0.22866E+02    0.11708E-05
    0.23328E+02    0.11098E-05
    0.23799E+02    0.10519E-05
    0.24280E+02    0.99705E-06
    0.24771E+02    0.94501E-06
    0.25271E+02    0.89566E-06
    0.25782E+02    0.84887E-06
    0.26302E+02    0.80452E-06
    0.26834E+02    0.76247E-06
    0.27376E+02    0.72262E-06
    0.27929E+02    0.68484E-06
    0.28493E+02    0.64903E-06
