#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.10865E+04    0.51573E-01    0.00000E+00    0.34837E+01    0.53141E-07    0.31750E-02   -0.16169E-04
     3    0.10257E+04    0.86070E-01    0.00000E+00    0.43473E+01    0.64669E-07    0.31922E-02   -0.19955E-04
     4    0.96484E+03    0.99262E-01    0.00000E+00    0.44834E+01    0.74517E-07    0.31308E-02   -0.20374E-04
     5    0.91689E+03    0.90701E-01    0.00000E+00    0.41821E+01    0.83068E-07    0.30380E-02   -0.18319E-04
     6    0.88171E+03    0.69312E-01    0.00000E+00    0.36701E+01    0.90538E-07    0.29333E-02   -0.14613E-04
     7    0.85724E+03    0.45692E-01    0.00000E+00    0.30913E+01    0.97121E-07    0.28267E-02   -0.10073E-04
     8    0.84089E+03    0.27044E-01    0.00000E+00    0.25351E+01    0.10295E-06    0.27195E-02   -0.54697E-05
     9    0.83086E+03    0.15747E-01    0.00000E+00    0.20477E+01    0.10815E-06    0.26115E-02   -0.14491E-05
    10    0.82578E+03    0.10597E-01    0.00000E+00    0.16556E+01    0.11278E-06    0.25054E-02    0.15913E-05
    11    0.82427E+03    0.89295E-02    0.00000E+00    0.13703E+01    0.11695E-06    0.24066E-02    0.35289E-05
    12    0.82652E+03    0.84285E-02    0.00000E+00    0.11945E+01    0.12068E-06    0.23169E-02    0.43830E-05
    13    0.83074E+03    0.78064E-02    0.00000E+00    0.11092E+01    0.12401E-06    0.22351E-02    0.42449E-05
    14    0.83599E+03    0.69157E-02    0.00000E+00    0.10897E+01    0.12702E-06    0.21597E-02    0.32691E-05
    15    0.84263E+03    0.60619E-02    0.00000E+00    0.11177E+01    0.12971E-06    0.20881E-02    0.18373E-05
    16    0.85109E+03    0.55606E-02    0.00000E+00    0.11773E+01    0.13213E-06    0.20184E-02    0.34420E-06
    17    0.86127E+03    0.55371E-02    0.00000E+00    0.12519E+01    0.13431E-06    0.19517E-02   -0.95790E-06
    18    0.87217E+03    0.58449E-02    0.00000E+00    0.13280E+01    0.13626E-06    0.18895E-02   -0.18997E-05
    19    0.88464E+03    0.62902E-02    0.00000E+00    0.13977E+01    0.13801E-06    0.18311E-02   -0.24967E-05
    20    0.89700E+03    0.67585E-02    0.00000E+00    0.14536E+01    0.13956E-06    0.17753E-02   -0.27882E-05
    21    0.90961E+03    0.72346E-02    0.00000E+00    0.14994E+01    0.14094E-06    0.17216E-02   -0.27329E-05
    22    0.92276E+03    0.78166E-02    0.00000E+00    0.15398E+01    0.14216E-06    0.16695E-02   -0.23130E-05
    23    0.93624E+03    0.85982E-02    0.00000E+00    0.15766E+01    0.14324E-06    0.16195E-02   -0.16847E-05
    24    0.95014E+03    0.96266E-02    0.00000E+00    0.16115E+01    0.14418E-06    0.15719E-02   -0.10386E-05
    25    0.96438E+03    0.10940E-01    0.00000E+00    0.16472E+01    0.14500E-06    0.15268E-02   -0.53588E-06
    26    0.97878E+03    0.12523E-01    0.00000E+00    0.16874E+01    0.14571E-06    0.14840E-02   -0.28478E-06
    27    0.99357E+03    0.14322E-01    0.00000E+00    0.17304E+01    0.14632E-06    0.14431E-02   -0.21487E-06
    28    0.10086E+04    0.16310E-01    0.00000E+00    0.17750E+01    0.14683E-06    0.14039E-02   -0.23124E-06
    29    0.10239E+04    0.18490E-01    0.00000E+00    0.18198E+01    0.14725E-06    0.13665E-02   -0.31630E-06
    30    0.10395E+04    0.20877E-01    0.00000E+00    0.18621E+01    0.14758E-06    0.13314E-02   -0.47431E-06
    31    0.10551E+04    0.23461E-01    0.00000E+00    0.18991E+01    0.14782E-06    0.12980E-02   -0.71977E-06
    32    0.10710E+04    0.26218E-01    0.00000E+00    0.19279E+01    0.14800E-06    0.12659E-02   -0.10462E-05
    33    0.10873E+04    0.29148E-01    0.00000E+00    0.19451E+01    0.14811E-06    0.12349E-02   -0.13536E-05
    34    0.11038E+04    0.32270E-01    0.00000E+00    0.19491E+01    0.14815E-06    0.12046E-02   -0.15340E-05
    35    0.11204E+04    0.35594E-01    0.00000E+00    0.19431E+01    0.14814E-06    0.11750E-02   -0.15409E-05
    36    0.11371E+04    0.39135E-01    0.00000E+00    0.19290E+01    0.14808E-06    0.11461E-02   -0.13717E-05
    37    0.11539E+04    0.42896E-01    0.00000E+00    0.19027E+01    0.14796E-06    0.11187E-02   -0.11368E-05
    38    0.11711E+04    0.46884E-01    0.00000E+00    0.18622E+01    0.14780E-06    0.10930E-02   -0.94621E-06
    39    0.11886E+04    0.51116E-01    0.00000E+00    0.18099E+01    0.14760E-06    0.10687E-02   -0.79689E-06
    40    0.12063E+04    0.55611E-01    0.00000E+00    0.17497E+01    0.14736E-06    0.10453E-02   -0.65761E-06
    41    0.12241E+04    0.60392E-01    0.00000E+00    0.16840E+01    0.14707E-06    0.10224E-02   -0.50617E-06
    42    0.12420E+04    0.65462E-01    0.00000E+00    0.16109E+01    0.14675E-06    0.10001E-02   -0.35598E-06
    43    0.12600E+04    0.70818E-01    0.00000E+00    0.15279E+01    0.14639E-06    0.97830E-03   -0.22927E-06
    44    0.12779E+04    0.76444E-01    0.00000E+00    0.14332E+01    0.14600E-06    0.95726E-03   -0.14820E-06
    45    0.12962E+04    0.82331E-01    0.00000E+00    0.13249E+01    0.14559E-06    0.93703E-03   -0.13488E-06
    46    0.13148E+04    0.88478E-01    0.00000E+00    0.12000E+01    0.14514E-06    0.91767E-03   -0.20272E-06
    47    0.13335E+04    0.94884E-01    0.00000E+00    0.10601E+01    0.14467E-06    0.89906E-03   -0.33058E-06
    48    0.13522E+04    0.10156E+00    0.00000E+00    0.91058E+00    0.14418E-06    0.88104E-03   -0.48877E-06
    49    0.13711E+04    0.10848E+00    0.00000E+00    0.75608E+00    0.14367E-06    0.86345E-03   -0.64765E-06
    50    0.13904E+04    0.11563E+00    0.00000E+00    0.59462E+00    0.14313E-06    0.84612E-03   -0.77770E-06
    51    0.14098E+04    0.12298E+00    0.00000E+00    0.42241E+00    0.14258E-06    0.82895E-03   -0.85649E-06
    52    0.14297E+04    0.13062E+00    0.00000E+00    0.23426E+00    0.14201E-06    0.81204E-03   -0.88989E-06
    53    0.14495E+04    0.13870E+00    0.00000E+00    0.26467E-01    0.14143E-06    0.79556E-03   -0.89078E-06
    54    0.14693E+04    0.14720E+00    0.00000E+00   -0.19668E+00    0.14083E-06    0.77968E-03   -0.87203E-06
    55    0.14891E+04    0.15610E+00    0.00000E+00   -0.43080E+00    0.14022E-06    0.76455E-03   -0.84647E-06
    56    0.15094E+04    0.16526E+00    0.00000E+00   -0.67758E+00    0.13959E-06    0.75028E-03   -0.82416E-06
    57    0.15299E+04    0.17457E+00    0.00000E+00   -0.93672E+00    0.13896E-06    0.73679E-03   -0.80416E-06
    58    0.15507E+04    0.18404E+00    0.00000E+00   -0.12087E+01    0.13831E-06    0.72393E-03   -0.78280E-06
    59    0.15716E+04    0.19371E+00    0.00000E+00   -0.14939E+01    0.13765E-06    0.71158E-03   -0.75642E-06
    60    0.15927E+04    0.20364E+00    0.00000E+00   -0.17914E+01    0.13698E-06    0.69958E-03   -0.72135E-06
    61    0.16143E+04    0.21392E+00    0.00000E+00   -0.21002E+01    0.13631E-06    0.68782E-03   -0.67557E-06
    62    0.16357E+04    0.22453E+00    0.00000E+00   -0.24214E+01    0.13562E-06    0.67625E-03   -0.62363E-06
    63    0.16573E+04    0.23544E+00    0.00000E+00   -0.27565E+01    0.13493E-06    0.66482E-03   -0.57170E-06
    64    0.16792E+04    0.24665E+00    0.00000E+00   -0.31070E+01    0.13423E-06    0.65351E-03   -0.52593E-06
    65    0.17011E+04    0.25814E+00    0.00000E+00   -0.34738E+01    0.13352E-06    0.64227E-03   -0.49248E-06
    66    0.17234E+04    0.26983E+00    0.00000E+00   -0.38555E+01    0.13281E-06    0.63110E-03   -0.47660E-06
    67    0.17458E+04    0.28173E+00    0.00000E+00   -0.42489E+01    0.13210E-06    0.62006E-03   -0.47995E-06
    68    0.17687E+04    0.29387E+00    0.00000E+00   -0.46522E+01    0.13139E-06    0.60926E-03   -0.50329E-06
    69    0.17917E+04    0.30623E+00    0.00000E+00   -0.50634E+01    0.13067E-06    0.59878E-03   -0.54738E-06
    70    0.18151E+04    0.31885E+00    0.00000E+00   -0.54838E+01    0.12995E-06    0.58874E-03   -0.61300E-06
    71    0.18385E+04    0.33170E+00    0.00000E+00   -0.59155E+01    0.12923E-06    0.57919E-03   -0.69821E-06
    72    0.18622E+04    0.34478E+00    0.00000E+00   -0.63601E+01    0.12850E-06    0.57010E-03   -0.79032E-06
    73    0.18860E+04    0.35803E+00    0.00000E+00   -0.68180E+01    0.12778E-06    0.56140E-03   -0.87395E-06
    74    0.19100E+04    0.37146E+00    0.00000E+00   -0.72886E+01    0.12705E-06    0.55305E-03   -0.93375E-06
    75    0.19343E+04    0.38507E+00    0.00000E+00   -0.77703E+01    0.12633E-06    0.54496E-03   -0.95437E-06
    76    0.19589E+04    0.39885E+00    0.00000E+00   -0.82627E+01    0.12560E-06    0.53709E-03   -0.92586E-06
    77    0.19838E+04    0.41281E+00    0.00000E+00   -0.87656E+01    0.12487E-06    0.52938E-03   -0.85970E-06
    78    0.20090E+04    0.42697E+00    0.00000E+00   -0.92805E+01    0.12414E-06    0.52181E-03   -0.77272E-06
    79    0.20345E+04    0.44127E+00    0.00000E+00   -0.98038E+01    0.12341E-06    0.51434E-03   -0.68174E-06
    80    0.20602E+04    0.45571E+00    0.00000E+00   -0.10337E+02    0.12268E-06    0.50692E-03   -0.60356E-06
    81    0.20861E+04    0.47025E+00    0.00000E+00   -0.10881E+02    0.12195E-06    0.49952E-03   -0.55192E-06
    82    0.21122E+04    0.48490E+00    0.00000E+00   -0.11434E+02    0.12122E-06    0.49219E-03   -0.52842E-06
    83    0.21386E+04    0.49964E+00    0.00000E+00   -0.11995E+02    0.12049E-06    0.48494E-03   -0.53160E-06
    84    0.21652E+04    0.51447E+00    0.00000E+00   -0.12564E+02    0.11977E-06    0.47782E-03   -0.56002E-06
    85    0.21919E+04    0.52937E+00    0.00000E+00   -0.13141E+02    0.11904E-06    0.47086E-03   -0.61223E-06
    86    0.22188E+04    0.54433E+00    0.00000E+00   -0.13725E+02    0.11832E-06    0.46410E-03   -0.68565E-06
    87    0.22461E+04    0.55935E+00    0.00000E+00   -0.14314E+02    0.11760E-06    0.45753E-03   -0.77323E-06
    88    0.22735E+04    0.57441E+00    0.00000E+00   -0.14910E+02    0.11689E-06    0.45113E-03   -0.86674E-06
    89    0.23012E+04    0.58953E+00    0.00000E+00   -0.15513E+02    0.11618E-06    0.44491E-03   -0.95802E-06
    90    0.23291E+04    0.60465E+00    0.00000E+00   -0.16121E+02    0.11547E-06    0.43885E-03   -0.10389E-05
    91    0.23571E+04    0.61977E+00    0.00000E+00   -0.16735E+02    0.11476E-06    0.43294E-03   -0.11027E-05
    92    0.23854E+04    0.63487E+00    0.00000E+00   -0.17354E+02    0.11405E-06    0.42717E-03   -0.11493E-05
    93    0.24140E+04    0.64996E+00    0.00000E+00   -0.17978E+02    0.11335E-06    0.42155E-03   -0.11801E-05
    94    0.24427E+04    0.66498E+00    0.00000E+00   -0.18605E+02    0.11266E-06    0.41606E-03   -0.11963E-05
    95    0.24717E+04    0.67995E+00    0.00000E+00   -0.19237E+02    0.11196E-06    0.41070E-03   -0.11994E-05
    96    0.25006E+04    0.69484E+00    0.00000E+00   -0.19872E+02    0.11127E-06    0.40547E-03   -0.11908E-05
    97    0.25300E+04    0.70965E+00    0.00000E+00   -0.20510E+02    0.11058E-06    0.40036E-03   -0.11717E-05
    98    0.25596E+04    0.72436E+00    0.00000E+00   -0.21148E+02    0.10990E-06    0.39536E-03   -0.11436E-05
    99    0.25893E+04    0.73894E+00    0.00000E+00   -0.21791E+02    0.10922E-06    0.39048E-03   -0.11078E-05
   100    0.26193E+04    0.75339E+00    0.00000E+00   -0.22432E+02    0.10854E-06    0.38570E-03   -0.10657E-05
   101    0.26494E+04    0.76776E+00    0.00000E+00   -0.23076E+02    0.10787E-06    0.38102E-03   -0.10187E-05
   102    0.26800E+04    0.78192E+00    0.00000E+00   -0.23720E+02    0.10720E-06    0.37644E-03   -0.96803E-06
   103    0.27106E+04    0.79593E+00    0.00000E+00   -0.24365E+02    0.10653E-06    0.37196E-03   -0.91514E-06
   104    0.27414E+04    0.80980E+00    0.00000E+00   -0.25008E+02    0.10587E-06    0.36756E-03   -0.86136E-06
   105    0.27723E+04    0.82345E+00    0.00000E+00   -0.25650E+02    0.10521E-06    0.36324E-03   -0.80806E-06
   106    0.28035E+04    0.83696E+00    0.00000E+00   -0.26290E+02    0.10456E-06    0.35900E-03   -0.75659E-06
   107    0.28346E+04    0.85017E+00    0.00000E+00   -0.26929E+02    0.10391E-06    0.35483E-03   -0.70830E-06
   108    0.28661E+04    0.86317E+00    0.00000E+00   -0.27565E+02    0.10326E-06    0.35073E-03   -0.66455E-06
   109    0.28977E+04    0.87587E+00    0.00000E+00   -0.28197E+02    0.10262E-06    0.34669E-03   -0.62669E-06
   110    0.29294E+04    0.88829E+00    0.00000E+00   -0.28825E+02    0.10198E-06    0.34271E-03   -0.59608E-06
   111    0.29613E+04    0.90048E+00    0.00000E+00   -0.29450E+02    0.10135E-06    0.33878E-03   -0.57373E-06
   112    0.29933E+04    0.91239E+00    0.00000E+00   -0.30070E+02    0.10072E-06    0.33491E-03   -0.55933E-06
   113    0.30256E+04    0.92400E+00    0.00000E+00   -0.30685E+02    0.10010E-06    0.33109E-03   -0.55223E-06
   114    0.30579E+04    0.93525E+00    0.00000E+00   -0.31293E+02    0.99475E-07    0.32733E-03   -0.55179E-06
   115    0.30905E+04    0.94629E+00    0.00000E+00   -0.31895E+02    0.98859E-07    0.32361E-03   -0.55735E-06
   116    0.31231E+04    0.95688E+00    0.00000E+00   -0.32490E+02    0.98247E-07    0.31996E-03   -0.56827E-06
   117    0.31560E+04    0.96710E+00    0.00000E+00   -0.33076E+02    0.97640E-07    0.31635E-03   -0.58390E-06
   118    0.31890E+04    0.97711E+00    0.00000E+00   -0.33656E+02    0.97037E-07    0.31280E-03   -0.60359E-06
   119    0.32221E+04    0.98675E+00    0.00000E+00   -0.34226E+02    0.96439E-07    0.30931E-03   -0.62671E-06
   120    0.32553E+04    0.99588E+00    0.00000E+00   -0.34787E+02    0.95845E-07    0.30587E-03   -0.65259E-06
   121    0.32885E+04    0.10048E+01    0.00000E+00   -0.35338E+02    0.95255E-07    0.30248E-03   -0.68061E-06
   122    0.33218E+04    0.10132E+01    0.00000E+00   -0.35879E+02    0.94669E-07    0.29915E-03   -0.71011E-06
   123    0.33551E+04    0.10211E+01    0.00000E+00   -0.36410E+02    0.94088E-07    0.29588E-03   -0.74044E-06
   124    0.33886E+04    0.10287E+01    0.00000E+00   -0.36928E+02    0.93511E-07    0.29265E-03   -0.77097E-06
   125    0.34220E+04    0.10359E+01    0.00000E+00   -0.37434E+02    0.92938E-07    0.28949E-03   -0.80104E-06
   126    0.34556E+04    0.10426E+01    0.00000E+00   -0.37929E+02    0.92370E-07    0.28638E-03   -0.83002E-06
   127    0.34891E+04    0.10489E+01    0.00000E+00   -0.38411E+02    0.91806E-07    0.28332E-03   -0.85726E-06
   128    0.35226E+04    0.10548E+01    0.00000E+00   -0.38879E+02    0.91246E-07    0.28032E-03   -0.88211E-06
   129    0.35563E+04    0.10602E+01    0.00000E+00   -0.39334E+02    0.90691E-07    0.27738E-03   -0.90393E-06
   130    0.35899E+04    0.10650E+01    0.00000E+00   -0.39774E+02    0.90140E-07    0.27449E-03   -0.92209E-06
   131    0.36235E+04    0.10695E+01    0.00000E+00   -0.40200E+02    0.89594E-07    0.27165E-03   -0.93608E-06
   132    0.36572E+04    0.10735E+01    0.00000E+00   -0.40610E+02    0.89051E-07    0.26887E-03   -0.94605E-06
   133    0.36909E+04    0.10770E+01    0.00000E+00   -0.41007E+02    0.88513E-07    0.26614E-03   -0.95227E-06
   134    0.37245E+04    0.10801E+01    0.00000E+00   -0.41384E+02    0.87980E-07    0.26347E-03   -0.95504E-06
   135    0.37581E+04    0.10827E+01    0.00000E+00   -0.41746E+02    0.87450E-07    0.26084E-03   -0.95464E-06
   136    0.37916E+04    0.10847E+01    0.00000E+00   -0.42089E+02    0.86925E-07    0.25825E-03   -0.95135E-06
   137    0.38252E+04    0.10864E+01    0.00000E+00   -0.42415E+02    0.86404E-07    0.25572E-03   -0.94546E-06
   138    0.38586E+04    0.10874E+01    0.00000E+00   -0.42722E+02    0.85887E-07    0.25322E-03   -0.93726E-06
   139    0.38918E+04    0.10882E+01    0.00000E+00   -0.43010E+02    0.85374E-07    0.25077E-03   -0.92703E-06
   140    0.39252E+04    0.10883E+01    0.00000E+00   -0.43280E+02    0.84865E-07    0.24835E-03   -0.91505E-06
   141    0.39583E+04    0.10879E+01    0.00000E+00   -0.43530E+02    0.84360E-07    0.24598E-03   -0.90162E-06
   142    0.39914E+04    0.10871E+01    0.00000E+00   -0.43759E+02    0.83859E-07    0.24363E-03   -0.88701E-06
   143    0.40244E+04    0.10858E+01    0.00000E+00   -0.43969E+02    0.83362E-07    0.24133E-03   -0.87152E-06
   144    0.40573E+04    0.10841E+01    0.00000E+00   -0.44159E+02    0.82870E-07    0.23905E-03   -0.85542E-06
   145    0.40900E+04    0.10819E+01    0.00000E+00   -0.44327E+02    0.82381E-07    0.23680E-03   -0.83901E-06
   146    0.41227E+04    0.10792E+01    0.00000E+00   -0.44474E+02    0.81896E-07    0.23459E-03   -0.82256E-06
   147    0.41552E+04    0.10761E+01    0.00000E+00   -0.44598E+02    0.81415E-07    0.23239E-03   -0.80636E-06
   148    0.41875E+04    0.10724E+01    0.00000E+00   -0.44701E+02    0.80937E-07    0.23023E-03   -0.79069E-06
   149    0.42197E+04    0.10683E+01    0.00000E+00   -0.44782E+02    0.80464E-07    0.22808E-03   -0.77585E-06
   150    0.42517E+04    0.10639E+01    0.00000E+00   -0.44838E+02    0.79995E-07    0.22596E-03   -0.76210E-06
   151    0.42835E+04    0.10590E+01    0.00000E+00   -0.44872E+02    0.79529E-07    0.22385E-03   -0.74969E-06
   152    0.43150E+04    0.10536E+01    0.00000E+00   -0.44882E+02    0.79067E-07    0.22177E-03   -0.73858E-06
   153    0.43464E+04    0.10479E+01    0.00000E+00   -0.44867E+02    0.78608E-07    0.21970E-03   -0.72869E-06
   154    0.43776E+04    0.10417E+01    0.00000E+00   -0.44829E+02    0.78154E-07    0.21766E-03   -0.71993E-06
   155    0.44086E+04    0.10352E+01    0.00000E+00   -0.44767E+02    0.77703E-07    0.21563E-03   -0.71223E-06
   156    0.44393E+04    0.10283E+01    0.00000E+00   -0.44680E+02    0.77255E-07    0.21362E-03   -0.70550E-06
   157    0.44698E+04    0.10211E+01    0.00000E+00   -0.44568E+02    0.76812E-07    0.21163E-03   -0.69965E-06
   158    0.45001E+04    0.10135E+01    0.00000E+00   -0.44431E+02    0.76372E-07    0.20966E-03   -0.69459E-06
   159    0.45301E+04    0.10055E+01    0.00000E+00   -0.44269E+02    0.75935E-07    0.20772E-03   -0.69026E-06
   160    0.45598E+04    0.99725E+00    0.00000E+00   -0.44081E+02    0.75502E-07    0.20579E-03   -0.68656E-06
   161    0.45894E+04    0.98874E+00    0.00000E+00   -0.43868E+02    0.75073E-07    0.20388E-03   -0.68340E-06
   162    0.46186E+04    0.97986E+00    0.00000E+00   -0.43629E+02    0.74647E-07    0.20199E-03   -0.68071E-06
   163    0.46477E+04    0.97068E+00    0.00000E+00   -0.43365E+02    0.74224E-07    0.20013E-03   -0.67840E-06
   164    0.46764E+04    0.96128E+00    0.00000E+00   -0.43075E+02    0.73805E-07    0.19828E-03   -0.67638E-06
   165    0.47049E+04    0.95159E+00    0.00000E+00   -0.42758E+02    0.73390E-07    0.19646E-03   -0.67458E-06
   166    0.47331E+04    0.94174E+00    0.00000E+00   -0.42415E+02    0.72978E-07    0.19465E-03   -0.67291E-06
   167    0.47611E+04    0.93152E+00    0.00000E+00   -0.42047E+02    0.72569E-07    0.19287E-03   -0.67128E-06
   168    0.47886E+04    0.92130E+00    0.00000E+00   -0.41652E+02    0.72163E-07    0.19111E-03   -0.66961E-06
   169    0.48159E+04    0.91079E+00    0.00000E+00   -0.41229E+02    0.71761E-07    0.18936E-03   -0.66782E-06
   170    0.48428E+04    0.90019E+00    0.00000E+00   -0.40781E+02    0.71363E-07    0.18765E-03   -0.66582E-06
   171    0.48693E+04    0.88952E+00    0.00000E+00   -0.40304E+02    0.70967E-07    0.18595E-03   -0.66354E-06
   172    0.48954E+04    0.87871E+00    0.00000E+00   -0.39801E+02    0.70575E-07    0.18427E-03   -0.66088E-06
   173    0.49210E+04    0.86774E+00    0.00000E+00   -0.39271E+02    0.70186E-07    0.18262E-03   -0.65776E-06
   174    0.49463E+04    0.85691E+00    0.00000E+00   -0.38715E+02    0.69800E-07    0.18098E-03   -0.65410E-06
   175    0.49713E+04    0.84594E+00    0.00000E+00   -0.38131E+02    0.69418E-07    0.17937E-03   -0.64982E-06
   176    0.49957E+04    0.83504E+00    0.00000E+00   -0.37519E+02    0.69038E-07    0.17778E-03   -0.64484E-06
   177    0.50197E+04    0.82413E+00    0.00000E+00   -0.36882E+02    0.68662E-07    0.17622E-03   -0.63919E-06
   178    0.50433E+04    0.81344E+00    0.00000E+00   -0.36217E+02    0.68289E-07    0.17467E-03   -0.63287E-06
   179    0.50664E+04    0.80268E+00    0.00000E+00   -0.35524E+02    0.67919E-07    0.17315E-03   -0.62593E-06
   180    0.50892E+04    0.79206E+00    0.00000E+00   -0.34806E+02    0.67552E-07    0.17164E-03   -0.61837E-06
   181    0.51115E+04    0.78158E+00    0.00000E+00   -0.34061E+02    0.67188E-07    0.17016E-03   -0.61024E-06
   182    0.51333E+04    0.77132E+00    0.00000E+00   -0.33290E+02    0.66827E-07    0.16869E-03   -0.60155E-06
   183    0.51546E+04    0.76121E+00    0.00000E+00   -0.32492E+02    0.66469E-07    0.16724E-03   -0.59232E-06
   184    0.51756E+04    0.75131E+00    0.00000E+00   -0.31668E+02    0.66114E-07    0.16581E-03   -0.58259E-06
   185    0.51960E+04    0.74177E+00    0.00000E+00   -0.30819E+02    0.65762E-07    0.16440E-03   -0.57238E-06
   186    0.52157E+04    0.73246E+00    0.00000E+00   -0.29942E+02    0.65413E-07    0.16301E-03   -0.56172E-06
   187    0.52351E+04    0.72352E+00    0.00000E+00   -0.29040E+02    0.65066E-07    0.16163E-03   -0.55062E-06
   188    0.52541E+04    0.71492E+00    0.00000E+00   -0.28113E+02    0.64723E-07    0.16027E-03   -0.53912E-06
   189    0.52725E+04    0.70670E+00    0.00000E+00   -0.27161E+02    0.64382E-07    0.15892E-03   -0.52724E-06
   190    0.52907E+04    0.69893E+00    0.00000E+00   -0.26184E+02    0.64044E-07    0.15759E-03   -0.51501E-06
   191    0.53080E+04    0.69161E+00    0.00000E+00   -0.25181E+02    0.63708E-07    0.15628E-03   -0.50245E-06
   192    0.53250E+04    0.68477E+00    0.00000E+00   -0.24154E+02    0.63376E-07    0.15498E-03   -0.48958E-06
   193    0.53413E+04    0.67846E+00    0.00000E+00   -0.23103E+02    0.63046E-07    0.15369E-03   -0.47644E-06
   194    0.53573E+04    0.67270E+00    0.00000E+00   -0.22028E+02    0.62718E-07    0.15241E-03   -0.46304E-06
   195    0.53727E+04    0.66753E+00    0.00000E+00   -0.20929E+02    0.62394E-07    0.15115E-03   -0.44941E-06
   196    0.53875E+04    0.66299E+00    0.00000E+00   -0.19807E+02    0.62071E-07    0.14990E-03   -0.43559E-06
   197    0.54019E+04    0.65912E+00    0.00000E+00   -0.18663E+02    0.61752E-07    0.14866E-03   -0.42158E-06
   198    0.54157E+04    0.65595E+00    0.00000E+00   -0.17496E+02    0.61435E-07    0.14744E-03   -0.40742E-06
   199    0.54291E+04    0.65350E+00    0.00000E+00   -0.16306E+02    0.61120E-07    0.14622E-03   -0.39314E-06
   200    0.54419E+04    0.65181E+00    0.00000E+00   -0.15095E+02    0.60808E-07    0.14501E-03   -0.37875E-06
   201    0.54541E+04    0.65095E+00    0.00000E+00   -0.13862E+02    0.60499E-07    0.14382E-03   -0.36428E-06
   202    0.54658E+04    0.65090E+00    0.00000E+00   -0.12608E+02    0.60191E-07    0.14263E-03   -0.34974E-06
   203    0.54770E+04    0.65174E+00    0.00000E+00   -0.11333E+02    0.59886E-07    0.14145E-03   -0.33513E-06
   204    0.54874E+04    0.65349E+00    0.00000E+00   -0.10040E+02    0.59584E-07    0.14028E-03   -0.32046E-06
   205    0.54974E+04    0.65619E+00    0.00000E+00   -0.87252E+01    0.59284E-07    0.13913E-03   -0.30573E-06
   206    0.55067E+04    0.65988E+00    0.00000E+00   -0.73914E+01    0.58986E-07    0.13798E-03   -0.29093E-06
   207    0.55154E+04    0.66458E+00    0.00000E+00   -0.60385E+01    0.58691E-07    0.13684E-03   -0.27609E-06
   208    0.55235E+04    0.67034E+00    0.00000E+00   -0.46672E+01    0.58397E-07    0.13571E-03   -0.26120E-06
   209    0.55309E+04    0.67719E+00    0.00000E+00   -0.32777E+01    0.58107E-07    0.13458E-03   -0.24626E-06
   210    0.55378E+04    0.68517E+00    0.00000E+00   -0.18709E+01    0.57818E-07    0.13347E-03   -0.23128E-06
   211    0.55441E+04    0.69432E+00    0.00000E+00   -0.44697E+00    0.57531E-07    0.13237E-03   -0.21626E-06
   212    0.55496E+04    0.70466E+00    0.00000E+00    0.99327E+00    0.57247E-07    0.13127E-03   -0.20121E-06
   213    0.55546E+04    0.71624E+00    0.00000E+00    0.24498E+01    0.56965E-07    0.13019E-03   -0.18613E-06
   214    0.55590E+04    0.72906E+00    0.00000E+00    0.39215E+01    0.56685E-07    0.12911E-03   -0.17102E-06
   215    0.55628E+04    0.74330E+00    0.00000E+00    0.54077E+01    0.56408E-07    0.12804E-03   -0.15589E-06
   216    0.55659E+04    0.75878E+00    0.00000E+00    0.69087E+01    0.56132E-07    0.12698E-03   -0.14075E-06
   217    0.55685E+04    0.77566E+00    0.00000E+00    0.84227E+01    0.55859E-07    0.12593E-03   -0.12559E-06
   218    0.55704E+04    0.79393E+00    0.00000E+00    0.99498E+01    0.55588E-07    0.12489E-03   -0.11042E-06
   219    0.55718E+04    0.81359E+00    0.00000E+00    0.11491E+02    0.55318E-07    0.12386E-03   -0.95241E-07
   220    0.55725E+04    0.83480E+00    0.00000E+00    0.13042E+02    0.55051E-07    0.12283E-03   -0.80063E-07
   221    0.55727E+04    0.85747E+00    0.00000E+00    0.14605E+02    0.54786E-07    0.12181E-03   -0.64887E-07
   222    0.55723E+04    0.88177E+00    0.00000E+00    0.16178E+02    0.54523E-07    0.12080E-03   -0.49717E-07
   223    0.55711E+04    0.90761E+00    0.00000E+00    0.17763E+02    0.54262E-07    0.11980E-03   -0.34556E-07
   224    0.55695E+04    0.93499E+00    0.00000E+00    0.19355E+02    0.54003E-07    0.11881E-03   -0.19409E-07
   225    0.55672E+04    0.96406E+00    0.00000E+00    0.20957E+02    0.53746E-07    0.11782E-03   -0.42794E-08
   226    0.55644E+04    0.99482E+00    0.00000E+00    0.22566E+02    0.53490E-07    0.11685E-03    0.10829E-07
   227    0.55609E+04    0.10273E+01    0.00000E+00    0.24184E+02    0.53237E-07    0.11588E-03    0.25912E-07
   228    0.55568E+04    0.10614E+01    0.00000E+00    0.25808E+02    0.52986E-07    0.11492E-03    0.40965E-07
   229    0.55522E+04    0.10973E+01    0.00000E+00    0.27438E+02    0.52736E-07    0.11396E-03    0.55986E-07
   230    0.55469E+04    0.11350E+01    0.00000E+00    0.29073E+02    0.52489E-07    0.11302E-03    0.70969E-07
   231    0.55409E+04    0.11745E+01    0.00000E+00    0.30714E+02    0.52243E-07    0.11208E-03    0.85912E-07
