#    L    TT             EE             BB             TE             PP             TP             EP          
  1061    0.10820E+04    0.30617E+02    0.00000E+00   -0.82874E+02    0.52383E-08    0.23369E-06    0.54768E-06
  1062    0.10854E+04    0.30312E+02    0.00000E+00   -0.83148E+02    0.52285E-08    0.21675E-06    0.54358E-06
  1063    0.10886E+04    0.30006E+02    0.00000E+00   -0.83393E+02    0.52187E-08    0.20013E-06    0.53944E-06
  1064    0.10919E+04    0.29700E+02    0.00000E+00   -0.83622E+02    0.52090E-08    0.18383E-06    0.53527E-06
  1065    0.10953E+04    0.29392E+02    0.00000E+00   -0.83822E+02    0.51993E-08    0.16785E-06    0.53105E-06
  1066    0.10986E+04    0.29083E+02    0.00000E+00   -0.83992E+02    0.51896E-08    0.15220E-06    0.52680E-06
  1067    0.11020E+04    0.28775E+02    0.00000E+00   -0.84133E+02    0.51799E-08    0.13686E-06    0.52250E-06
  1068    0.11054E+04    0.28465E+02    0.00000E+00   -0.84251E+02    0.51703E-08    0.12184E-06    0.51817E-06
  1069    0.11087E+04    0.28157E+02    0.00000E+00   -0.84354E+02    0.51607E-08    0.10714E-06    0.51380E-06
  1070    0.11122E+04    0.27847E+02    0.00000E+00   -0.84427E+02    0.51511E-08    0.92760E-07    0.50940E-06
  1071    0.11155E+04    0.27538E+02    0.00000E+00   -0.84471E+02    0.51415E-08    0.78697E-07    0.50496E-06
  1072    0.11188E+04    0.27228E+02    0.00000E+00   -0.84485E+02    0.51320E-08    0.64952E-07    0.50048E-06
  1073    0.11223E+04    0.26919E+02    0.00000E+00   -0.84476E+02    0.51225E-08    0.51524E-07    0.49597E-06
  1074    0.11256E+04    0.26611E+02    0.00000E+00   -0.84445E+02    0.51130E-08    0.38412E-07    0.49143E-06
  1075    0.11290E+04    0.26301E+02    0.00000E+00   -0.84391E+02    0.51035E-08    0.25617E-07    0.48685E-06
  1076    0.11323E+04    0.25994E+02    0.00000E+00   -0.84308E+02    0.50940E-08    0.13137E-07    0.48225E-06
  1077    0.11356E+04    0.25686E+02    0.00000E+00   -0.84210E+02    0.50846E-08    0.97256E-09    0.47761E-06
  1078    0.11389E+04    0.25381E+02    0.00000E+00   -0.84067E+02    0.50752E-08   -0.10877E-07    0.47294E-06
  1079    0.11421E+04    0.25075E+02    0.00000E+00   -0.83916E+02    0.50658E-08   -0.22413E-07    0.46824E-06
  1080    0.11454E+04    0.24770E+02    0.00000E+00   -0.83743E+02    0.50565E-08   -0.33634E-07    0.46351E-06
  1081    0.11486E+04    0.24467E+02    0.00000E+00   -0.83540E+02    0.50471E-08   -0.44542E-07    0.45875E-06
  1082    0.11517E+04    0.24166E+02    0.00000E+00   -0.83315E+02    0.50378E-08   -0.55137E-07    0.45397E-06
  1083    0.11549E+04    0.23865E+02    0.00000E+00   -0.83067E+02    0.50285E-08   -0.65420E-07    0.44915E-06
  1084    0.11581E+04    0.23566E+02    0.00000E+00   -0.82796E+02    0.50192E-08   -0.75391E-07    0.44431E-06
  1085    0.11612E+04    0.23268E+02    0.00000E+00   -0.82496E+02    0.50100E-08   -0.85050E-07    0.43945E-06
  1086    0.11643E+04    0.22973E+02    0.00000E+00   -0.82188E+02    0.50008E-08   -0.94398E-07    0.43456E-06
  1087    0.11673E+04    0.22680E+02    0.00000E+00   -0.81835E+02    0.49916E-08   -0.10344E-06    0.42965E-06
  1088    0.11702E+04    0.22386E+02    0.00000E+00   -0.81475E+02    0.49824E-08   -0.11216E-06    0.42471E-06
  1089    0.11732E+04    0.22097E+02    0.00000E+00   -0.81084E+02    0.49732E-08   -0.12058E-06    0.41975E-06
  1090    0.11761E+04    0.21809E+02    0.00000E+00   -0.80686E+02    0.49641E-08   -0.12869E-06    0.41476E-06
  1091    0.11789E+04    0.21523E+02    0.00000E+00   -0.80251E+02    0.49550E-08   -0.13649E-06    0.40976E-06
  1092    0.11818E+04    0.21239E+02    0.00000E+00   -0.79800E+02    0.49459E-08   -0.14398E-06    0.40474E-06
  1093    0.11846E+04    0.20958E+02    0.00000E+00   -0.79327E+02    0.49368E-08   -0.15116E-06    0.39969E-06
  1094    0.11871E+04    0.20679E+02    0.00000E+00   -0.78838E+02    0.49278E-08   -0.15804E-06    0.39462E-06
  1095    0.11899E+04    0.20405E+02    0.00000E+00   -0.78335E+02    0.49187E-08   -0.16461E-06    0.38954E-06
  1096    0.11925E+04    0.20131E+02    0.00000E+00   -0.77801E+02    0.49097E-08   -0.17087E-06    0.38444E-06
  1097    0.11950E+04    0.19861E+02    0.00000E+00   -0.77245E+02    0.49008E-08   -0.17683E-06    0.37932E-06
  1098    0.11975E+04    0.19594E+02    0.00000E+00   -0.76674E+02    0.48918E-08   -0.18248E-06    0.37419E-06
  1099    0.11999E+04    0.19330E+02    0.00000E+00   -0.76087E+02    0.48828E-08   -0.18783E-06    0.36903E-06
  1100    0.12023E+04    0.19070E+02    0.00000E+00   -0.75478E+02    0.48739E-08   -0.19287E-06    0.36387E-06
  1101    0.12046E+04    0.18812E+02    0.00000E+00   -0.74851E+02    0.48650E-08   -0.19761E-06    0.35869E-06
  1102    0.12070E+04    0.18557E+02    0.00000E+00   -0.74205E+02    0.48562E-08   -0.20205E-06    0.35349E-06
  1103    0.12091E+04    0.18307E+02    0.00000E+00   -0.73542E+02    0.48473E-08   -0.20619E-06    0.34828E-06
  1104    0.12113E+04    0.18060E+02    0.00000E+00   -0.72861E+02    0.48385E-08   -0.21004E-06    0.34306E-06
  1105    0.12133E+04    0.17817E+02    0.00000E+00   -0.72163E+02    0.48297E-08   -0.21360E-06    0.33783E-06
  1106    0.12153E+04    0.17576E+02    0.00000E+00   -0.71449E+02    0.48209E-08   -0.21688E-06    0.33259E-06
  1107    0.12172E+04    0.17340E+02    0.00000E+00   -0.70718E+02    0.48121E-08   -0.21988E-06    0.32733E-06
  1108    0.12191E+04    0.17107E+02    0.00000E+00   -0.69972E+02    0.48033E-08   -0.22261E-06    0.32206E-06
  1109    0.12208E+04    0.16875E+02    0.00000E+00   -0.69211E+02    0.47946E-08   -0.22506E-06    0.31679E-06
  1110    0.12225E+04    0.16651E+02    0.00000E+00   -0.68434E+02    0.47859E-08   -0.22725E-06    0.31150E-06
  1111    0.12241E+04    0.16430E+02    0.00000E+00   -0.67643E+02    0.47772E-08   -0.22917E-06    0.30621E-06
  1112    0.12257E+04    0.16213E+02    0.00000E+00   -0.66838E+02    0.47686E-08   -0.23084E-06    0.30091E-06
  1113    0.12271E+04    0.16001E+02    0.00000E+00   -0.66018E+02    0.47599E-08   -0.23225E-06    0.29560E-06
  1114    0.12285E+04    0.15791E+02    0.00000E+00   -0.65186E+02    0.47513E-08   -0.23341E-06    0.29029E-06
  1115    0.12298E+04    0.15587E+02    0.00000E+00   -0.64342E+02    0.47427E-08   -0.23432E-06    0.28497E-06
  1116    0.12311E+04    0.15388E+02    0.00000E+00   -0.63485E+02    0.47341E-08   -0.23500E-06    0.27964E-06
  1117    0.12322E+04    0.15192E+02    0.00000E+00   -0.62616E+02    0.47255E-08   -0.23543E-06    0.27431E-06
  1118    0.12333E+04    0.15002E+02    0.00000E+00   -0.61734E+02    0.47170E-08   -0.23563E-06    0.26898E-06
  1119    0.12343E+04    0.14816E+02    0.00000E+00   -0.60842E+02    0.47085E-08   -0.23560E-06    0.26364E-06
  1120    0.12352E+04    0.14635E+02    0.00000E+00   -0.59940E+02    0.47000E-08   -0.23535E-06    0.25829E-06
  1121    0.12361E+04    0.14458E+02    0.00000E+00   -0.59025E+02    0.46915E-08   -0.23487E-06    0.25295E-06
  1122    0.12368E+04    0.14285E+02    0.00000E+00   -0.58103E+02    0.46830E-08   -0.23418E-06    0.24760E-06
  1123    0.12374E+04    0.14119E+02    0.00000E+00   -0.57171E+02    0.46746E-08   -0.23327E-06    0.24226E-06
  1124    0.12380E+04    0.13956E+02    0.00000E+00   -0.56229E+02    0.46662E-08   -0.23216E-06    0.23691E-06
  1125    0.12385E+04    0.13798E+02    0.00000E+00   -0.55278E+02    0.46578E-08   -0.23084E-06    0.23156E-06
  1126    0.12389E+04    0.13646E+02    0.00000E+00   -0.54321E+02    0.46494E-08   -0.22931E-06    0.22621E-06
  1127    0.12392E+04    0.13497E+02    0.00000E+00   -0.53355E+02    0.46410E-08   -0.22760E-06    0.22087E-06
  1128    0.12394E+04    0.13355E+02    0.00000E+00   -0.52383E+02    0.46327E-08   -0.22569E-06    0.21552E-06
  1129    0.12396E+04    0.13218E+02    0.00000E+00   -0.51403E+02    0.46244E-08   -0.22359E-06    0.21018E-06
  1130    0.12395E+04    0.13086E+02    0.00000E+00   -0.50418E+02    0.46161E-08   -0.22130E-06    0.20484E-06
  1131    0.12395E+04    0.12958E+02    0.00000E+00   -0.49428E+02    0.46078E-08   -0.21884E-06    0.19951E-06
  1132    0.12394E+04    0.12836E+02    0.00000E+00   -0.48431E+02    0.45995E-08   -0.21620E-06    0.19418E-06
  1133    0.12391E+04    0.12719E+02    0.00000E+00   -0.47431E+02    0.45913E-08   -0.21339E-06    0.18885E-06
  1134    0.12388E+04    0.12608E+02    0.00000E+00   -0.46425E+02    0.45831E-08   -0.21041E-06    0.18353E-06
  1135    0.12384E+04    0.12501E+02    0.00000E+00   -0.45416E+02    0.45749E-08   -0.20727E-06    0.17821E-06
  1136    0.12379E+04    0.12400E+02    0.00000E+00   -0.44404E+02    0.45667E-08   -0.20397E-06    0.17290E-06
  1137    0.12373E+04    0.12304E+02    0.00000E+00   -0.43388E+02    0.45585E-08   -0.20051E-06    0.16760E-06
  1138    0.12366E+04    0.12214E+02    0.00000E+00   -0.42370E+02    0.45504E-08   -0.19691E-06    0.16231E-06
  1139    0.12359E+04    0.12128E+02    0.00000E+00   -0.41349E+02    0.45422E-08   -0.19315E-06    0.15703E-06
  1140    0.12350E+04    0.12049E+02    0.00000E+00   -0.40328E+02    0.45341E-08   -0.18925E-06    0.15175E-06
  1141    0.12341E+04    0.11973E+02    0.00000E+00   -0.39305E+02    0.45260E-08   -0.18522E-06    0.14648E-06
  1142    0.12330E+04    0.11904E+02    0.00000E+00   -0.38281E+02    0.45180E-08   -0.18105E-06    0.14123E-06
  1143    0.12319E+04    0.11840E+02    0.00000E+00   -0.37258E+02    0.45099E-08   -0.17675E-06    0.13598E-06
  1144    0.12306E+04    0.11780E+02    0.00000E+00   -0.36234E+02    0.45019E-08   -0.17232E-06    0.13075E-06
  1145    0.12293E+04    0.11728E+02    0.00000E+00   -0.35212E+02    0.44939E-08   -0.16777E-06    0.12553E-06
  1146    0.12279E+04    0.11680E+02    0.00000E+00   -0.34190E+02    0.44859E-08   -0.16310E-06    0.12032E-06
  1147    0.12264E+04    0.11637E+02    0.00000E+00   -0.33170E+02    0.44779E-08   -0.15832E-06    0.11512E-06
  1148    0.12248E+04    0.11600E+02    0.00000E+00   -0.32152E+02    0.44700E-08   -0.15343E-06    0.10994E-06
  1149    0.12232E+04    0.11568E+02    0.00000E+00   -0.31138E+02    0.44620E-08   -0.14843E-06    0.10477E-06
  1150    0.12214E+04    0.11541E+02    0.00000E+00   -0.30125E+02    0.44541E-08   -0.14333E-06    0.99620E-07
  1151    0.12196E+04    0.11520E+02    0.00000E+00   -0.29117E+02    0.44462E-08   -0.13813E-06    0.94484E-07
  1152    0.12176E+04    0.11504E+02    0.00000E+00   -0.28112E+02    0.44383E-08   -0.13283E-06    0.89363E-07
  1153    0.12157E+04    0.11494E+02    0.00000E+00   -0.27112E+02    0.44305E-08   -0.12742E-06    0.84257E-07
  1154    0.12136E+04    0.11489E+02    0.00000E+00   -0.26115E+02    0.44226E-08   -0.12190E-06    0.79168E-07
  1155    0.12115E+04    0.11489E+02    0.00000E+00   -0.25124E+02    0.44148E-08   -0.11626E-06    0.74095E-07
  1156    0.12092E+04    0.11494E+02    0.00000E+00   -0.24139E+02    0.44070E-08   -0.11049E-06    0.69037E-07
  1157    0.12068E+04    0.11504E+02    0.00000E+00   -0.23159E+02    0.43992E-08   -0.10459E-06    0.63996E-07
  1158    0.12044E+04    0.11519E+02    0.00000E+00   -0.22186E+02    0.43914E-08   -0.98553E-07    0.58971E-07
  1159    0.12019E+04    0.11540E+02    0.00000E+00   -0.21219E+02    0.43837E-08   -0.92375E-07    0.53961E-07
  1160    0.11993E+04    0.11566E+02    0.00000E+00   -0.20261E+02    0.43759E-08   -0.86050E-07    0.48969E-07
  1161    0.11967E+04    0.11597E+02    0.00000E+00   -0.19309E+02    0.43682E-08   -0.79571E-07    0.43992E-07
  1162    0.11939E+04    0.11633E+02    0.00000E+00   -0.18365E+02    0.43605E-08   -0.72934E-07    0.39032E-07
  1163    0.11911E+04    0.11675E+02    0.00000E+00   -0.17431E+02    0.43528E-08   -0.66133E-07    0.34088E-07
  1164    0.11882E+04    0.11721E+02    0.00000E+00   -0.16504E+02    0.43452E-08   -0.59161E-07    0.29161E-07
  1165    0.11853E+04    0.11772E+02    0.00000E+00   -0.15587E+02    0.43375E-08   -0.52014E-07    0.24251E-07
  1166    0.11821E+04    0.11828E+02    0.00000E+00   -0.14679E+02    0.43299E-08   -0.44686E-07    0.19357E-07
  1167    0.11791E+04    0.11889E+02    0.00000E+00   -0.13782E+02    0.43223E-08   -0.37171E-07    0.14480E-07
  1168    0.11759E+04    0.11955E+02    0.00000E+00   -0.12894E+02    0.43147E-08   -0.29465E-07    0.96193E-08
  1169    0.11727E+04    0.12026E+02    0.00000E+00   -0.12018E+02    0.43071E-08   -0.21560E-07    0.47757E-08
  1170    0.11694E+04    0.12101E+02    0.00000E+00   -0.11152E+02    0.42996E-08   -0.13452E-07   -0.50901E-10
  1171    0.11659E+04    0.12181E+02    0.00000E+00   -0.10298E+02    0.42920E-08   -0.51346E-08   -0.48606E-08
  1172    0.11625E+04    0.12266E+02    0.00000E+00   -0.94553E+01    0.42845E-08    0.33970E-08   -0.96532E-08
  1173    0.11590E+04    0.12355E+02    0.00000E+00   -0.86244E+01    0.42770E-08    0.12149E-07   -0.14429E-07
  1174    0.11554E+04    0.12448E+02    0.00000E+00   -0.78063E+01    0.42695E-08    0.21126E-07   -0.19187E-07
  1175    0.11517E+04    0.12546E+02    0.00000E+00   -0.70009E+01    0.42620E-08    0.30335E-07   -0.23928E-07
  1176    0.11479E+04    0.12648E+02    0.00000E+00   -0.62089E+01    0.42546E-08    0.39781E-07   -0.28652E-07
  1177    0.11442E+04    0.12755E+02    0.00000E+00   -0.54298E+01    0.42472E-08    0.49469E-07   -0.33359E-07
  1178    0.11403E+04    0.12865E+02    0.00000E+00   -0.46644E+01    0.42397E-08    0.59405E-07   -0.38048E-07
  1179    0.11365E+04    0.12982E+02    0.00000E+00   -0.39129E+01    0.42323E-08    0.69594E-07   -0.42719E-07
  1180    0.11325E+04    0.13102E+02    0.00000E+00   -0.31756E+01    0.42250E-08    0.80043E-07   -0.47373E-07
  1181    0.11285E+04    0.13225E+02    0.00000E+00   -0.24527E+01    0.42176E-08    0.90757E-07   -0.52009E-07
  1182    0.11244E+04    0.13352E+02    0.00000E+00   -0.17447E+01    0.42102E-08    0.10174E-06   -0.56628E-07
  1183    0.11203E+04    0.13484E+02    0.00000E+00   -0.10516E+01    0.42029E-08    0.11300E-06   -0.61229E-07
  1184    0.11161E+04    0.13618E+02    0.00000E+00   -0.37380E+00    0.41956E-08    0.12454E-06   -0.65812E-07
  1185    0.11119E+04    0.13758E+02    0.00000E+00    0.28852E+00    0.41883E-08    0.13637E-06   -0.70377E-07
  1186    0.11076E+04    0.13901E+02    0.00000E+00    0.93496E+00    0.41810E-08    0.14849E-06   -0.74924E-07
  1187    0.11034E+04    0.14047E+02    0.00000E+00    0.15654E+01    0.41738E-08    0.16091E-06   -0.79454E-07
  1188    0.10990E+04    0.14197E+02    0.00000E+00    0.21794E+01    0.41665E-08    0.17363E-06   -0.83965E-07
  1189    0.10946E+04    0.14350E+02    0.00000E+00    0.27771E+01    0.41593E-08    0.18667E-06   -0.88458E-07
  1190    0.10902E+04    0.14507E+02    0.00000E+00    0.33580E+01    0.41521E-08    0.20001E-06   -0.92932E-07
  1191    0.10856E+04    0.14667E+02    0.00000E+00    0.39222E+01    0.41449E-08    0.21368E-06   -0.97389E-07
  1192    0.10811E+04    0.14830E+02    0.00000E+00    0.44693E+01    0.41377E-08    0.22768E-06   -0.10183E-06
  1193    0.10766E+04    0.14997E+02    0.00000E+00    0.49992E+01    0.41305E-08    0.24200E-06   -0.10625E-06
  1194    0.10720E+04    0.15166E+02    0.00000E+00    0.55118E+01    0.41234E-08    0.25667E-06   -0.11065E-06
  1195    0.10674E+04    0.15339E+02    0.00000E+00    0.60069E+01    0.41162E-08    0.27167E-06   -0.11503E-06
  1196    0.10626E+04    0.15515E+02    0.00000E+00    0.64839E+01    0.41091E-08    0.28703E-06   -0.11939E-06
  1197    0.10580E+04    0.15693E+02    0.00000E+00    0.69432E+01    0.41020E-08    0.30273E-06   -0.12374E-06
  1198    0.10532E+04    0.15874E+02    0.00000E+00    0.73834E+01    0.40949E-08    0.31880E-06   -0.12807E-06
  1199    0.10485E+04    0.16057E+02    0.00000E+00    0.78067E+01    0.40879E-08    0.33524E-06   -0.13237E-06
  1200    0.10437E+04    0.16243E+02    0.00000E+00    0.82115E+01    0.40808E-08    0.35204E-06   -0.13666E-06
  1201    0.10389E+04    0.16431E+02    0.00000E+00    0.85971E+01    0.40738E-08    0.36922E-06   -0.14093E-06
  1202    0.10340E+04    0.16622E+02    0.00000E+00    0.89649E+01    0.40667E-08    0.38674E-06   -0.14518E-06
  1203    0.10292E+04    0.16816E+02    0.00000E+00    0.93135E+01    0.40597E-08    0.40459E-06   -0.14941E-06
  1204    0.10243E+04    0.17011E+02    0.00000E+00    0.96435E+01    0.40528E-08    0.42274E-06   -0.15362E-06
  1205    0.10194E+04    0.17208E+02    0.00000E+00    0.99543E+01    0.40458E-08    0.44115E-06   -0.15781E-06
  1206    0.10145E+04    0.17407E+02    0.00000E+00    0.10247E+02    0.40388E-08    0.45982E-06   -0.16197E-06
  1207    0.10097E+04    0.17608E+02    0.00000E+00    0.10519E+02    0.40319E-08    0.47870E-06   -0.16611E-06
  1208    0.10048E+04    0.17811E+02    0.00000E+00    0.10773E+02    0.40250E-08    0.49777E-06   -0.17022E-06
  1209    0.99978E+03    0.18016E+02    0.00000E+00    0.11008E+02    0.40180E-08    0.51701E-06   -0.17430E-06
  1210    0.99487E+03    0.18221E+02    0.00000E+00    0.11223E+02    0.40112E-08    0.53639E-06   -0.17836E-06
  1211    0.98989E+03    0.18429E+02    0.00000E+00    0.11419E+02    0.40043E-08    0.55589E-06   -0.18239E-06
  1212    0.98497E+03    0.18638E+02    0.00000E+00    0.11596E+02    0.39974E-08    0.57547E-06   -0.18639E-06
  1213    0.97998E+03    0.18848E+02    0.00000E+00    0.11755E+02    0.39906E-08    0.59511E-06   -0.19037E-06
  1214    0.97506E+03    0.19060E+02    0.00000E+00    0.11894E+02    0.39837E-08    0.61479E-06   -0.19431E-06
  1215    0.97014E+03    0.19272E+02    0.00000E+00    0.12013E+02    0.39769E-08    0.63447E-06   -0.19822E-06
  1216    0.96522E+03    0.19486E+02    0.00000E+00    0.12113E+02    0.39701E-08    0.65414E-06   -0.20209E-06
  1217    0.96015E+03    0.19701E+02    0.00000E+00    0.12194E+02    0.39633E-08    0.67377E-06   -0.20594E-06
  1218    0.95522E+03    0.19917E+02    0.00000E+00    0.12255E+02    0.39566E-08    0.69332E-06   -0.20975E-06
  1219    0.95022E+03    0.20132E+02    0.00000E+00    0.12298E+02    0.39498E-08    0.71278E-06   -0.21352E-06
  1220    0.94530E+03    0.20349E+02    0.00000E+00    0.12321E+02    0.39431E-08    0.73211E-06   -0.21726E-06
  1221    0.94037E+03    0.20565E+02    0.00000E+00    0.12326E+02    0.39363E-08    0.75130E-06   -0.22096E-06
  1222    0.93543E+03    0.20783E+02    0.00000E+00    0.12310E+02    0.39296E-08    0.77031E-06   -0.22462E-06
  1223    0.93050E+03    0.21001E+02    0.00000E+00    0.12277E+02    0.39229E-08    0.78912E-06   -0.22825E-06
  1224    0.92557E+03    0.21218E+02    0.00000E+00    0.12223E+02    0.39162E-08    0.80770E-06   -0.23183E-06
  1225    0.92071E+03    0.21436E+02    0.00000E+00    0.12151E+02    0.39096E-08    0.82603E-06   -0.23537E-06
  1226    0.91584E+03    0.21654E+02    0.00000E+00    0.12060E+02    0.39029E-08    0.84408E-06   -0.23888E-06
  1227    0.91105E+03    0.21871E+02    0.00000E+00    0.11950E+02    0.38963E-08    0.86182E-06   -0.24234E-06
  1228    0.90619E+03    0.22089E+02    0.00000E+00    0.11823E+02    0.38897E-08    0.87923E-06   -0.24575E-06
  1229    0.90140E+03    0.22306E+02    0.00000E+00    0.11675E+02    0.38831E-08    0.89628E-06   -0.24912E-06
  1230    0.89645E+03    0.22523E+02    0.00000E+00    0.11511E+02    0.38765E-08    0.91294E-06   -0.25245E-06
  1231    0.89166E+03    0.22739E+02    0.00000E+00    0.11327E+02    0.38699E-08    0.92919E-06   -0.25573E-06
  1232    0.88686E+03    0.22954E+02    0.00000E+00    0.11127E+02    0.38633E-08    0.94501E-06   -0.25896E-06
  1233    0.88221E+03    0.23170E+02    0.00000E+00    0.10907E+02    0.38568E-08    0.96036E-06   -0.26215E-06
  1234    0.87749E+03    0.23384E+02    0.00000E+00    0.10670E+02    0.38503E-08    0.97522E-06   -0.26529E-06
  1235    0.87306E+03    0.23598E+02    0.00000E+00    0.10416E+02    0.38437E-08    0.98956E-06   -0.26837E-06
  1236    0.86848E+03    0.23810E+02    0.00000E+00    0.10144E+02    0.38372E-08    0.10034E-05   -0.27141E-06
  1237    0.86390E+03    0.24021E+02    0.00000E+00    0.98541E+01    0.38307E-08    0.10166E-05   -0.27439E-06
  1238    0.85939E+03    0.24231E+02    0.00000E+00    0.95469E+01    0.38243E-08    0.10292E-05   -0.27732E-06
  1239    0.85489E+03    0.24440E+02    0.00000E+00    0.92224E+01    0.38178E-08    0.10412E-05   -0.28020E-06
  1240    0.85038E+03    0.24647E+02    0.00000E+00    0.88821E+01    0.38114E-08    0.10526E-05   -0.28303E-06
  1241    0.84601E+03    0.24853E+02    0.00000E+00    0.85244E+01    0.38049E-08    0.10633E-05   -0.28580E-06
  1242    0.84158E+03    0.25058E+02    0.00000E+00    0.81517E+01    0.37985E-08    0.10733E-05   -0.28851E-06
  1243    0.83721E+03    0.25260E+02    0.00000E+00    0.77606E+01    0.37921E-08    0.10826E-05   -0.29116E-06
  1244    0.83292E+03    0.25462E+02    0.00000E+00    0.73550E+01    0.37857E-08    0.10911E-05   -0.29376E-06
  1245    0.82870E+03    0.25662E+02    0.00000E+00    0.69332E+01    0.37793E-08    0.10988E-05   -0.29630E-06
  1246    0.82449E+03    0.25859E+02    0.00000E+00    0.64970E+01    0.37730E-08    0.11057E-05   -0.29878E-06
  1247    0.82027E+03    0.26055E+02    0.00000E+00    0.60447E+01    0.37666E-08    0.11118E-05   -0.30120E-06
  1248    0.81612E+03    0.26248E+02    0.00000E+00    0.55771E+01    0.37603E-08    0.11171E-05   -0.30356E-06
  1249    0.81205E+03    0.26441E+02    0.00000E+00    0.50949E+01    0.37540E-08    0.11214E-05   -0.30585E-06
  1250    0.80805E+03    0.26630E+02    0.00000E+00    0.45981E+01    0.37477E-08    0.11249E-05   -0.30808E-06
  1251    0.80405E+03    0.26816E+02    0.00000E+00    0.40868E+01    0.37414E-08    0.11274E-05   -0.31025E-06
  1252    0.80019E+03    0.27002E+02    0.00000E+00    0.35612E+01    0.37351E-08    0.11290E-05   -0.31235E-06
  1253    0.79627E+03    0.27184E+02    0.00000E+00    0.30220E+01    0.37288E-08    0.11297E-05   -0.31439E-06
  1254    0.79241E+03    0.27363E+02    0.00000E+00    0.24692E+01    0.37226E-08    0.11296E-05   -0.31637E-06
  1255    0.78863E+03    0.27541E+02    0.00000E+00    0.19031E+01    0.37163E-08    0.11288E-05   -0.31829E-06
  1256    0.78500E+03    0.27715E+02    0.00000E+00    0.13241E+01    0.37101E-08    0.11271E-05   -0.32015E-06
  1257    0.78136E+03    0.27887E+02    0.00000E+00    0.73240E+00    0.37039E-08    0.11247E-05   -0.32194E-06
  1258    0.77773E+03    0.28055E+02    0.00000E+00    0.12838E+00    0.36977E-08    0.11216E-05   -0.32368E-06
  1259    0.77417E+03    0.28221E+02    0.00000E+00   -0.48770E+00    0.36915E-08    0.11179E-05   -0.32536E-06
  1260    0.77068E+03    0.28383E+02    0.00000E+00   -0.11155E+01    0.36853E-08    0.11135E-05   -0.32698E-06
  1261    0.76727E+03    0.28544E+02    0.00000E+00   -0.17547E+01    0.36792E-08    0.11086E-05   -0.32855E-06
  1262    0.76393E+03    0.28701E+02    0.00000E+00   -0.24049E+01    0.36730E-08    0.11031E-05   -0.33006E-06
  1263    0.76066E+03    0.28855E+02    0.00000E+00   -0.30661E+01    0.36669E-08    0.10970E-05   -0.33151E-06
  1264    0.75739E+03    0.29005E+02    0.00000E+00   -0.37379E+01    0.36608E-08    0.10905E-05   -0.33291E-06
  1265    0.75428E+03    0.29152E+02    0.00000E+00   -0.44199E+01    0.36547E-08    0.10835E-05   -0.33425E-06
  1266    0.75116E+03    0.29297E+02    0.00000E+00   -0.51115E+01    0.36486E-08    0.10761E-05   -0.33554E-06
  1267    0.74811E+03    0.29436E+02    0.00000E+00   -0.58129E+01    0.36425E-08    0.10683E-05   -0.33678E-06
  1268    0.74515E+03    0.29575E+02    0.00000E+00   -0.65236E+01    0.36365E-08    0.10601E-05   -0.33797E-06
  1269    0.74226E+03    0.29707E+02    0.00000E+00   -0.72428E+01    0.36304E-08    0.10517E-05   -0.33911E-06
  1270    0.73943E+03    0.29837E+02    0.00000E+00   -0.79714E+01    0.36244E-08    0.10429E-05   -0.34019E-06
  1271    0.73667E+03    0.29963E+02    0.00000E+00   -0.87078E+01    0.36183E-08    0.10339E-05   -0.34123E-06
  1272    0.73396E+03    0.30086E+02    0.00000E+00   -0.94520E+01    0.36123E-08    0.10247E-05   -0.34221E-06
  1273    0.73131E+03    0.30205E+02    0.00000E+00   -0.10204E+02    0.36063E-08    0.10153E-05   -0.34315E-06
  1274    0.72874E+03    0.30319E+02    0.00000E+00   -0.10963E+02    0.36003E-08    0.10058E-05   -0.34404E-06
  1275    0.72624E+03    0.30430E+02    0.00000E+00   -0.11728E+02    0.35944E-08    0.99616E-06   -0.34489E-06
  1276    0.72379E+03    0.30537E+02    0.00000E+00   -0.12501E+02    0.35884E-08    0.98644E-06   -0.34569E-06
  1277    0.72142E+03    0.30641E+02    0.00000E+00   -0.13278E+02    0.35825E-08    0.97668E-06   -0.34644E-06
  1278    0.71911E+03    0.30740E+02    0.00000E+00   -0.14063E+02    0.35765E-08    0.96690E-06   -0.34715E-06
  1279    0.71688E+03    0.30835E+02    0.00000E+00   -0.14852E+02    0.35706E-08    0.95716E-06   -0.34781E-06
  1280    0.71473E+03    0.30927E+02    0.00000E+00   -0.15647E+02    0.35647E-08    0.94747E-06   -0.34844E-06
  1281    0.71264E+03    0.31015E+02    0.00000E+00   -0.16445E+02    0.35588E-08    0.93788E-06   -0.34902E-06
  1282    0.71062E+03    0.31098E+02    0.00000E+00   -0.17249E+02    0.35529E-08    0.92842E-06   -0.34956E-06
  1283    0.70868E+03    0.31177E+02    0.00000E+00   -0.18056E+02    0.35470E-08    0.91913E-06   -0.35005E-06
  1284    0.70680E+03    0.31252E+02    0.00000E+00   -0.18868E+02    0.35412E-08    0.91003E-06   -0.35051E-06
  1285    0.70499E+03    0.31324E+02    0.00000E+00   -0.19682E+02    0.35353E-08    0.90117E-06   -0.35093E-06
  1286    0.70325E+03    0.31390E+02    0.00000E+00   -0.20500E+02    0.35295E-08    0.89257E-06   -0.35131E-06
