1.258925411794167490e-03,9.986898542846156523e-01,9.987106333623807508e-01,9.962280794096904923e-01,9.955982088090388205e-01,9.944284292662384228e-01,9.940757258211035952e-01,9.942448851392792220e-01,9.949748743718592747e-01,9.945717519773725757e-01
1.288249551693133660e-03,9.986898542846156523e-01,9.986898542846156523e-01,9.960727644311617723e-01,9.953541864649484427e-01,9.942242646611098023e-01,9.938316164106494321e-01,9.940557378095518093e-01,9.949748743718592747e-01,9.944548466844845835e-01
1.318256738556407509e-03,9.986898542846156523e-01,9.986898542846156523e-01,9.959138317020369557e-01,9.951044801102808535e-01,9.940153444514100434e-01,9.935818209615818741e-01,9.938621846725330666e-01,9.949748743718592747e-01,9.943352183175119263e-01
1.348962882591653182e-03,9.986898542846156523e-01,9.986898542846156523e-01,9.957511969540796537e-01,9.948489573474216252e-01,9.938015578648783377e-01,9.933590319321476958e-01,9.936470201078486664e-01,9.948817626313661844e-01,9.942128034479107423e-01
1.380384264602885300e-03,9.986898542846156523e-01,9.986898542846156523e-01,9.955847739561934917e-01,9.945874826948195579e-01,9.935827915490368367e-01,9.932230419614596073e-01,9.933807071485487583e-01,9.945353063879778244e-01,9.940875371696968887e-01
1.412537544622753964e-03,9.986898542846156523e-01,9.986478983858027014e-01,9.954144744687022373e-01,9.943199175151526958e-01,9.933786118963607858e-01,9.930838843774341118e-01,9.931081909635436356e-01,9.941807801419865198e-01,9.939593530650315811e-01
1.445439770745927987e-03,9.986898542846156523e-01,9.985259028520472313e-01,9.952402081965634473e-01,9.940461199418213489e-01,9.932760125071362634e-01,9.929414853968779875e-01,9.928293270611447952e-01,9.938179959188840895e-01,9.938281831690057855e-01
1.479108388168207241e-03,9.986898542846156523e-01,9.984010656772656089e-01,9.950618827414928758e-01,9.937659448037279297e-01,9.931710232711303821e-01,9.927957695179671083e-01,9.925439675840199705e-01,9.934467613656733365e-01,9.936677462766321245e-01
1.513561248436208744e-03,9.986898542846156523e-01,9.982733206711355001e-01,9.948794035529739954e-01,9.934792435483055240e-01,9.930635885216607672e-01,9.926466594802134669e-01,9.922827095107403794e-01,9.930668796488802963e-01,9.933842523701232885e-01
1.548816618912481112e-03,9.986898542846156523e-01,9.981603266994604207e-01,9.946926738781254329e-01,9.933223379507010176e-01,9.929536512954010297e-01,9.924940762235014979e-01,9.920938537093166865e-01,9.926781493501903864e-01,9.930941550422385244e-01
1.584893192461114082e-03,9.986898542846156523e-01,9.981603266994604207e-01,9.945015947104021148e-01,9.932184277728945965e-01,9.928411533021787028e-01,9.923379388461687212e-01,9.919005988911682170e-01,9.922843523836115676e-01,9.927973004795346279e-01
