1.258925411794167490e-03,1.001011762360446644e+00,9.987373737373739235e-01,9.973865515741047183e-01,9.973114766149714372e-01,9.972620941015041263e-01,9.983507818657270105e-01,9.974747474747476250e-01,9.985714046309885905e-01,9.996950975198413136e-01
1.288249551693133660e-03,1.001011762360446644e+00,9.987373737373739235e-01,9.973765631032511791e-01,9.972929856623053979e-01,9.972369903453860429e-01,9.983031039862736433e-01,9.974747474747476250e-01,9.985526080931715898e-01,9.996574942882159309e-01
1.318256738556407509e-03,1.001011762360446644e+00,9.987373737373739235e-01,9.973663419710230293e-01,9.972740640000217205e-01,9.972113018476704838e-01,9.982543155463421414e-01,9.974747474747476250e-01,9.985333737277444222e-01,9.996190151648064459e-01
1.348962882591653182e-03,1.001011762360446644e+00,9.987373737373739235e-01,9.973558827580408792e-01,9.972547015956045868e-01,9.971850149879759595e-01,9.982043906776558728e-01,9.974747474747476250e-01,9.985136913363917843e-01,9.995796397474724371e-01
1.380384264602885300e-03,1.001011762360446644e+00,9.987373737373739235e-01,9.973451799186914268e-01,9.972348881828507761e-01,9.971581158286614288e-01,9.981533029093887510e-01,9.974747474747476250e-01,9.984935504832493924e-01,9.995393471588465140e-01
1.412537544622753964e-03,1.001011762360446644e+00,9.987373737373739235e-01,9.973342277781875875e-01,9.972146132564265741e-01,9.971305901074367650e-01,9.981010251541297951e-01,9.974747474747476250e-01,9.984729404893700755e-01,9.994981160352646166e-01
1.445439770745927987e-03,1.001011762360446644e+00,9.987373737373739235e-01,9.973230205295595674e-01,9.971938660662977849e-01,9.971024232298000278e-01,9.980475296935210627e-01,9.974747474747476250e-01,9.984518504270625261e-01,9.994559245154395200e-01
1.479108388168207241e-03,1.001011762360446644e+00,9.987373737373739235e-01,9.973115522305757707e-01,9.971726356120294010e-01,9.970736002612998750e-01,9.979927881635614062e-01,9.974747474747476250e-01,9.984302691140963804e-01,9.994127502288687737e-01
1.513561248436208744e-03,1.001011762360446644e+00,9.987373737373739235e-01,9.972998168005923203e-01,9.971509106369536024e-01,9.970441059196168965e-01,9.979367715395668359e-01,9.974747474747476250e-01,9.984081851077739600e-01,9.993685702839741891e-01
1.548816618912481112e-03,1.001011762360446644e+00,9.987373737373739235e-01,9.972878080173287474e-01,9.971286796222011972e-01,9.970139245664608740e-01,9.978794501207820522e-01,9.974747474747476250e-01,9.983855866988627925e-01,9.993233612559642154e-01
1.584893192461114082e-03,1.001011762360446644e+00,9.987373737373739235e-01,9.972755195135694084e-01,9.971059307805936189e-01,9.969830401992787472e-01,9.978207935146319318e-01,9.974747474747476250e-01,9.983624619053872440e-01,9.992770991744137632e-01
1.621810097358929734e-03,1.001011762360446644e+00,9.987373737373739235e-01,9.972629447737868524e-01,9.970826520503941470e-01,9.969514364427702890e-01,9.977607706206076399e-01,9.974747474747476250e-01,9.983387984662757120e-01,9.992297595105549268e-01
1.659586907437561295e-03,1.001011762360446644e+00,9.987373737373739235e-01,9.972500771306875844e-01,9.970588310889118011e-01,9.969190965402053850e-01,9.976993496137760431e-01,9.974747474747476250e-01,9.983145838348597145e-01,9.991813171642711655e-01
1.698243652461744243e-03,1.001011762360446644e+00,9.987373737373739235e-01,9.972369097616768929e-01,9.970344552659575754e-01,9.968860033445395841e-01,9.976364979279065404e-01,9.974747474747476250e-01,9.982898051722209898e-01,9.991317464507893931e-01
1.737800828749376265e-03,1.001011762360446644e+00,9.987373737373739235e-01,9.972234356852415216e-01,9.970095116571474625e-01,9.968521393093227045e-01,9.975721822382032089e-01,9.974747474747476250e-01,9.982644493403847186e-01,9.990810210870612051e-01
1.778279410038922752e-03,1.001011762360446644e+00,9.987373737373739235e-01,9.972096477572477413e-01,9.969839870370498236e-01,9.968174864793949430e-01,9.975063684436361600e-01,9.974747474747476250e-01,9.982385028953533190e-01,9.990291141778271378e-01
1.819700858609984376e-03,1.001011762360446644e+00,9.987373737373739235e-01,9.971955386671536026e-01,9.969578678721733311e-01,9.967820264813671560e-01,9.974390216488602245e-01,9.974747474747476250e-01,9.982119520799779266e-01,9.989759982013570738e-01
1.862087136662867555e-03,1.001011762360446644e+00,9.987373737373739235e-01,9.971811009341329246e-01,9.969311403137909311e-01,9.967457405138789861e-01,9.973701061457134198e-01,9.974747474747476250e-01,9.981847828166650061e-01,9.989216449948570276e-01
1.905460717963248195e-03,1.001011762360446644e+00,9.987373737373739235e-01,9.971663269031083576e-01,9.969037901905974941e-01,9.967086093376302802e-01,9.972995853942837607e-01,9.974747474747476250e-01,9.981569806999115446e-01,9.988660257395376441e-01
