1.258925411794167490e-03,1.000021593536556175e+00,9.969009258961167852e-01,9.989283045044980991e-01,9.989385596991681160e-01,1.000973710833211738e+00,9.979045506836153878e-01,9.989166616882333427e-01,9.978976828882869521e-01,9.979084060758025565e-01
1.288249551693133660e-03,1.000021593536556175e+00,9.969002014880494755e-01,9.989236098127218799e-01,9.989349228967753236e-01,1.000967121880472543e+00,9.979005466331378749e-01,9.989106262417225546e-01,9.978930234598312188e-01,9.979047317524931682e-01
1.318256738556407509e-03,1.000021593536556175e+00,9.968994602063505628e-01,9.989188057675264520e-01,9.989312013823724579e-01,1.000960379451308002e+00,9.978964493163434701e-01,9.989044502116027902e-01,9.978882554993443454e-01,9.979009718431992582e-01
1.348962882591653182e-03,1.000021593536556175e+00,9.968987016579827776e-01,9.989138898217433393e-01,9.989273931827633568e-01,1.000953479970793092e+00,9.978922565607806217e-01,9.988981303232610243e-01,9.978833764787907734e-01,9.978971243543671710e-01
1.380384264602885300e-03,1.000021593536556175e+00,9.968979254407537294e-01,9.989088593688730811e-01,9.989234962787901795e-01,1.000946419780731844e+00,9.978879661433948112e-01,9.988916632258090234e-01,9.978783838112490479e-01,9.978931872460073960e-01
1.412537544622753964e-03,1.000021593536556175e+00,9.968971311431028548e-01,9.989037117417030043e-01,9.989195086042628180e-01,1.000939195137717785e+00,9.978835757893498304e-01,9.988850454903059894e-01,9.978732748495408034e-01,9.978891584306130991e-01
1.445439770745927987e-03,1.000021593536556175e+00,9.968963183438828146e-01,9.988984442108929107e-01,9.989154280448634404e-01,1.000931802211149968e+00,9.978790831708220788e-01,9.988782736079409030e-01,9.978680468848269980e-01,9.978850357720527864e-01
1.479108388168207241e-03,1.000021593536556175e+00,9.968954866121367830e-01,9.988930539835282341e-01,9.989112524370254986e-01,1.000924237081200596e+00,9.978744859057656624e-01,9.988713439881722334e-01,9.978626971451713956e-01,9.978808170844385428e-01
1.513561248436208744e-03,1.000021593536556175e+00,9.968946355068697418e-01,9.988875382016393356e-01,9.989069795667864238e-01,1.000916495736737799e+00,9.978697815566497376e-01,9.988642529568236839e-01,9.978572227940712969e-01,9.978765001309662930e-01
1.548816618912481112e-03,1.000021593536556175e+00,9.968937645768142231e-01,9.988818939406853836e-01,9.989026071686137875e-01,1.000908574073198221e+00,9.978649676291662107e-01,9.988569967541367500e-01,9.978516209289532979e-01,9.978720826227300833e-01
1.584893192461114082e-03,1.000021593536556175e+00,9.968928733601916115e-01,9.988761182080045931e-01,9.988981329242043739e-01,1.000900467890410761e+00,9.978600415709069082e-01,9.988495715327766478e-01,9.978458885796344102e-01,9.978675622175086080e-01
1.621810097358929734e-03,1.000021593536556175e+00,9.968919613844671179e-01,9.988702079412270507e-01,9.988935544612543849e-01,1.000892172890370357e+00,9.978550007700105473e-01,9.988419733557926117e-01,9.978400227067469874e-01,9.978629365185232025e-01
1.659586907437561295e-03,1.000021593536556175e+00,9.968910281660990913e-01,9.988641600066511250e-01,9.988888693522023354e-01,1.000883684674958030e+00,9.978498425537779548e-01,9.988341981945308978e-01,9.978340202001276804e-01,9.978582030731670827e-01
1.698243652461744243e-03,1.000021593536556175e+00,9.968900732102827789e-01,9.988579711975817954e-01,9.988840751129411943e-01,1.000874998743609412e+00,9.978445641872544236e-01,9.988262419264978265e-01,9.978278778771680901e-01,9.978533593717048289e-01
1.737800828749376265e-03,1.000021593536556175e+00,9.968890960106880916e-01,9.988516382326305676e-01,9.988791692015021040e-01,1.000866110490929328e+00,9.978391628717802053e-01,9.988181003331748631e-01,9.978215924811272286e-01,9.978484028459417843e-01
1.778279410038922752e-03,1.000021593536556175e+00,9.968880960491907084e-01,9.988451577539756432e-01,9.988741490167055703e-01,1.000857015204247968e+00,9.978336357435062531e-01,9.988097690977815191e-01,9.978151606794049000e-01,9.978433308678623659e-01
1.819700858609984376e-03,1.000021593536556175e+00,9.968870727955979616e-01,9.988385263255813440e-01,9.988690118967834541e-01,1.000847708061123997e+00,9.978279798718762139e-01,9.988012438029865159e-01,9.978085790617745587e-01,9.978381407482367349e-01
1.862087136662867555e-03,1.000021593536556175e+00,9.968860257073671738e-01,9.988317404313766801e-01,9.988637551179665452e-01,1.000838184126787267e+00,9.978221922580718939e-01,9.987925199285656586e-01,9.978018441385757553e-01,9.978328297351947151e-01
